SampleLogFunc,Average,LogStandardDeviation,Cutoff
-14934.327,-.83315378E-02,-.76275519E-02,.69303761
-14938.980,-.32280655E-01,-.89382988E-02,.69365904
-14934.442,-.10941795E-01,-.54677326E-02,.69306752
-14936.057,-.24784075E-01,-.18322099E-01,.69331825
-14935.221,.89040486E-02,.58145421E-02,.69301809
-14934.990,-.32297507E-02,-.39066501E-02,.69311724
-14937.629,-.42470741E-01,-.19004063E-01,.69346426
-14934.539,-.10920010E-01,-.10535899E-01,.69306902
-14935.391,.37011585E-02,.27857717E-02,.69310786
-14935.863,-.28548030E-01,-.14712754E-01,.69330305
-14935.221,-.28487114E-01,-.18100515E-01,.69319254
-14934.187,-.29828676E-01,-.17029836E-01,.69302339
-14934.413,-.12570493E-01,-.13762278E-01,.69301537
-14939.067,-.13936947E-01,-.23643710E-01,.69342887
-14935.613,-.22026804E-01,-.15771052E-01,.69326513
-14937.705,-.43002094E-01,-.26784363E-01,.69347703
-14934.698,-.28742583E-01,-.94841856E-02,.69303290
-14934.951,-.26099428E-01,-.73670912E-02,.69306432
-14936.849,-.56231415E-01,-.30713597E-01,.69314640
-14934.167,-.10401210E-01,-.53555996E-02,.69302174
-14934.583,-.38649935E-01,-.21388629E-01,.69302407
-14934.876,-.21791068E-01,-.17802466E-01,.69311273
-14935.299,-.19643795E-01,-.10640783E-02,.69303161
-14934.712,-.28710655E-01,-.12005443E-01,.69308483
-14935.362,-.24390675E-01,-.14714668E-01,.69323570
-14936.775,-.10784604E-01,-.23858101E-02,.69340984
-14937.798,-.16909374E-01,.43147714E-02,.69325767
-14935.701,-.25112297E-01,-.12562959E-01,.69328528
-14935.311,-.46157231E-02,.22782359E-02,.69310678
-14937.360,-.23994691E-01,-.11353317E-02,.69327884
-14935.444,-.49466870E-01,-.29952758E-01,.69300860
-14934.154,-.10298731E-01,-.78620686E-02,.69302228
-14935.045,-.17757760E-01,-.10391283E-02,.69302230
-14935.353,-.61863060E-02,-.10252701E-01,.69314379
-14936.027,-.20716947E-01,-.17148262E-01,.69330382
-14935.003,-.18564194E-01,-.16615121E-01,.69312579
-14935.837,-.17365998E-01,-.83125047E-02,.69330899
-14939.266,.25003485E-01,.10759008E-01,.69342847
-14937.644,-.65437000E-02,.11044251E-01,.69310620
-14934.552,-.26627039E-01,-.21295925E-01,.69302679
-14934.961,-.29941821E-01,-.25380093E-01,.69301407
-14934.508,-.25234292E-01,-.16343975E-01,.69308725
-14936.228,-.53079389E-01,-.27901864E-01,.69310160
-14938.994,-.42525431E-02,-.17474763E-01,.69343483
-14937.420,.86806721E-02,.25069448E-02,.69338831
-14934.584,-.39958757E-01,-.24502558E-01,.69299726
-14934.315,-.33538937E-02,-.11212362E-02,.69300040
-14934.178,-.20633498E-01,-.14947830E-01,.69303248
-14935.193,-.15278785E-01,-.19720148E-01,.69301513
-14936.280,-.20686592E-01,-.87967888E-02,.69337189
-14936.115,.82910422E-02,-.72990907E-02,.69301876
-14934.632,-.41598201E-01,-.22372656E-01,.69300126
-14938.493,-.13238033E-01,-.63218118E-02,.69373191
-14936.081,-.42013287E-01,-.14894629E-01,.69312600
-14937.630,-.16165512E-01,-.25710792E-01,.69314780
-14934.527,-.22648802E-02,-.65995667E-02,.69301177
-14934.993,-.22324577E-01,-.94379172E-02,.69315758
-14935.240,-.25631456E-01,-.87797071E-02,.69315278
-14936.996,.41820647E-02,-.12103687E-01,.69309498
-14936.679,.17792844E-01,.15637181E-01,.69301324
-14939.588,.52835271E-02,-.23707599E-02,.69375487
-14935.697,-.22161136E-01,-.12772125E-01,.69329505
-14935.787,-.30622752E-01,-.12186042E-01,.69324072
-14933.982,-.21899541E-01,-.10060064E-01,.69300152
-14935.597,-.22658381E-01,-.23663798E-01,.69307406
-14935.795,-.21607506E-01,-.44748494E-03,.69304706
-14934.776,-.27479366E-01,-.18125780E-01,.69311857
-14934.272,-.12298622E-01,-.78724491E-02,.69305058
-14937.312,.79182496E-02,-.84833104E-02,.69317661
-14934.977,-.25369081E-01,-.22985799E-01,.69303785
-14935.020,-.76242105E-02,-.12149326E-01,.69307303
-14934.719,-.14128010E-01,-.22967065E-02,.69305177
-14935.622,-.34263490E-01,-.26250531E-01,.69313489
-14937.741,.29146897E-02,-.12150658E-01,.69325228
-14935.298,-.12013140E-01,-.75035008E-02,.69321598
-14935.542,-.34238563E-01,-.27995735E-01,.69306858
-14938.153,-.61228778E-01,-.36893374E-01,.69322534
-14935.813,-.44002102E-02,-.30081840E-02,.69325694
-14935.008,-.32605412E-01,-.20188845E-01,.69313524
-14937.982,-.11311930E-01,-.11603432E-01,.69361658
-14936.490,-.23032282E-01,-.26042477E-01,.69312625
-14935.494,.27344077E-02,-.37043802E-02,.69312797
-14935.039,-.21448966E-01,-.38226344E-02,.69305234
-14936.547,-.35824015E-01,-.20816861E-01,.69337378
-14934.347,-.13000753E-01,-.51045238E-02,.69304703
-14936.486,.23350750E-01,.90034385E-02,.69302142
-14934.560,-.34858248E-01,-.18694009E-01,.69305294
-14935.148,-.40083548E-01,-.25891933E-01,.69307342
-14934.143,-.10182188E-01,-.80729679E-02,.69301905
-14935.160,-.92491932E-02,-.17723428E-02,.69314361
-14937.082,.24296960E-01,.92742758E-02,.69309759
-14935.862,-.23342178E-01,-.18712216E-01,.69326982
-14934.625,-.31105316E-01,-.20947225E-01,.69306507
-14936.099,-.11427078E-01,-.10218946E-01,.69333010
-14935.414,-.42340430E-01,-.18193643E-01,.69308264
-14937.154,.11445249E-01,.15549963E-01,.69306994
-14938.406,-.20251146E-01,-.31538097E-01,.69303168
-14935.735,-.33037954E-01,-.12567373E-01,.69320201
-14936.292,-.40867419E-01,-.14447385E-01,.69317772
-14934.972,.13265870E-03,-.18008287E-02,.69308792
-14933.951,-.14385834E-01,-.76008230E-02,.69300117
-14935.376,-.10173716E-01,-.67242693E-02,.69322126
-14934.487,-.15672467E-01,-.10544674E-01,.69309286
-14938.445,-.31930016E-01,-.36362363E-01,.69307695
-14934.569,-.39938994E-01,-.20444797E-01,.69300590
-14935.775,-.51575192E-02,.15941283E-02,.69319432
-14937.370,-.45716288E-01,-.18605280E-01,.69334378
-14934.686,-.16083941E-01,-.15920208E-01,.69305978
-14936.428,-.43220956E-02,.65252652E-02,.69316137
-14934.598,-.22586745E-01,-.17511002E-01,.69307824
-14937.612,-.17789949E-01,-.10653520E-01,.69360744
-14937.427,-.30583077E-01,-.27290524E-01,.69336298
-14934.816,-.13228743E-01,-.10117457E-01,.69313645
-14934.735,-.32973506E-02,.44880379E-03,.69305031
-14938.526,.39477330E-02,.27659153E-02,.69360756
-14941.660,-.27120848E-01,.27102608E-03,.69383099
-14934.874,-.23023890E-01,-.17412261E-01,.69312778
-14936.516,-.14503283E-01,-.17932655E-02,.69332838
-14937.938,-.44885226E-01,-.16778794E-01,.69341545
-14934.988,-.19885092E-01,-.14046278E-01,.69317010
-14935.079,-.78947809E-02,-.66418740E-02,.69316043
-14936.500,-.49794450E-01,-.37037340E-01,.69300438
-14936.134,-.34926619E-01,-.17976924E-01,.69331172
-14934.771,-.37538472E-01,-.19702474E-01,.69306483
-14937.303,.15123245E-01,-.45265182E-02,.69309393
-14938.483,.79180631E-02,.65279633E-02,.69353301
-14934.797,-.90241220E-02,-.61062273E-03,.69306426
-14934.519,-.70179846E-02,-.39933975E-02,.69306363
-14936.749,-.20908659E-01,-.43588452E-03,.69321856
-14938.826,-.18300369E-02,-.16066498E-02,.69372114
-14937.506,-.62278344E-01,-.35713046E-01,.69311338
-14934.420,-.89299114E-02,-.40341311E-02,.69305200
-14934.299,-.34479565E-01,-.21759299E-01,.69299912
-14936.226,-.19984955E-01,-.15674065E-01,.69335459
-14934.308,-.28529475E-01,-.16127167E-01,.69304972
-14937.054,.10746978E-02,-.66614395E-03,.69341234
-14938.146,-.26354553E-01,-.60918480E-02,.69354930
-14934.750,-.16214267E-01,-.99853979E-02,.69313822
-14934.695,-.19108266E-01,-.92604284E-02,.69312446
-14935.332,-.30821857E-02,-.12699166E-01,.69301291
-14934.568,-.25008315E-01,-.83576456E-02,.69304155
-14936.003,-.57857471E-03,-.76447210E-02,.69320324
-14936.207,-.30779963E-01,-.39176964E-02,.69303591
-14938.415,.19895530E-02,-.18992773E-01,.69302190
-14939.383,-.44186250E-01,-.42980766E-01,.69308864
-14937.062,-.17766249E-01,-.13832026E-01,.69349893
-14936.411,-.45268703E-01,-.19088019E-01,.69320303
-14934.942,.30294093E-02,.39011991E-02,.69302492
-14936.835,-.36187119E-01,-.11863521E-01,.69330545
-14937.496,.12858997E-01,-.46028970E-02,.69319298
-14935.641,-.22662168E-01,-.88753664E-02,.69325324
-14934.536,-.77611115E-02,-.47778950E-03,.69302529
-14937.178,-.11468914E-02,-.12911991E-02,.69345077
-14935.614,-.31741901E-02,-.10573072E-01,.69312387
-14936.968,-.58938065E-01,-.34449000E-01,.69309269
-14937.013,-.62202085E-01,-.36780353E-01,.69301693
-14936.764,.41054446E-02,.77039852E-02,.69323750
-14934.321,-.69946188E-02,-.32303491E-02,.69302707
-14935.791,-.42859605E-01,-.28998600E-01,.69311863
-14934.629,-.58992011E-02,-.10331379E-01,.69302103
-14937.554,.70469552E-02,-.82789656E-02,.69324906
-14934.766,-.42025932E-02,-.70519508E-03,.69307063
-14935.902,.12279643E-01,.60904967E-02,.69309549
-14934.192,-.25741198E-01,-.98778950E-02,.69299981
-14935.422,-.35097901E-01,-.10444772E-01,.69305190
-14934.274,-.35093304E-01,-.18725745E-01,.69300345
-14934.746,-.12263451E-01,-.74096335E-03,.69303525
-14938.627,.11746922E-01,.73995327E-02,.69352030
-14935.099,-.64709948E-02,-.14267080E-01,.69300212
-14934.524,-.18575182E-01,-.80231568E-02,.69308731
-14936.798,-.57224559E-01,-.26660525E-01,.69309335
-14935.256,-.16581459E-02,-.11170666E-01,.69301642
-14934.157,-.22887681E-01,-.13372241E-01,.69304165
-14935.754,.10718824E-03,-.50812456E-02,.69319321
-14936.233,-.14257330E-01,-.34255930E-02,.69332157
-14935.006,.62957351E-02,.45493048E-02,.69301387
-14936.759,-.24698790E-01,-.57664956E-02,.69334024
-14935.995,-.42996697E-01,-.23764471E-01,.69321287
-14936.298,-.20937118E-01,-.92788211E-02,.69337871
-14935.812,-.21862580E-01,-.22706014E-01,.69313118
-14935.829,-.31673820E-01,-.83566515E-02,.69313040
-14938.486,-.33860868E-01,-.65692025E-02,.69344687
-14935.502,-.34552831E-01,-.10596535E-01,.69308277
-14935.133,-.34004191E-01,-.17249254E-01,.69315072
-14934.504,-.34071202E-01,-.23589360E-01,.69300799
-14935.066,-.19405623E-01,-.17972121E-01,.69311581
-14936.269,-.29834671E-01,-.49702869E-02,.69311973
-14934.014,-.11499410E-01,-.95219350E-02,.69299871
-14938.212,-.32576838E-02,-.82274179E-03,.69362454
-14937.130,-.21921158E-01,-.21866917E-01,.69337718
-14935.664,-.22159379E-01,-.11523908E-01,.69328660
-14937.401,-.33483582E-01,-.34788647E-01,.69304632
-14937.088,-.52322483E-01,-.29943385E-01,.69325353
-14934.763,-.27451768E-01,-.98035036E-02,.69307057
-14936.362,-.54048679E-01,-.35839512E-01,.69301487
-14934.198,-.11798274E-01,-.71550146E-02,.69303648
-14935.388,-.12762491E-01,-.17265566E-01,.69308247
-14934.857,-.19376439E-02,.32912367E-02,.69302115
-14934.263,-.22829561E-01,-.75301402E-02,.69300133
-14938.469,-.59036178E-02,-.17364328E-01,.69340656
-14934.965,-.16305228E-01,-.16869129E-01,.69308561
-14934.541,-.30995970E-01,-.19391600E-01,.69306758
-14935.654,-.49082543E-01,-.23851457E-01,.69306092
-14934.370,-.23998144E-01,-.11737319E-01,.69306706
-14938.395,.54141226E-02,.11383917E-01,.69338759
-14935.734,-.31425881E-01,-.18262308E-01,.69326974
-14935.195,-.27709820E-01,-.21643373E-01,.69313303
-14937.069,-.40694460E-01,-.36916202E-01,.69301396
-14935.734,-.37057680E-01,-.21104647E-01,.69322955
-14934.223,-.28997827E-01,-.18614785E-01,.69302338
-14934.687,-.38257089E-01,-.18110749E-01,.69303119
-14935.709,-.31088569E-01,-.57043382E-02,.69302491
-14934.848,-.24725170E-01,-.70730056E-02,.69306152
-14935.698,-.16103414E-01,-.17917608E-01,.69317300
-14935.550,-.12897426E-01,-.96986640E-02,.69325606
-14937.338,-.31545146E-01,-.18338587E-01,.69353461
-14936.807,-.28766397E-02,-.15092263E-01,.69315197
-14936.425,.78854736E-02,-.69630800E-02,.69309086
-14934.734,-.10995044E-01,-.12957148E-01,.69306219
-14934.374,-.19597962E-01,-.61301471E-02,.69302631
-14935.065,-.31450452E-01,-.97447865E-02,.69305118
-14934.969,-.44745324E-02,-.10549100E-02,.69310745
-14935.024,-.29392513E-01,-.14491025E-01,.69315696
-14934.435,-.23060664E-01,-.14067946E-01,.69308588
-14935.340,-.44660194E-01,-.19671003E-01,.69304664
-14935.519,-.16165763E-01,-.81059950E-02,.69325805
-14934.855,-.15137341E-01,-.64424278E-02,.69313825
-14935.726,.11983593E-02,.34456047E-02,.69316075
-14937.254,-.60397818E-01,-.33384815E-01,.69312471
-14935.273,.11554506E-01,.50664681E-02,.69300882
-14934.296,-.19640932E-01,-.54713157E-02,.69299942
-14935.348,-.27752177E-01,-.11800820E-01,.69319775
-14936.065,-.49454626E-01,-.27011996E-01,.69313517
-14935.584,-.40612744E-02,.68068156E-03,.69318320
-14936.457,-.24643629E-01,-.69652358E-02,.69332473
-14938.586,-.67911731E-01,-.34352087E-01,.69316570
-14935.526,.57733430E-02,.34863280E-02,.69311058
-14934.872,-.36127422E-01,-.27029661E-01,.69299997
-14935.575,-.30097295E-01,-.14473084E-01,.69324183
-14936.725,-.80314058E-02,-.11370246E-01,.69337200
-14934.346,-.31906731E-01,-.17908951E-01,.69303814
-14934.096,-.16757234E-01,-.92220370E-02,.69303096
-14935.054,-.26846511E-01,-.10452871E-01,.69313871
-14935.826,.96852956E-02,.11277468E-01,.69300144
-14937.887,-.92568852E-02,-.52546069E-02,.69362102
-14934.718,-.21546085E-01,-.12907692E-01,.69313496
-14935.668,-.28594762E-01,-.13035158E-01,.69325731
-14938.420,-.10754860E-01,.12161624E-01,.69305163
-14935.668,-.12306655E-01,-.66526146E-02,.69327434
-14935.542,-.73707031E-03,-.38020409E-02,.69318183
-14936.866,-.18865862E-01,-.22343562E-01,.69325984
-14937.915,-.28870340E-01,-.98974192E-02,.69357240
-14936.530,-.95997337E-02,-.18667746E-01,.69313956
-14934.748,-.25553571E-01,-.17330599E-01,.69311866
-14934.808,-.33138267E-01,-.25607101E-01,.69301005
-14936.961,-.49831678E-02,.11485368E-01,.69300481
-14934.706,-.35900193E-01,-.20951253E-01,.69306659
-14935.599,-.22666351E-01,-.13877888E-01,.69327737
-14934.044,-.19949260E-01,-.11175660E-01,.69302510
-14936.564,-.14658402E-02,.57906019E-02,.69323376
-14934.653,-.10522706E-01,-.25032015E-02,.69306869
-14935.932,-.26584121E-01,-.27289699E-01,.69305054
-14936.712,-.50721770E-01,-.24335651E-01,.69321029
-14935.340,-.41840896E-01,-.17178592E-01,.69306166
-14934.091,-.25590015E-01,-.18231030E-01,.69300012
-14935.445,-.70689220E-02,-.11296972E-02,.69318518
-14937.452,.25416120E-01,.17084211E-01,.69306799
-14934.123,-.21461251E-01,-.10745165E-01,.69303224
-14935.734,-.41804029E-02,.32849244E-02,.69315274
-14936.436,.67352534E-02,-.29286051E-02,.69321857
-14936.934,-.33004701E-01,-.30022652E-01,.69320608
-14935.504,-.41416729E-01,-.26820232E-01,.69311441
-14936.184,-.46904599E-01,-.24355769E-01,.69319260
-14940.023,.37231523E-01,.15790647E-01,.69329817
-14935.859,-.11041853E-01,-.11578239E-01,.69326986
-14935.232,.85868709E-02,.34545124E-02,.69304005
-14934.729,-.10690658E-01,-.52710823E-02,.69311264
-14934.384,-.24687198E-02,-.98024189E-05,.69299850
-14934.192,-.27612210E-01,-.14169887E-01,.69303077
-14942.575,-.60884667E-01,-.42238540E-01,.69383939
-14938.320,-.40033526E-01,-.10754904E-01,.69341407
-14934.832,-.10986009E-01,-.11957677E-01,.69309671
-14934.020,-.10985252E-01,-.69952886E-02,.69300484
-14935.122,.54944795E-02,.32285956E-03,.69305874
-14935.575,-.34095656E-01,-.20199103E-01,.69322403
-14935.343,-.11457903E-01,-.77054148E-02,.69322122
-14936.134,-.49262402E-02,.66152238E-02,.69310329
-14938.019,-.11778559E-01,-.62452195E-02,.69365320
-14938.489,-.29012491E-01,-.27536075E-02,.69340885
-14935.611,.31303674E-03,-.11022242E-01,.69302967
-14937.318,-.63956256E-01,-.34911214E-01,.69305226
-14937.233,.99000947E-02,.14189959E-01,.69312637
-14934.046,-.11310263E-01,-.66771995E-02,.69300938
-14934.622,-.25553245E-01,-.66474167E-02,.69299934
-14934.337,-.14395241E-01,-.95876182E-02,.69306651
-14935.101,-.42726336E-02,-.82849726E-02,.69310869
-14936.178,-.53080466E-01,-.26939886E-01,.69309012
-14935.635,-.31336955E-01,-.23806289E-01,.69318058
-14935.894,-.15056583E-01,-.16553498E-01,.69322628
-14938.761,-.50949829E-01,-.17502042E-01,.69339383
-14935.017,-.33686078E-01,-.21760349E-01,.69311955
-14934.601,-.89362628E-02,-.10606170E-01,.69305560
-14934.219,-.23422579E-01,-.18665342E-01,.69300188
-14934.488,-.43516973E-02,.60516819E-03,.69300761
-14934.422,-.26643456E-01,-.17409832E-01,.69306590
-14935.898,-.17240611E-01,-.14267240E-01,.69329934
-14940.085,-.60752834E-01,-.41138186E-01,.69345354
-14935.640,-.27027613E-01,-.19756348E-01,.69323848
-14936.606,.65067612E-02,.70249911E-02,.69322935
-14936.152,-.37058428E-01,-.17157325E-01,.69328263
-14934.141,-.11016681E-01,-.53813121E-02,.69301830
-14934.632,-.35488659E-01,-.16436395E-01,.69304320
-14934.293,-.10393636E-01,-.86077282E-02,.69304190
-14937.225,-.25690498E-02,-.15912833E-01,.69317296
-14934.435,-.39764931E-02,-.75339728E-02,.69300834
-14936.587,-.15711935E-01,.31887050E-02,.69314210
-14934.118,-.13915932E-01,-.11600202E-01,.69301544
-14934.866,-.34118550E-01,-.26082150E-01,.69301307
-14934.618,-.40834183E-01,-.24166330E-01,.69300025
-14934.413,-.23256858E-01,-.66699563E-02,.69300123
-14934.504,-.26863324E-01,-.16626346E-01,.69308479
-14935.868,-.17036605E-01,-.64358194E-02,.69329511
-14935.721,-.98180952E-02,-.70075824E-02,.69327533
-14935.189,-.45756483E-01,-.22320483E-01,.69303271
-14935.641,.20299565E-02,.92343655E-02,.69299877
-14935.612,-.45870489E-01,-.27394033E-01,.69309868
-14940.669,-.20972166E-01,.18623043E-02,.69375387
-14937.479,-.28920669E-01,-.23924662E-01,.69346254
-14936.878,-.58819818E-01,-.33648429E-01,.69308777
-14937.349,.13892363E-01,-.17614640E-02,.69322258
-14935.124,-.37028208E-01,-.27758030E-01,.69302673
-14937.013,-.38422123E-01,-.91996027E-02,.69317999
-14934.742,-.32940529E-02,-.58730439E-02,.69306767
-14934.418,-.90176838E-02,-.24821220E-02,.69303494
-14934.552,-.14497084E-01,-.15596376E-01,.69302398
-14935.139,-.46917715E-01,-.24920833E-01,.69301759
-14936.557,.91251652E-02,-.37248026E-02,.69317027
-14935.450,-.49452559E-02,-.40273475E-02,.69320377
-14935.792,-.22546300E-01,-.23886672E-01,.69309529
-14940.851,-.71023526E-01,-.43077017E-01,.69340904
-14935.393,.45089791E-02,-.39132161E-02,.69307896
-14935.766,-.32002990E-01,-.62869568E-02,.69303426
-14936.869,-.93063672E-02,.39591296E-02,.69326585
-14936.540,-.39782864E-01,-.32868554E-01,.69310798
-14934.526,-.57803264E-02,-.94203334E-02,.69301964
-14936.380,.15078670E-01,.47951352E-02,.69313593
-14935.097,-.26205192E-01,-.21332132E-01,.69311193
-14936.637,-.27483465E-01,-.21222291E-01,.69337793
-14934.891,-.30932483E-01,-.10789097E-01,.69305891
-14935.661,-.35104957E-02,-.97798230E-02,.69315727
-14936.729,-.59761060E-01,-.29533271E-01,.69304461
-14938.278,-.21511337E-01,-.31440142E-02,.69356100
-14935.221,-.39413505E-01,-.20459084E-01,.69312135
-14936.179,-.63587608E-02,-.35306218E-02,.69332692
-14939.227,.28934785E-01,.12664516E-01,.69334817
-14935.874,-.49129714E-01,-.20796467E-01,.69305227
-14935.327,-.22850709E-01,-.19824467E-01,.69315328
-14939.354,-.49131680E-01,-.16860433E-01,.69353211
-14935.676,-.19661824E-01,-.23366773E-01,.69303993
-14934.889,-.33089122E-01,-.17995905E-01,.69312046
-14935.132,-.17812868E-01,-.25229923E-02,.69308311
-14934.889,-.38434827E-01,-.15652089E-01,.69302556
-14935.921,-.26497592E-01,-.19600093E-01,.69328463
-14934.950,-.21675577E-01,-.10698218E-01,.69316668
-14935.036,-.23244533E-01,-.15635458E-01,.69317601
-14935.379,-.30944456E-01,-.10422584E-01,.69313069
-14937.057,-.42841118E-01,-.28700734E-01,.69333699
-14937.112,-.16092707E-01,-.28297883E-02,.69343544
-14934.752,-.14153721E-01,-.16061457E-01,.69303958
-14934.060,-.27270910E-01,-.18080554E-01,.69300090
-14936.587,.10764815E-01,.14655933E-01,.69301119
-14935.561,-.21218518E-01,-.13321500E-01,.69327187
-14934.590,.20151198E-03,-.38320633E-02,.69301786
-14936.237,.73409688E-02,.30897595E-02,.69321360
-14935.508,-.37512286E-01,-.13999956E-01,.69311173
-14937.401,-.39445136E-01,-.94006591E-02,.69322158
-14934.967,-.17295898E-01,-.76489866E-03,.69300751
-14935.420,-.86486829E-02,-.47772280E-02,.69321785
-14935.789,-.32522691E-01,-.23164709E-01,.69322510
-14935.258,-.23204986E-01,-.67706372E-02,.69314333
-14935.259,-.33541756E-01,-.20520626E-01,.69317177
-14934.984,.27995632E-02,.51373576E-02,.69301047
-14935.918,-.24372460E-01,-.82126249E-02,.69326873
-14935.176,-.13704039E-02,.20991656E-02,.69309586
-14934.999,-.33530631E-01,-.19831323E-01,.69313281
-14944.524,-.82688781E-01,-.29484083E-01,.69337803
-14934.328,-.26164840E-01,-.15123512E-01,.69306184
-14935.939,-.28492494E-01,-.23687531E-01,.69321106
-14939.126,-.15781110E-01,-.13892333E-02,.69372838
-14935.745,-.28814241E-01,-.17160162E-01,.69328377
-14934.210,-.18207911E-01,-.57030881E-02,.69300417
-14936.106,.15961153E-01,.10114309E-02,.69303423
-14936.898,.58492922E-02,.12047912E-01,.69312644
-14934.706,-.19020561E-01,-.48610377E-02,.69305966
-14936.046,.25532943E-02,-.69925150E-02,.69316172
-14934.725,-.15821949E-01,-.10506757E-01,.69313223
-14934.915,-.36444115E-01,-.18210161E-01,.69309388
-14935.437,-.30794304E-01,-.12259213E-01,.69318164
-14936.304,-.23908566E-01,-.63358598E-02,.69329424
-14935.970,.10716642E-01,.82568182E-02,.69309283
-14934.047,-.92341141E-02,-.75396506E-02,.69299954
-14936.557,.78911160E-02,-.45846305E-02,.69317933
-14934.473,-.33409098E-01,-.18818443E-01,.69304926
-14936.392,-.15770938E-01,-.12527002E-01,.69338962
-14935.145,-.30893177E-01,-.92617610E-02,.69306178
-14938.703,.37196723E-01,.22740057E-01,.69303076
-14935.329,-.42829457E-03,-.53499380E-02,.69312965
-14935.191,-.33537996E-01,-.14020708E-01,.69313077
-14937.014,-.61027502E-01,-.37001994E-01,.69303162
-14943.258,.31257664E-01,.36420181E-02,.69374646
-14938.018,-.34359226E-01,-.83732189E-02,.69342933
-14937.585,-.33229369E-01,-.28762245E-01,.69336840
-14936.147,-.20688493E-01,-.20818984E-01,.69323110
-14936.645,-.59442981E-01,-.35278185E-01,.69301898
-14943.732,-.58516806E-01,-.39519588E-01,.69414007
-14935.678,-.27751929E-01,-.26137538E-01,.69307709
-14935.141,-.87680093E-02,-.13242722E-01,.69308559
-14934.209,-.21197711E-01,-.15829861E-01,.69303025
-14934.765,-.32739087E-01,-.19773449E-01,.69309754
-14934.611,-.19126719E-01,-.51276133E-02,.69304894
-14934.953,-.33657559E-01,-.26040368E-01,.69302574
-14935.533,.72290344E-02,.62118066E-02,.69307094
-14935.112,-.23155918E-01,-.12134375E-01,.69319529
-14937.586,.49742314E-02,.48860314E-02,.69342685
-14936.603,-.38391047E-01,-.11707720E-01,.69320819
-14935.646,-.47132699E-01,-.17895699E-01,.69299875
-14937.629,-.24751794E-02,.10958912E-01,.69318820
-14936.605,.21260651E-01,.35877600E-02,.69302870
-14934.127,-.27897181E-01,-.15307502E-01,.69302221
-14937.278,-.41114311E-01,-.34697162E-01,.69316646
-14936.833,.45046998E-02,.33963558E-03,.69334300
-14935.875,-.38192787E-01,-.21398946E-01,.69324353
-14935.072,-.53722531E-02,-.12172177E-01,.69303841
-14937.486,-.21638244E-01,-.13061804E-01,.69358837
-14934.092,-.15779610E-01,-.11638341E-01,.69302321
-14936.241,.11737190E-01,.20873976E-02,.69315510
-14935.625,-.38237941E-01,-.12779997E-01,.69308240
-14935.138,-.44640338E-01,-.25955195E-01,.69304253
-14936.184,-.30326953E-01,-.37916181E-02,.69303931
-14935.860,-.82181552E-02,.18975279E-02,.69318142
-14935.312,-.42435896E-01,-.19583765E-01,.69308428
-14934.938,-.42791346E-01,-.25847996E-01,.69302538
-14934.145,-.21582457E-01,-.13224008E-01,.69304046
-14934.664,-.18076041E-01,-.13458721E-01,.69311373
-14934.353,-.21021219E-01,-.11667946E-01,.69307523
-14935.701,.13270743E-01,.41488159E-03,.69302125
-14937.012,-.19698011E-01,-.20982210E-01,.69335069
-14935.740,-.29912430E-01,-.24964257E-01,.69315524
-14934.883,-.30095669E-01,-.21807107E-01,.69309161
-14939.203,-.11201367E-02,.30160472E-02,.69372678
-14935.726,-.48589546E-02,-.10202174E-01,.69318269
-14935.198,-.31123114E-01,-.19059117E-01,.69317834
-14935.049,-.66500125E-02,-.60769053E-02,.69314831
-14934.393,-.95439522E-02,-.61357839E-02,.69305890
-14936.517,-.38495002E-01,-.28432618E-01,.69324690
-14935.898,.49379752E-02,.82325614E-02,.69308732
-14936.927,.25081189E-01,.96786388E-02,.69305938
-14938.737,-.12505280E-01,-.18663049E-01,.69356930
-14935.079,-.45328293E-01,-.24692396E-01,.69302972
-14936.677,-.53222237E-01,-.32250307E-01,.69314783
-14934.693,-.11545221E-01,-.74125684E-02,.69311625
-14934.765,-.39350582E-01,-.25094136E-01,.69302312
-14934.543,-.11596621E-01,-.35951829E-02,.69306361
-14934.868,.14051677E-02,-.48292275E-02,.69303464
-14934.261,-.97624075E-02,-.67866144E-02,.69303881
-14937.692,.27484586E-01,.19689577E-01,.69302805
-14934.322,-.29196153E-01,-.18736071E-01,.69303868
-14939.295,-.20466335E-01,-.48217257E-02,.69379321
-14936.592,-.38764194E-01,-.78351267E-02,.69303657
-14935.545,-.32902102E-01,-.77997560E-02,.69303405
-14936.744,-.54366047E-01,-.24982034E-01,.69313688
-14934.126,-.24755540E-01,-.12911890E-01,.69303003
-14934.805,-.36597800E-02,-.10781833E-01,.69299839
-14937.483,-.42346162E-01,-.13758334E-01,.69331686
-14936.955,-.40187872E-01,-.13063531E-01,.69326431
-14935.654,-.12845895E-01,-.72691419E-02,.69327531
-14936.093,-.20004143E-01,-.55249000E-02,.69329084
-14936.392,.13126134E-01,-.47674792E-02,.69300500
-14935.680,-.46186510E-01,-.27278530E-01,.69310830
-14934.652,-.28233042E-01,-.18414387E-01,.69309596
-14934.378,-.58094971E-02,-.52199875E-02,.69303629
-14937.606,-.30195130E-01,-.18828684E-01,.69357972
-14934.872,-.23188442E-01,-.43965791E-02,.69301349
-14935.737,-.23403196E-01,-.51562207E-02,.69317562
-14939.016,-.33850143E-01,-.21362522E-01,.69378734
-14935.935,.34368051E-03,.33953061E-02,.69319550
