SampleLogFunc,Average,LogStandardDeviation,Cutoff
-14934.950,-.38899725E-01,-.16915011E-01,.69304935
-14934.976,-.30533931E-01,-.14129895E-01,.69313515
-14934.485,-.80331148E-02,-.56716923E-02,.69306662
-14937.178,-.83702894E-02,.67221181E-02,.69321642
-14938.045,-.17007766E-01,-.15427884E-01,.69362796
-14934.927,-.33904914E-02,-.57072833E-02,.69309984
-14935.311,-.65395055E-02,-.98140808E-02,.69315046
-14935.113,-.79143544E-02,.86194263E-03,.69308956
-14934.917,-.18759505E-01,-.11115694E-01,.69316823
-14936.879,-.57128533E-01,-.33109279E-01,.69312038
-14936.930,.58464762E-02,-.12043840E-01,.69303115
-14936.010,-.17973661E-03,.80286527E-02,.69308182
-14935.740,-.29293308E-02,-.38797606E-02,.69323540
-14936.642,-.21517532E-01,-.17525528E-01,.69340460
-14935.312,-.11468742E-01,.24800729E-03,.69310847
-14935.560,.69958657E-02,.51473260E-02,.69309127
-14934.941,-.93200252E-02,-.13093311E-01,.69306656
-14937.784,-.45650790E-01,-.29974208E-01,.69342661
-14934.437,-.24096690E-01,-.16978888E-01,.69306708
-14934.673,-.29473721E-01,-.23967674E-01,.69300363
-14937.612,-.28970295E-01,-.24492172E-02,.69324983
-14936.114,-.36056258E-01,-.32509295E-01,.69300475
-14938.257,-.38942310E-01,-.35417331E-01,.69326299
-14935.361,-.30659010E-01,-.16235446E-01,.69321208
-14935.474,-.20496917E-01,-.18377730E-01,.69318572
-14934.541,-.18604255E-01,-.75182016E-02,.69308405
-14935.951,-.23403228E-01,-.10428026E-01,.69331870
-14937.474,-.44248250E-01,-.20628309E-01,.69342686
-14934.343,-.68015878E-02,-.58135268E-03,.69299909
-14938.253,-.61032817E-01,-.21346992E-01,.69306441
-14936.948,-.28147433E-01,-.75495785E-02,.69336298
-14937.619,-.36996433E-01,-.40497433E-02,.69306918
-14935.863,.21732498E-02,-.60056226E-02,.69316107
-14934.248,-.26664239E-01,-.16362833E-01,.69304421
-14936.288,-.16375988E-01,.26037400E-03,.69320172
-14935.293,-.91031441E-02,-.13095430E-01,.69311968
-14935.158,-.12104139E-01,-.48201396E-02,.69317761
-14934.902,-.24625615E-01,-.21249162E-01,.69306676
-14936.525,.40605994E-02,-.83148995E-02,.69316675
-14937.873,-.47847567E-01,-.39845201E-01,.69309324
-14940.368,-.54310672E-01,-.20592796E-01,.69365533
-14939.620,-.26113666E-01,-.29062095E-01,.69356021
-14935.204,-.25971846E-01,-.18476874E-01,.69318137
-14936.345,.10841135E-01,.13616246E-01,.69301209
-14934.481,-.25496844E-01,-.10355182E-01,.69305775
-14934.489,-.97784120E-02,-.87803160E-02,.69306783
-14936.051,-.72359612E-02,-.10440277E-01,.69326892
-14935.321,.49145132E-02,.78986295E-02,.69300388
-14934.234,-.28649728E-01,-.12136151E-01,.69300852
-14934.669,-.33509594E-01,-.11916390E-01,.69300203
-14937.347,-.14498441E-01,.68889343E-02,.69310404
-14937.066,-.33770690E-01,-.59198970E-02,.69318408
-14936.051,-.54985356E-01,-.25766464E-01,.69301395
-14935.041,-.33952832E-01,-.13197803E-01,.69308412
-14936.197,-.26962711E-01,-.12722571E-01,.69335583
-14934.366,-.33024643E-01,-.14786455E-01,.69301220
-14934.963,-.38712999E-01,-.22374761E-01,.69308410
-14935.675,-.44125835E-01,-.23506775E-01,.69314551
-14938.221,-.17393476E-01,.11486456E-02,.69346463
-14935.574,-.13947491E-01,-.47867432E-02,.69323913
-14939.067,-.44835739E-02,.96137814E-03,.69373938
-14936.984,.24581669E-02,-.83202747E-02,.69327959
-14934.688,-.28423444E-01,-.12409935E-01,.69308980
-14938.266,-.69689687E-01,-.36532006E-01,.69306386
-14935.951,-.35146125E-01,-.11854129E-01,.69318076
-14938.910,-.35921643E-01,-.32984720E-01,.69344403
-14937.750,-.47005897E-01,-.30770541E-01,.69340014
-14936.176,-.15522295E-01,-.61142513E-03,.69322639
-14936.311,-.84361983E-02,-.65044805E-02,.69336341
-14935.441,-.21170902E-01,-.45685721E-02,.69314471
-14936.238,-.13149822E-01,-.10064826E-02,.69327619
-14935.104,-.99450275E-02,-.76615185E-02,.69317470
-14934.485,-.14592947E-01,-.12834966E-01,.69306611
-14933.976,-.22667389E-01,-.13024657E-01,.69301225
-14937.327,-.23234372E-01,.19843332E-02,.69313674
-14936.250,-.27483588E-01,-.11178272E-01,.69334039
-14934.099,-.20855835E-01,-.10894355E-01,.69303135
-14935.479,-.26217658E-02,.67616905E-02,.69301818
-14934.901,-.35335197E-01,-.14571432E-01,.69306331
-14936.071,-.49893461E-01,-.34246570E-01,.69302475
-14936.047,-.35283213E-01,-.22579859E-01,.69327880
-14936.067,.58545058E-02,-.73957061E-02,.69307547
-14934.192,-.15229579E-01,-.14249411E-01,.69300265
-14934.192,-.15229579E-01,-.14249411E-01,.69300265
-14934.651,-.17667333E-01,-.16985475E-01,.69304989
-14936.548,.11436008E-01,.13196142E-01,.69306114
-14936.147,-.63386528E-02,-.70661347E-02,.69331708
-14937.940,-.47257527E-01,-.23161838E-01,.69347565
-14935.297,.84644414E-02,-.21682226E-02,.69301579
-14936.767,-.32616857E-01,-.52480150E-02,.69313755
-14939.771,.13327609E-01,.37648898E-02,.69369663
-14941.490,-.50955660E-01,-.41799916E-01,.69363422
-14942.614,-.21602556E-01,-.19671903E-01,.69433595
-14935.527,-.26856654E-01,-.13229428E-01,.69325028
-14934.696,-.35231208E-01,-.24021025E-01,.69303357
-14936.444,-.54883632E-01,-.36699005E-01,.69300116
-14934.688,-.18274959E-01,-.11843682E-01,.69312899
-14936.514,-.13141933E-01,-.99229722E-02,.69341284
-14936.055,-.10662894E-01,-.20471045E-02,.69328765
-14936.844,-.18509523E-01,-.17802377E-01,.69339868
-14937.284,.14012136E-01,.14810556E-02,.69327098
-14936.819,.13212752E-01,.24139275E-02,.69322333
-14936.519,-.36298548E-01,-.23124547E-01,.69334877
-14936.069,-.40898988E-01,-.18039239E-01,.69321774
-14935.480,-.35525668E-01,-.15989045E-01,.69317843
-14935.747,-.47449566E-01,-.21372690E-01,.69308133
-14937.131,-.28522526E-01,-.16391485E-01,.69351534
-14936.655,-.48708853E-01,-.28816825E-01,.69323325
-14935.830,-.45221368E-01,-.24661989E-01,.69315741
-14935.562,.82955645E-02,.24541489E-03,.69308970
-14937.305,-.32171615E-01,-.65293228E-02,.69329511
-14936.297,-.91645860E-02,-.33427114E-04,.69329394
-14934.783,-.21719289E-01,-.11355749E-01,.69314285
-14935.755,-.13741213E-02,.30944350E-02,.69317083
-14935.755,-.13741213E-02,.30944350E-02,.69317083
-14936.752,.19374361E-02,-.63051719E-02,.69330182
-14935.694,-.36378937E-03,-.12175390E-01,.69301992
-14937.592,-.41326366E-02,-.18966845E-01,.69312802
-14934.725,-.18659357E-01,-.96318932E-02,.69313299
-14934.611,-.84425447E-03,.21224420E-03,.69302780
-14934.843,-.23877338E-01,-.15981203E-01,.69314295
-14934.761,-.16955706E-01,-.56837928E-02,.69310357
-14936.800,-.31214516E-01,-.18545015E-02,.69301345
-14934.250,-.21047106E-01,-.80025282E-02,.69302581
-14936.706,-.24158960E-01,-.64594095E-02,.69335984
-14935.808,-.25233183E-02,-.29703082E-02,.69324390
-14934.498,-.95612868E-02,-.69595635E-02,.69307608
-14934.527,-.21283950E-01,-.15620357E-01,.69308543
-14938.548,-.52910639E-01,-.37103577E-01,.69335173
-14935.561,-.39411982E-01,-.22177941E-01,.69317902
-14935.088,-.93871539E-02,-.71266346E-02,.69317025
-14937.321,-.52363019E-01,-.36410283E-01,.69316712
-14934.830,-.11518518E-02,-.80368637E-02,.69301803
-14934.208,-.32010833E-01,-.20590118E-01,.69300022
-14936.283,-.37874059E-01,-.22113710E-01,.69331134
-14936.606,-.24829855E-01,-.27688362E-01,.69310586
-14934.387,-.30777806E-01,-.12125750E-01,.69300575
-14936.088,-.96893859E-02,-.25919279E-03,.69326187
-14935.656,-.24609041E-01,-.43099484E-02,.69311273
-14940.109,-.15518837E-01,-.32853507E-01,.69301226
-14934.212,-.19316870E-01,-.13732529E-01,.69304363
-14934.212,-.19316870E-01,-.13732529E-01,.69304363
-14934.625,-.87027132E-02,-.10799595E-01,.69305330
-14935.748,-.17290382E-01,-.21077326E-01,.69309530
-14938.530,-.44803487E-01,-.32727812E-01,.69348081
-14938.258,.97926433E-02,-.28189000E-02,.69344431
-14937.450,.14453180E-01,-.44706257E-02,.69314067
-14934.168,-.12305422E-01,-.77203136E-02,.69303375
-14935.257,-.23170706E-01,-.40567779E-02,.69306576
-14935.153,-.18903130E-01,-.21711420E-01,.69300632
-14934.471,-.15507384E-01,-.61804166E-02,.69307136
-14936.218,-.37415578E-01,-.29524783E-01,.69315748
-14935.630,-.40387667E-01,-.18181518E-01,.69315552
-14935.255,-.20740771E-01,-.18535154E-01,.69314903
-14936.363,-.12316388E-01,-.19442483E-01,.69314874
-14940.211,-.72281157E-02,.77465400E-02,.69368027
-14934.941,-.73587582E-02,-.45152472E-02,.69313506
-14934.163,-.18682094E-01,-.61280623E-02,.69300020
-14936.538,-.15412460E-01,-.23508789E-01,.69306861
-14934.146,-.23224615E-01,-.18109017E-01,.69299860
-14934.811,.23944070E-02,-.24316434E-02,.69303549
-14934.729,.82620970E-03,.16548119E-02,.69302629
-14935.169,-.19332597E-01,-.17347565E-01,.69314592
-14936.082,-.35902007E-01,-.90369783E-02,.69309124
-14934.571,-.38280560E-01,-.20457951E-01,.69302540
-14936.220,-.38233636E-01,-.21905088E-01,.69329932
-14935.110,-.12193808E-01,-.56810886E-02,.69317773
-14934.124,-.27124019E-01,-.15411265E-01,.69302504
-14934.479,.56094981E-03,-.10580246E-02,.69300487
-14935.517,-.35273415E-01,-.10423097E-01,.69306288
-14935.193,-.34390497E-01,-.19006176E-01,.69316196
-14935.237,-.21196604E-01,-.19450947E-01,.69312891
-14937.590,-.58451593E-01,-.19861273E-01,.69300032
-14936.936,-.42469051E-01,-.33780993E-01,.69316247
-14936.638,-.13155877E-01,-.67018983E-02,.69343291
-14937.380,-.21406444E-01,.34037204E-02,.69311888
-14935.349,-.33991533E-01,-.90901250E-02,.69302111
-14937.088,.11462935E-01,.14372515E-01,.69310565
-14935.600,-.46287779E-01,-.28375893E-01,.69308224
-14935.487,-.34033415E-01,-.27217011E-01,.69308284
-14935.084,-.38545993E-01,-.25826640E-01,.69306667
-14936.555,-.24567555E-01,.12697111E-02,.69300988
-14938.008,-.11380912E-01,.76777403E-02,.69324359
-14936.957,-.57427588E-02,.46903319E-02,.69329646
-14937.625,.91282439E-02,.12416151E-03,.69340273
-14938.545,-.11155826E-01,-.56665107E-02,.69373430
-14937.053,-.20472271E-02,-.79356043E-02,.69339242
-14938.474,-.70498921E-01,-.41035337E-01,.69304604
-14939.395,-.66159603E-01,-.48546567E-01,.69300381
-14933.977,-.19625668E-01,-.12553890E-01,.69301305
-14935.700,.86774304E-02,.43089169E-02,.69310933
-14935.054,-.24161586E-01,-.15126533E-01,.69318351
-14934.037,-.90047745E-02,-.57826423E-02,.69299875
-14934.037,-.90047745E-02,-.57826423E-02,.69299875
-14934.508,-.19016394E-01,-.13161187E-01,.69309503
-14935.718,.40616068E-03,.46346673E-03,.69319746
-14935.943,-.21270741E-01,-.35153331E-02,.69319389
-14935.480,-.27513879E-01,-.38458582E-02,.69300070
-14937.757,.13416294E-01,-.42240759E-02,.69322983
-14937.557,-.36453978E-01,-.33606554E-01,.69319746
-14935.922,.16396786E-01,.10317933E-01,.69301800
-14935.469,-.31162117E-01,-.23486884E-01,.69315932
-14936.529,-.30016037E-01,-.28072839E-02,.69305749
-14934.506,-.26898222E-01,-.16381103E-01,.69308632
-14937.286,-.36211346E-01,-.32271436E-01,.69321264
-14937.741,-.12238188E-01,-.23698057E-01,.69315755
-14935.412,-.20147955E-01,-.14404530E-01,.69323744
-14935.584,-.27807884E-03,-.15454109E-02,.69318922
-14934.943,-.19905587E-01,-.17422825E-01,.69311358
-14934.501,-.11263000E-01,-.92551557E-02,.69307780
-14935.620,.18228584E-02,-.23426341E-02,.69317246
-14936.286,-.17024301E-01,-.84000448E-02,.69338365
-14934.771,-.42892402E-01,-.24125589E-01,.69300780
-14936.227,-.40016244E-01,-.30583557E-01,.69314213
-14937.970,.98971221E-03,.11417253E-01,.69327308
-14936.050,-.40605782E-01,-.17095441E-01,.69320437
-14939.106,-.49669267E-01,-.22368080E-01,.69361334
-14936.913,-.61100179E-02,-.53249919E-02,.69344694
-14934.578,-.26701347E-01,-.21916118E-01,.69301689
-14934.596,-.11633569E-01,-.11760153E-01,.69306926
-14934.596,-.11633569E-01,-.11760153E-01,.69306926
-14934.484,-.23081922E-01,-.81731363E-02,.69304738
-14936.145,.18014956E-02,.39996003E-04,.69325889
-14934.235,-.15884814E-01,-.14993749E-01,.69300317
-14937.619,.63075754E-02,.99177829E-02,.69331809
-14935.785,-.40292678E-01,-.21708572E-01,.69320830
-14935.561,-.35213575E-01,-.28890201E-01,.69305058
-14934.771,-.14735702E-02,-.33517732E-02,.69306793
-14934.995,-.70406065E-02,-.60700075E-03,.69310421
-14938.332,-.28678311E-01,-.54238190E-02,.69350797
-14936.326,-.19530761E-01,-.75133118E-02,.69336990
-14934.854,-.27172524E-02,-.21906436E-02,.69309055
-14935.225,-.88125203E-02,-.54976067E-02,.69318947
-14934.275,-.18608091E-01,-.80277404E-02,.69304663
-14935.883,-.10168811E-01,-.13691467E-01,.69321849
-14934.216,-.22833710E-01,-.10484314E-01,.69303821
-14936.465,-.43058377E-01,-.22180095E-01,.69328913
-14935.337,-.13604196E-02,-.87846203E-02,.69308692
-14934.710,-.33299276E-01,-.24730571E-01,.69301651
-14934.064,-.87852784E-02,-.75434588E-02,.69299905
-14935.600,-.24615346E-02,-.41843216E-02,.69320754
-14935.448,-.36167630E-01,-.20828356E-01,.69318881
-14935.861,-.28829993E-01,-.13388584E-01,.69329065
-14935.243,-.51137783E-02,-.10458017E-02,.69315233
-14935.352,.74962807E-02,.55722799E-02,.69305006
-14936.231,-.28505454E-01,-.22841427E-01,.69328169
-14937.196,-.34980052E-01,-.27202436E-01,.69337411
-14937.338,-.10122412E-02,.74854644E-02,.69330700
-14935.300,.71280195E-02,.58314048E-03,.69306723
-14936.169,.13915493E-01,.56996673E-02,.69312026
-14934.486,-.14903552E-01,-.11409355E-01,.69308402
-14937.560,-.36136517E-01,-.29915071E-01,.69335494
-14938.150,-.37562065E-01,-.22230169E-01,.69362367
-14935.401,-.21590282E-01,-.12652736E-01,.69324710
-14937.452,.20817088E-01,-.13189934E-02,.69304275
-14935.872,.12648051E-01,.33194749E-03,.69306020
-14934.476,-.12713502E-01,-.42712334E-02,.69305834
-14935.733,-.14011247E-01,-.20900883E-01,.69302561
-14938.248,.30040359E-01,.80555949E-02,.69312850
-14935.577,-.71095408E-02,-.21957327E-02,.69322031
-14935.438,-.38516235E-01,-.15274258E-01,.69310804
-14936.532,-.52614050E-01,-.34670597E-01,.69308121
-14934.403,-.30316571E-01,-.21950027E-01,.69301052
-14934.403,-.30316571E-01,-.21950027E-01,.69301052
-14935.550,-.65005674E-02,-.68531122E-02,.69322386
-14936.672,-.26024971E-01,-.21921386E-02,.69316265
-14934.769,-.99689747E-02,.13818808E-02,.69300305
-14935.463,.40722979E-02,.70912891E-02,.69304501
-14936.812,-.36085139E-01,-.28600164E-01,.69327596
-14935.205,.27535720E-02,.66279547E-02,.69301224
-14934.223,-.61041115E-02,-.70313296E-02,.69300483
-14935.359,-.12814761E-01,-.90611483E-03,.69313387
-14935.868,-.37627759E-01,-.15025287E-01,.69319191
-14937.520,.16109542E-01,.78114529E-02,.69329782
-14936.302,.31043359E-02,-.42949823E-02,.69324314
-14935.728,.60109568E-03,-.19183404E-02,.69320443
-14935.383,-.34681450E-01,-.17656037E-01,.69318762
-14935.969,-.17813109E-01,-.81517149E-02,.69332792
-14936.335,-.29378292E-01,-.21931600E-01,.69332552
-14935.343,-.35237832E-01,-.22361193E-01,.69316423
-14934.123,-.17833540E-01,-.79961188E-02,.69302489
-14935.365,-.36268731E-01,-.13622042E-01,.69310441
-14935.169,-.92291994E-02,-.76992438E-02,.69318025
-14934.665,-.10716653E-01,-.55521983E-02,.69310398
-14936.823,-.39751813E-01,-.72892093E-02,.69301321
-14936.200,-.75504528E-02,-.83914081E-02,.69332637
-14935.633,-.12407233E-01,-.26364822E-02,.69322085
-14934.622,-.33630168E-01,-.20663980E-01,.69306476
-14937.531,-.27802466E-01,-.12794055E-01,.69356959
-14936.164,-.54979968E-01,-.29577035E-01,.69305560
-14934.584,-.27954290E-01,-.21770905E-01,.69303123
-14935.420,-.20672663E-01,-.69752486E-02,.69320341
-14937.461,-.72371582E-02,-.10109802E-01,.69350234
-14935.383,.18683233E-02,.33724797E-02,.69310602
-14935.230,-.36217338E-01,-.21027016E-01,.69315157
-14935.841,-.20260663E-01,-.16310794E-01,.69328397
-14936.211,.82207382E-02,-.11240179E-02,.69318058
-14936.247,-.17530934E-01,-.14915762E-01,.69334917
-14939.251,-.26230108E-01,-.10560048E-01,.69383928
-14938.545,-.29111277E-01,-.17877036E-01,.69374240
-14936.430,-.41324293E-01,-.33613291E-01,.69307442
-14934.230,-.89308993E-02,-.21176443E-02,.69299948
-14934.511,-.16732606E-01,-.16266502E-01,.69303183
-14935.324,-.30585126E-01,-.26416371E-01,.69304713
-14936.327,.16140951E-01,.25169238E-02,.69308884
-14935.607,-.37191575E-01,-.20699825E-01,.69320827
-14937.281,-.33318982E-01,-.13852231E-01,.69347826
-14935.988,-.29175405E-01,-.34120105E-02,.69302155
-14935.998,-.30885286E-01,-.16411580E-01,.69331646
-14935.824,.96569150E-02,-.27855814E-02,.69306237
-14935.614,-.25528926E-01,-.21875256E-01,.69317661
-14938.630,-.43142769E-01,-.32162099E-01,.69350916
-14935.069,-.36391176E-02,-.23885268E-02,.69313083
-14936.435,-.53333737E-01,-.22033459E-01,.69305715
-14936.372,-.34567922E-01,-.19601475E-01,.69335596
-14938.022,-.26259231E-01,-.99682824E-02,.69362650
-14935.866,-.10774860E-01,-.91931595E-03,.69323346
-14934.409,-.28061729E-01,-.15346376E-01,.69306790
-14934.252,-.23211893E-01,-.12657118E-01,.69305573
-14935.012,-.79661545E-02,.68801267E-03,.69307697
-14934.698,-.20429194E-01,-.43731432E-02,.69302812
-14934.359,-.87392810E-02,-.39023815E-02,.69304087
-14934.422,-.29954327E-01,-.13034193E-01,.69303689
-14935.861,-.13902952E-01,-.10569476E-01,.69330748
-14934.432,-.14977154E-01,-.80158460E-02,.69308124
-14938.043,.48114671E-02,-.12849914E-02,.69352604
-14939.314,-.18423802E-01,-.34378328E-02,.69378487
-14937.413,.18344411E-01,.20663663E-03,.69316007
-14934.594,-.14658794E-01,-.42862133E-02,.69306802
-14938.325,-.46140870E-01,-.32069932E-01,.69346785
-14938.252,-.28191043E-01,-.73182505E-02,.69357056
-14934.945,-.36752887E-01,-.15999246E-01,.69307069
-14934.945,-.36752887E-01,-.15999246E-01,.69307069
-14937.409,-.27483421E-01,-.13931946E-02,.69320633
-14935.580,-.15833504E-01,.19290506E-02,.69303041
-14935.253,-.18558144E-01,-.12752367E-01,.69321757
-14936.507,-.10873864E-01,-.87882215E-02,.69340286
-14934.584,-.27287272E-01,-.15190107E-01,.69310022
-14934.289,-.20417956E-01,-.11355909E-01,.69306503
-14934.174,-.11481448E-01,-.57874025E-02,.69302654
-14934.457,-.17542583E-01,-.17669302E-01,.69299984
-14934.457,-.17542583E-01,-.17669302E-01,.69299984
-14934.904,-.60169269E-02,.23350497E-02,.69303186
-14936.300,-.44327597E-01,-.22207197E-01,.69324269
-14934.602,-.83960948E-02,-.12500388E-01,.69301046
-14935.250,.54254521E-02,.33254121E-02,.69307023
-14937.516,.28353488E-02,.89849595E-02,.69331380
-14934.972,-.98538832E-02,-.13380066E-01,.69307365
-14935.268,.17319101E-02,-.59780141E-03,.69312058
-14939.254,.24333111E-01,.12523373E-01,.69343003
-14936.875,-.33420644E-02,-.13972951E-01,.69322120
-14935.502,-.49164638E-01,-.28651627E-01,.69303538
-14934.700,-.34897759E-01,-.20811546E-01,.69307162
-14934.766,-.34391079E-01,-.15675395E-01,.69307158
-14935.259,-.60709237E-02,-.44764694E-02,.69318014
-14936.204,.12629866E-01,-.29230017E-02,.69304555
-14934.182,-.20494490E-01,-.10181249E-01,.69304214
-14936.003,-.51824535E-01,-.27065507E-01,.69308525
-14934.527,-.32003654E-01,-.14559955E-01,.69304899
-14935.083,-.45225431E-01,-.26250641E-01,.69302541
-14935.666,.16148662E-02,-.23747059E-02,.69318211
-14935.558,-.26033238E-01,-.54014929E-02,.69310595
-14935.820,-.22824789E-01,-.99078779E-02,.69329532
-14933.967,-.12608118E-01,-.93287426E-02,.69299927
-14936.626,-.12321998E-01,-.55669500E-02,.69342290
-14934.762,-.35936535E-01,-.19489625E-01,.69307838
-14934.772,-.34446970E-01,-.18314385E-01,.69309086
-14936.354,-.43778487E-01,-.21697553E-01,.69325709
-14937.371,.10416699E-01,-.13029906E-02,.69331870
-14935.238,-.12556219E-01,-.77109964E-02,.69320812
-14934.429,-.13431683E-02,-.38510923E-02,.69300967
-14934.429,-.13431683E-02,-.38510923E-02,.69300967
-14934.429,-.13431683E-02,-.38510923E-02,.69300967
-14937.011,-.50771205E-01,-.37738340E-01,.69306650
-14935.138,-.17372188E-01,-.14049043E-01,.69317956
-14934.588,-.31678343E-01,-.23855554E-01,.69300820
-14934.588,-.31678343E-01,-.23855554E-01,.69300820
-14939.358,-.54168915E-01,-.15751448E-01,.69329915
-14938.523,-.54715028E-01,-.27188309E-01,.69345473
-14938.946,-.37783643E-02,.37386876E-03,.69372960
-14934.575,-.25600475E-01,-.10184651E-01,.69306951
-14935.177,-.34498942E-01,-.13458939E-01,.69310257
-14935.566,-.34613796E-01,-.81905171E-02,.69300748
-14934.435,-.30292247E-01,-.16182604E-01,.69306121
-14936.772,-.52826870E-01,-.24295905E-01,.69317101
-14936.164,-.31277363E-02,-.46409300E-02,.69330265
-14934.645,-.27353009E-01,-.16760715E-01,.69310688
-14934.914,-.38482263E-01,-.17547140E-01,.69305928
-14935.997,-.49870223E-01,-.31612440E-01,.69307295
-14935.346,-.26188149E-01,-.24373824E-01,.69306386
-14935.323,-.21271646E-02,-.85090793E-02,.69310505
-14934.285,-.11296939E-01,-.31920537E-02,.69301700
-14935.148,-.30139139E-01,-.14326806E-01,.69316948
-14934.465,-.13923549E-01,-.14963325E-01,.69301653
-14935.068,-.17275390E-01,-.71321802E-02,.69317227
-14934.678,-.40682248E-01,-.25475641E-01,.69299830
-14935.392,-.32294414E-01,-.18300853E-01,.69320887
-14935.817,-.40035978E-01,-.25425473E-01,.69319192
-14935.581,-.35504053E-01,-.20329119E-01,.69321684
-14934.796,-.28885657E-01,-.15662418E-01,.69312814
-14935.075,.12467777E-02,-.61464305E-02,.69304985
-14938.586,.64201471E-02,-.15468750E-01,.69308622
-14938.153,-.10009321E-01,.64577836E-02,.69335741
-14936.381,-.27422981E-01,-.20189674E-01,.69335516
-14937.207,-.32373807E-01,-.15024979E-01,.69349409
-14935.796,-.38026331E-01,-.20117325E-01,.69323164
-14934.696,-.28932382E-01,-.15783082E-01,.69311163
-14935.240,-.45372202E-01,-.25831293E-01,.69305275
-14937.178,-.44262451E-01,-.28817353E-01,.69335150
-14935.392,.81486251E-02,.45937121E-02,.69306266
-14935.029,-.19595592E-01,-.20222799E-01,.69305016
-14934.484,-.90623142E-02,-.70888123E-02,.69307066
-14935.759,.27221530E-02,.79568330E-03,.69318718
-14936.732,-.58398024E-01,-.27067701E-01,.69305510
-14937.191,.62732914E-02,.70770436E-02,.69332197
-14936.027,-.14809409E-01,-.58525066E-02,.69332342
-14934.966,-.18062128E-01,-.35356350E-02,.69308074
-14934.648,-.26890795E-01,-.14845971E-01,.69311198
-14935.910,-.46795664E-01,-.18209610E-01,.69306072
-14934.770,-.36914622E-01,-.19327966E-01,.69307003
-14935.376,-.49222968E-01,-.27229031E-01,.69302158
-14934.982,-.36544327E-01,-.16155568E-01,.69308248
-14938.043,-.29188412E-01,.35474973E-03,.69316014
-14938.056,.46728875E-02,-.68941452E-02,.69343630
-14938.109,-.33219311E-01,-.22537301E-01,.69362183
-14935.099,-.22785666E-01,-.17297481E-01,.69316496
-14937.077,-.63287495E-01,-.35200557E-01,.69302401
-14934.745,-.31277842E-01,-.99583436E-02,.69300749
-14937.729,.99504390E-03,-.36165152E-02,.69351174
-14936.408,.13864714E-01,.37787710E-02,.69315614
-14935.886,-.74275635E-02,.33976899E-02,.69314839
-14936.764,-.95930332E-02,.88293520E-02,.69301935
-14937.029,-.50515625E-01,-.26719261E-01,.69328123
-14934.657,-.24114236E-01,-.11903519E-01,.69311477
-14935.875,-.46138228E-01,-.25678708E-01,.69315128
-14935.084,-.41184990E-01,-.28661547E-01,.69300841
-14935.084,-.41184990E-01,-.28661547E-01,.69300841
-14935.028,-.38899442E-01,-.16317513E-01,.69305226
-14935.974,-.33829235E-01,-.75336661E-02,.69307056
-14936.671,-.58198341E-01,-.33672113E-01,.69306243
-14934.518,-.31868474E-01,-.12349383E-01,.69301492
-14934.518,-.31868474E-01,-.12349383E-01,.69301492
-14935.535,-.15827892E-02,.33104764E-02,.69313060
-14935.767,-.20069457E-01,-.16034933E-01,.69327471
-14934.760,-.25042667E-01,-.13195338E-01,.69313404
-14934.985,.68306659E-02,.33868768E-02,.69301730
-14936.271,.44633590E-02,-.10020162E-01,.69305680
-14934.603,-.23506917E-01,-.17071602E-01,.69309074
-14935.781,-.96128989E-02,-.16084161E-02,.69323990
-14934.120,-.87095355E-02,-.50193332E-02,.69300890
-14934.120,-.87095355E-02,-.50193332E-02,.69300890
-14934.883,-.18291340E-01,-.16093307E-01,.69311353
-14935.821,-.26833943E-01,-.17279847E-01,.69329752
-14934.973,-.27015838E-01,-.22976772E-01,.69305682
-14935.998,-.30381655E-01,-.16052491E-01,.69331880
-14935.650,-.39742621E-01,-.24448485E-01,.69317688
-14934.810,-.40151021E-02,-.85504630E-02,.69305355
-14935.827,.97545259E-02,.93178213E-03,.69311368
-14936.351,-.29552626E-01,-.22147209E-01,.69332479
-14934.581,-.21872072E-01,-.14823956E-01,.69310430
-14935.985,-.28630089E-01,-.27414191E-01,.69309051
-14936.006,-.50056761E-01,-.20049446E-01,.69303245
-14939.237,-.55757373E-01,-.22678408E-01,.69347409
-14935.354,-.15460760E-01,-.68175639E-02,.69322228
-14940.193,.30900180E-01,.98439053E-02,.69343507
-14935.954,.21264773E-02,.21528556E-02,.69321202
-14934.301,-.28085587E-01,-.19883224E-01,.69302007
-14934.477,-.26667971E-01,-.18011139E-01,.69306930
-14936.055,-.76201451E-02,-.55259788E-02,.69331813
-14937.422,-.50564991E-01,-.24754101E-01,.69333747
-14937.269,.14848924E-01,.52991300E-02,.69328103
-14934.986,-.35948414E-01,-.22554822E-01,.69310103
-14934.599,-.66897649E-02,-.47346187E-02,.69307739
-14935.721,.45307131E-02,-.79797341E-02,.69303699
-14935.833,-.42761103E-01,-.28129518E-01,.69314309
-14936.829,.22583054E-01,.12188527E-01,.69307599
-14935.392,-.16331954E-01,-.13795003E-01,.69321579
-14934.743,-.25209337E-01,-.92277604E-02,.69308517
-14935.692,-.12812813E-01,-.15943557E-01,.69317321
-14935.753,-.30788662E-01,-.22212445E-01,.69323062
-14936.676,-.48406924E-01,-.19640576E-01,.69318152
-14937.656,-.23374886E-01,.29920798E-02,.69312916
-14936.560,-.36818946E-01,-.10623766E-01,.69320483
-14934.474,-.20301485E-01,-.76530007E-02,.69306320
-14935.149,-.14804580E-01,-.58631612E-02,.69318063
-14935.738,-.11278279E-01,-.17724625E-01,.69309140
