NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
1000,221,.21991341,.21991341,.15000010,.15000010,13.424669
2000,250,.12481753,.29721635E-01,.13999987,.28999996,22.909997
3000,309,.10238689,.57525608E-01,.12500000,.41499996,26.445839
4000,450,.11302439,.14493691,.13499999,.54999995,23.894442
5000,620,.12678604,.18183261,.14000010,.69000006,21.568066
6000,836,.14090155,.21147913,.14999986,.83999991,19.255692
7000,1082,.15469373,.23744680,.15000010,.99000001,17.309446
8000,1307,.16361729,.22608223,.21000004,1.2000000,17.162663
9000,1518,.16997046,.22079582,.17100000,1.3710001,16.692242
10000,1760,.17694873,.23975310,.15899992,1.5300000,15.856363
11000,2005,.18271934,.24042548,.21000004,1.7400000,15.616609
12000,2220,.18658347,.22908892,.16000009,1.9000001,15.217118
13000,2473,.19170434,.25315481,.15199995,2.0520000,14.543229
14000,2707,.19498017,.23756597,.18799996,2.2400000,14.309686
15000,2917,.19693329,.22427685,.19000006,2.4300001,14.230953
16000,3161,.20025673,.25010835,.15999985,2.5899999,13.797219
17000,3393,.20224469,.23405210,.14000010,2.7300000,13.361954
18000,3642,.20472382,.24686897,.15000010,2.8800001,12.935487
19000,3928,.20832403,.27312780,.15999985,3.0400000,12.438615
20000,4171,.20963548,.23455317,.15000010,3.1900001,12.106092
21000,4432,.21233082,.26623763,.15999985,3.3499999,11.767328
22000,4714,.21569074,.28624898,.16000009,3.5100000,11.381812
23000,4940,.21632402,.23025622,.15000010,3.6600001,11.157814
24000,5187,.21778128,.25129818,.14999986,3.8099999,10.880572
25000,5429,.21898487,.24787110,.15600014,3.9660001,10.644426
26000,5685,.22040296,.25585511,.15100002,4.1170001,10.366729
27000,5945,.22201644,.26396711,.14299989,4.2600000,10.071371
28000,6222,.22355709,.26515455,.21499991,4.4749999,9.9094421
29000,6438,.22384342,.23186051,.15500021,4.6300001,9.7533491
30000,6706,.22506393,.26045883,.15499997,4.7850001,9.4858024
31000,6962,.22591509,.25144992,.14499998,4.9300001,9.2325971
32000,7199,.22647933,.24397061,.15499997,5.0850000,9.0419621
33000,7445,.22725248,.25199339,.14999986,5.2349999,8.8281294
34000,7709,.22828245,.26227138,.14600015,5.3810000,8.5793062
35000,8012,.23019319,.29515838,.16899991,5.5500000,8.3042186
36000,8256,.23079696,.25192898,.15000010,5.7000000,8.1081396
37000,8491,.23144261,.25468603,.14499998,5.8450000,7.9225186
38000,8742,.23212801,.25748797,.15499997,6.0000000,7.7268360
39000,8995,.23294566,.26401627,.17600012,6.1760001,7.5560735
40000,9272,.23403181,.27639145,.16399980,6.3399999,7.3355823
41000,9544,.23485520,.26779100,.17100000,6.5109999,7.1331743
42000,9800,.23552566,.26301432,.15900016,6.6700001,6.9422450
43000,10091,.23665371,.28403207,.19599986,6.8659999,6.7421656
44000,10363,.23748846,.27338238,.19400001,7.0599999,6.5653980
45000,10632,.23827739,.27299064,.16000009,7.2200000,6.3616404
46000,10873,.23847306,.24727805,.18000007,7.4000001,6.2116988
47000,11142,.23907064,.26655927,.15999985,7.5599999,6.0102746
48000,11427,.23995773,.28165123,.15000010,7.7100000,5.7843555
49000,11694,.24058704,.27079368,.14999986,7.8599999,5.5827911
50000,12000,.24186049,.30425943,.16000009,8.0200000,5.3466667
51000,12283,.24279735,.28964040,.16000009,8.1800001,5.1392217
52000,12536,.24294091,.25026242,.15999985,8.3399999,4.9656796
53000,12805,.24344025,.26940583,.14000010,8.4800000,4.7648263
54000,13066,.24374144,.25970494,.14000010,8.6200001,4.5745508
55000,13314,.24374512,.24394389,.13999987,8.7600000,4.3990807
56000,13618,.24446404,.28400438,.17000008,8.9300001,4.1849949
57000,13906,.24525316,.28944364,.14999986,9.0799999,3.9791111
58000,14178,.24570307,.27134843,.16000009,9.2400000,3.7942785
59000,14436,.24596873,.26137707,.14000010,9.3800001,3.6152896
60000,14678,.24605027,.25086058,.13999987,9.5200000,3.4517945
61000,14917,.24605168,.24613626,.16000009,9.6800001,3.2984810
62000,15201,.24656456,.27785066,.14999986,9.8299999,3.1033596
63000,15483,.24716733,.28453873,.15000010,9.9800000,2.9115585
64000,15750,.24740525,.26239425,.15000010,10.130000,2.7334921
65000,16052,.24818895,.29834596,.18999982,10.320000,2.5382108
66000,16301,.24817719,.24741273,.18200016,10.502000,2.3830991
67000,16592,.24889460,.29624337,.18799996,10.690000,2.1957281
68000,16845,.24905409,.25974009,.16599989,10.856000,2.0332846
69000,17089,.24915157,.25578013,.15400004,11.010000,1.8754819
70000,17370,.24968475,.28647457,.15199995,11.162000,1.6900437
71000,17614,.24962042,.24511688,.15100002,11.313000,1.5324638
72000,17872,.24980089,.26261467,.14700007,11.460000,1.3645300
73000,18121,.24991184,.25789984,.14999986,11.610000,1.2038624
74000,18397,.25030577,.27906285,.16000009,11.770000,1.0255645
75000,18670,.25068846,.27900724,.16000009,11.930000,.84986074
76000,18943,.25105962,.27889680,.14999986,12.080000,.67405162
77000,19208,.25126950,.26722080,.15200019,12.232000,.50435985
78000,19458,.25135811,.25818065,.14800000,12.380000,.34484326
79000,19701,.25144372,.25812140,.13999987,12.520000,.19001472
79998,20000,.25194886,.29193515,.16000009,12.680000,.0000000
