ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,Average,LogStandardDeviation,Cutoff
1,0,.21799922,.0000000,1,1,-14937.703,-.53326050E-01,-.16737745E-01,.69309706
1,0,.21798794,.0000000,1,6,-14936.048,-.36439144E-01,-.10241586E-01,.69311591
1,0,.21804080,.0000000,1,3,-14935.441,-.31028432E-01,-.14603749E-01,.69321176
1,0,.21808286,.47729043E-03,1,5,-14935.025,-.19694005E-01,-.24786927E-02,.69303574
1,0,.21807761,.0000000,1,5,-14935.079,-.85428066E-02,-.15324456E-01,.69300947
1,0,.21800707,.0000000,1,12,-14934.877,-.32149879E-01,-.23408733E-01,.69306789
1,0,.21801230,.0000000,1,2,-14935.783,-.89518694E-02,-.18917553E-02,.69324729
1,0,.21801297,.45782277E-03,1,1,-14937.251,-.13280911E-02,-.46474532E-02,.69345707
1,0,.21804425,.0000000,1,2,-14936.230,-.21863405E-01,-.11727285E-01,.69338118
1,0,.21803807,.0000000,1,6,-14935.770,-.13698030E-01,-.19697990E-01,.69307506
1,0,.21801594,.0000000,1,7,-14935.172,-.29286467E-01,-.23991881E-01,.69308366
1,0,.21798250,.54444316E-03,1,9,-14935.044,-.11887537E-01,-.12876101E-01,.69312614
1,0,.21798512,.0000000,1,2,-14935.799,-.15315856E-01,-.16590471E-02,.69319897
1,0,.21799204,.0000000,1,4,-14934.516,-.28735647E-01,-.17470255E-01,.69307980
1,0,.21797572,.0000000,1,7,-14934.506,-.68817000E-02,-.99200678E-02,.69302382
1,0,.21799436,.0000000,1,3,-14934.440,-.26252035E-01,-.15754660E-01,.69307868
1,0,.21798806,.0000000,1,3,-14938.507,-.28926159E-01,-.15788920E-01,.69374111
1,0,.21800332,.0000000,1,1,-14939.197,-.34345247E-01,-.19411444E-01,.69382718
1,0,.21800228,.0000000,1,3,-14940.057,-.36923108E-01,-.29695292E-01,.69378611
1,0,.21804438,.13970420E-02,1,1,-14939.511,-.31630131E-01,-.25758628E-01,.69377181
1,0,.21807219,.0000000,1,3,-14938.241,-.32635273E-01,-.28204189E-01,.69349058
1,0,.21807803,.0000000,1,1,-14939.360,-.37136662E-02,-.14819192E-01,.69359684
1,0,.21810809,.0000000,1,3,-14938.413,.27727177E-02,.70385453E-02,.69351534
1,0,.21803086,.66000261E-03,1,12,-14935.793,-.20992504E-02,.60135255E-02,.69309828
1,0,.21806326,.0000000,1,1,-14935.990,-.29916601E-02,-.85500344E-03,.69326639
1,0,.21809652,.0000000,1,1,-14936.169,-.38302407E-01,-.21349421E-01,.69329168
1,0,.21813029,.25075343E-03,1,5,-14936.153,-.39062782E-01,-.10686167E-01,.69307757
1,0,.21816059,.0000000,1,2,-14935.846,-.26479365E-01,-.82347706E-02,.69322814
1,0,.21819588,.0000000,1,1,-14935.980,-.85435819E-02,-.94641455E-03,.69326448
1,0,.21822617,.0000000,1,2,-14935.771,-.23000234E-01,-.14642852E-01,.69330282
1,0,.21826818,.0000000,1,1,-14935.572,-.42356787E-01,-.20806125E-01,.69314167
1,0,.21830378,.0000000,1,1,-14935.700,-.13467385E-01,-.16422593E-01,.69317214
1,0,.21828959,.0000000,1,2,-14937.489,-.32648682E-01,-.27759381E-01,.69338246
1,0,.21830973,.31485353E-03,1,5,-14937.468,-.18521772E-01,-.22793365E-01,.69333165
1,0,.21833641,.0000000,1,2,-14937.597,-.14516366E-01,-.19173132E-01,.69340984
1,0,.21835944,.0000000,1,5,-14936.198,-.18738040E-01,-.14963956E-01,.69335061
1,0,.21839321,.34524314E-03,1,2,-14935.091,-.19249109E-01,-.86276832E-02,.69318312
1,0,.21840104,.0000000,1,4,-14935.572,-.25093178E-01,-.13914954E-01,.69326937
1,0,.21841805,.0000000,1,1,-14936.197,-.11265673E-01,-.16585106E-02,.69329991
1,0,.21845936,.0000000,1,1,-14936.209,-.16100122E-01,-.88428613E-02,.69337409
1,0,.21846048,.0000000,1,2,-14937.145,-.17714491E-01,-.25456629E-01,.69312899
1,0,.21848901,.34707737E-03,1,4,-14937.594,-.31888682E-01,-.29293890E-01,.69332934
1,0,.21850751,.0000000,1,3,-14935.873,.52584042E-03,-.11345587E-01,.69305484
1,0,.21850213,.0000000,1,1,-14938.009,-.16233761E-01,-.27813732E-01,.69308148
1,0,.21849787,.0000000,1,5,-14936.447,-.22368473E-01,-.26636839E-01,.69307509
1,0,.21850225,.0000000,1,1,-14937.650,.45817586E-03,-.12706009E-01,.69328908
1,0,.21852082,.38991110E-03,1,1,-14938.221,.16329449E-01,-.50178351E-02,.69317827
1,0,.21855101,.0000000,1,2,-14936.075,-.16358174E-01,-.20831957E-01,.69313838
1,0,.21851521,.0000000,1,9,-14935.425,.70881061E-02,-.50079040E-02,.69300830
1,0,.21852917,.0000000,1,7,-14936.528,-.12544998E-01,-.58923649E-02,.69340950
1,0,.21855361,.0000000,1,2,-14936.732,-.76611790E-02,-.21538310E-02,.69340642
1,0,.21852824,.10533121E-02,1,6,-14939.273,-.12971258E-01,.44223046E-02,.69357825
1,0,.21856077,.0000000,1,2,-14937.815,.10206646E-01,.59143322E-02,.69341958
1,0,.21856965,.0000000,1,2,-14938.713,.42023675E-02,.16623728E-03,.69364632
1,0,.21859442,.0000000,1,3,-14937.277,.29149960E-02,-.21817326E-02,.69342429
1,0,.21842429,.38670423E-03,1,23,-14936.964,.24231554E-01,.13736906E-01,.69306029
1,0,.21845800,.0000000,1,4,-14936.948,.86865804E-02,-.44305717E-02,.69322589
1,0,.21849978,.0000000,1,1,-14936.379,-.24418067E-01,-.60165262E-02,.69328965
1,0,.21853938,.0000000,1,5,-14935.649,-.43768159E-01,-.24636346E-01,.69314397
1,0,.21850927,.26746866E-02,1,7,-14936.347,-.48886062E-01,-.20710690E-01,.69313656
1,0,.21853934,.0000000,1,2,-14935.295,-.46654697E-01,-.25893776E-01,.69304656
1,0,.21858108,.0000000,1,1,-14934.703,-.27586656E-01,-.15165228E-01,.69311839
1,0,.21856513,.28908073E-03,1,8,-14934.644,-.32197574E-01,-.14594729E-01,.69306643
1,0,.21848202,.0000000,1,14,-14934.789,-.85636194E-02,-.38133024E-04,.69305356
1,0,.21847519,.0000000,1,3,-14936.791,-.16433990E-01,-.52771281E-03,.69331078
1,0,.21850522,.0000000,1,2,-14935.469,-.38124881E-01,-.14256885E-01,.69309839
1,0,.21849245,.0000000,1,3,-14937.080,-.91799589E-02,-.32615115E-02,.69347517
1,0,.21853412,.0000000,1,1,-14936.303,-.67486090E-02,.31794996E-02,.69322889
1,0,.21852153,.35118013E-03,1,3,-14937.692,.13044160E-01,.14030290E-01,.69321967
1,0,.21852456,.0000000,1,8,-14935.679,-.96105299E-02,-.29306377E-02,.69324385
1,0,.21851092,.0000000,1,5,-14935.907,.91841654E-02,-.15013168E-02,.69310872
1,0,.21846524,.92271793E-03,1,10,-14938.389,.22989126E-01,.31456798E-03,.69317184
1,0,.21850007,.0000000,1,2,-14937.674,-.38502457E-02,-.11680693E-01,.69343849
1,0,.21850608,.0000000,1,2,-14938.275,-.27399947E-01,-.20019420E-01,.69367004
1,0,.21854768,.0000000,1,1,-14937.694,-.26257485E-01,-.21876450E-01,.69352622
1,0,.21855856,.26158784E-03,1,6,-14935.124,-.30257240E-01,-.19871231E-01,.69315993
1,0,.21855699,.0000000,1,1,-14936.790,-.34033452E-01,-.30227434E-01,.69318863
1,0,.21859857,.0000000,1,1,-14936.411,-.10681626E-01,-.34162802E-02,.69336685
1,0,.21858382,.0000000,1,5,-14936.710,.15391456E-01,.32083448E-02,.69317242
1,0,.21861539,.0000000,1,2,-14935.777,.12944899E-01,.88998988E-02,.69303997
1,0,.21865695,.0000000,1,1,-14934.651,-.11934938E-01,-.35866115E-02,.69307985
1,0,.21868992,.0000000,1,1,-14934.827,-.13431575E-01,-.50570181E-02,.69312318
1,0,.21870811,.29776703E-03,1,5,-14934.432,-.18968721E-01,-.86710953E-02,.69307709
1,0,.21861256,.0000000,1,11,-14935.851,-.21898194E-01,-.24796567E-01,.69305391
1,0,.21862914,.0000000,1,1,-14936.485,.46152302E-02,-.14685665E-02,.69327913
1,0,.21867066,.0000000,1,1,-14935.526,-.28665536E-01,-.18357855E-01,.69324067
1,0,.21865986,.0000000,1,3,-14936.820,-.41490684E-01,-.18209253E-01,.69333509
1,0,.21865346,.90579127E-03,1,6,-14937.345,-.29666795E-01,-.73254908E-02,.69339103
1,0,.21869495,.0000000,1,1,-14937.045,-.36449431E-01,-.20126137E-01,.69345413
1,0,.21866404,.0000000,1,9,-14936.445,-.45899658E-01,-.32323503E-01,.69314490
1,0,.21862454,.0000000,1,6,-14938.922,-.28006687E-01,-.31939596E-01,.69333177
1,0,.21866600,.0000000,1,1,-14937.018,.55955198E-02,-.46091756E-02,.69330381
1,0,.21871544,.0000000,1,2,-14935.036,-.36308349E-01,-.21367469E-01,.69311700
1,0,.21874374,.90596492E-03,1,6,-14934.990,-.49754341E-03,-.57169471E-03,.69309235
1,0,.21875871,.0000000,1,1,-14935.681,-.38392912E-01,-.11189707E-01,.69303616
1,0,.21878352,.0000000,1,3,-14935.675,-.26635609E-01,-.56262324E-02,.69312077
1,0,.21881334,.0000000,1,2,-14934.670,-.20124687E-01,-.18980222E-01,.69303498
1,0,.21882426,.0000000,1,1,-14935.526,-.54327049E-02,-.12603644E-01,.69310040
1,0,.21882366,.0000000,1,1,-14937.098,.15453243E-01,.36157672E-02,.69323607
1,0,.21873414,.25619587E-03,1,15,-14934.796,-.54450806E-02,-.81179463E-02,.69307827
1,0,.21869917,.0000000,1,6,-14935.323,.35619099E-02,.40949608E-02,.69308163
1,0,.21870027,.0000000,1,3,-14936.104,-.27085585E-01,-.22062166E-01,.69326775
1,0,.21870757,.50764220E-03,1,4,-14934.527,-.17065295E-01,-.16866766E-01,.69302481
1,0,.21867892,.0000000,1,3,-14936.715,-.89368853E-02,-.21590209E-01,.69300361
1,0,.21866790,.0000000,1,2,-14938.424,.47513577E-02,-.12956895E-01,.69326286
1,0,.21868610,.0000000,1,3,-14937.706,.15027993E-01,-.80781473E-02,.69300760
1,0,.21871720,.52287304E-03,1,2,-14937.384,-.44536113E-02,-.14126789E-01,.69332592
1,0,.21869123,.0000000,1,7,-14937.479,.14083298E-01,-.31012327E-02,.69320127
1,0,.21872798,.0000000,1,2,-14935.911,-.95268316E-02,-.10262200E-01,.69327951
1,0,.21871114,.42420277E-03,1,2,-14938.210,.24118525E-01,.93913835E-02,.69327785
1,0,.21875245,.0000000,1,1,-14937.686,.12908713E-01,.59321692E-02,.69337196
1,0,.21872282,.0000000,1,10,-14935.283,-.21200657E-01,-.16833759E-01,.69319163
1,0,.21871963,.0000000,1,6,-14934.159,-.18511479E-01,-.10958601E-01,.69304437
1,0,.21871221,.0000000,1,1,-14936.708,-.17456992E-01,-.57434430E-02,.69341893
1,0,.21873613,.53450479E-03,1,8,-14934.616,-.32863207E-01,-.16435053E-01,.69307127
1,0,.21872515,.0000000,1,3,-14935.418,-.37059854E-01,-.15565842E-01,.69313750
1,0,.21873677,.0000000,1,2,-14935.838,-.52675663E-01,-.26136145E-01,.69303590
1,0,.21876647,.0000000,1,2,-14935.562,-.44061564E-01,-.22048744E-01,.69312188
1,0,.21875730,.0000000,1,2,-14937.037,-.30277840E-01,-.19644548E-01,.69347866
1,0,.21875732,.30805038E-03,1,1,-14938.555,-.33140396E-02,-.12281895E-01,.69354953
1,0,.21880467,.0000000,1,2,-14936.377,-.22392644E-01,-.16343515E-01,.69338532
1,0,.21884589,.0000000,1,1,-14935.474,-.37741875E-01,-.22426665E-01,.69317543
1,0,.21882938,.0000000,1,6,-14935.452,-.39805099E-01,-.28432293E-01,.69307355
1,0,.21884165,.28502442E-03,1,6,-14935.756,-.44311898E-01,-.26232810E-01,.69314703
1,0,.21888284,.0000000,1,1,-14935.698,-.45113653E-01,-.21649621E-01,.69312360
1,0,.21883700,.0000000,1,7,-14936.348,-.43155718E-01,-.12607936E-01,.69306035
1,0,.21886664,.36166496E-03,1,2,-14935.442,-.40579161E-01,-.18324124E-01,.69312259
1,0,.21885253,.0000000,1,2,-14937.453,-.25238195E-01,.30369951E-02,.69303263
1,0,.21883610,.0000000,1,6,-14936.141,-.14294566E-01,.31896110E-02,.69309753
1,0,.21886623,.0000000,1,1,-14936.376,-.26195602E-01,-.34389922E-02,.69316361
1,0,.21887873,.43940628E-03,1,5,-14936.382,-.20129717E-01,.69942301E-03,.69312583
1,0,.21892424,.0000000,1,6,-14935.058,-.29228098E-01,-.71117564E-02,.69301479
1,0,.21895892,.0000000,1,1,-14935.188,-.10336100E-01,.10947566E-02,.69307564
1,0,.21877234,.26377756E-03,1,22,-14935.461,.12534678E-02,.46363739E-02,.69309607
1,0,.21880289,.0000000,1,1,-14935.685,.15333506E-02,.82726330E-02,.69303507
1,0,.21881602,.0000000,1,2,-14936.076,.14924688E-01,.64366828E-02,.69309049
1,0,.21880000,.50789133E-03,1,3,-14939.190,-.79264274E-03,-.69512072E-02,.69373074
1,0,.21884107,.0000000,1,1,-14938.453,.14700748E-02,-.55008805E-02,.69359694
1,0,.21881198,.0000000,1,8,-14939.066,-.12662387E-01,-.82018669E-02,.69383023
1,0,.21882370,.12376476E-02,1,3,-14941.456,-.45873203E-01,-.32991619E-01,.69396733
1,0,.21886473,.0000000,1,1,-14941.381,-.22679218E-01,-.25016620E-01,.69396598
1,0,.21890577,.0000000,1,1,-14938.965,-.27967304E-01,-.21985624E-01,.69374854
1,0,.21894680,.0000000,1,1,-14938.265,-.34655870E-01,-.31356218E-01,.69339309
1,0,.21898783,.0000000,1,1,-14937.585,-.21262102E-01,-.20645087E-01,.69348038
1,0,.21899492,.0000000,1,1,-14938.623,-.12574296E-01,-.18564792E-01,.69355623
1,0,.21902443,.0000000,1,2,-14938.066,.28344347E-02,-.13888903E-01,.69322696
1,0,.21904765,.11042385E-02,1,4,-14937.557,-.24135111E-02,-.17663480E-01,.69313355
1,0,.21903668,.0000000,1,9,-14935.207,-.21558309E-01,-.20613698E-01,.69309657
1,0,.21906085,.0000000,1,1,-14935.593,-.25533206E-01,-.25263256E-01,.69306127
1,0,.21908359,.26214486E-03,1,3,-14935.030,-.45727990E-01,-.25558027E-01,.69301457
1,0,.21906845,.0000000,1,3,-14937.182,-.40278356E-01,-.12502983E-01,.69328130
1,0,.21907320,.0000000,1,2,-14938.859,-.12687728E-01,.76843397E-02,.69335094
1,0,.21908481,.30881637E-03,1,5,-14935.220,.18993265E-03,.53839216E-02,.69303760
1,0,.21900912,.0000000,1,12,-14934.508,-.10509354E-01,-.47084240E-02,.69307251
1,0,.21898083,.0000000,1,7,-14935.860,-.88945743E-02,-.12717603E-01,.69321680
1,0,.21899192,.0000000,1,1,-14936.702,-.18113808E-01,-.17352871E-01,.69338135
1,0,.21900199,.0000000,1,1,-14937.591,-.15470810E-01,-.11841634E-01,.69358927
1,0,.21903284,.0000000,1,2,-14936.114,-.38332010E-02,-.80701274E-02,.69326828
1,0,.21904234,.52425524E-03,1,4,-14935.349,-.10954631E-01,-.14584554E-01,.69312259
1,0,.21904192,.0000000,1,5,-14934.938,-.99787061E-02,-.10195344E-01,.69312814
1,0,.21905511,.0000000,1,6,-14934.928,-.27216169E-01,-.16169557E-01,.69315604
1,0,.21903159,.0000000,1,7,-14935.375,-.36417619E-01,-.23073796E-01,.69315876
1,0,.21901396,.0000000,1,2,-14937.668,-.62438079E-01,-.34650237E-01,.69314678
1,0,.21903319,.55517657E-03,1,3,-14935.976,-.52149569E-01,-.28789473E-01,.69307409
1,0,.21902040,.0000000,1,7,-14936.256,-.46814287E-02,-.16983248E-01,.69303204
1,0,.21906124,.0000000,1,1,-14935.039,-.20847129E-01,-.17236995E-01,.69314181
1,0,.21907916,.40323412E-03,1,3,-14934.701,-.75475289E-02,-.72670735E-02,.69309361
1,0,.21910182,.0000000,1,1,-14935.127,-.21705265E-01,-.72131471E-02,.69314950
1,0,.21909519,.0000000,1,1,-14937.510,-.50597714E-01,-.24709737E-01,.69335140
1,0,.21915428,.0000000,1,2,-14936.645,-.31157816E-01,-.18536621E-01,.69342055
1,0,.21917198,.0000000,1,3,-14937.519,-.43527018E-01,-.33271923E-01,.69328702
1,0,.21923229,.0000000,1,3,-14937.259,-.11585254E-01,-.21945530E-01,.69315572
1,0,.21927308,.31306732E-03,1,1,-14935.416,-.15762059E-01,-.20937401E-01,.69301388
1,0,.21923394,.0000000,1,9,-14935.416,-.37176156E-01,-.29235158E-01,.69303165
1,0,.21920941,.0000000,1,8,-14935.038,-.34949138E-01,-.14215125E-01,.69308618
1,0,.21922728,.0000000,1,3,-14934.069,-.18101712E-01,-.97246466E-02,.69302722
1,0,.21917127,.51813972E-03,1,9,-14934.631,-.19661080E-01,-.49214991E-02,.69304130
1,0,.21910752,.0000000,1,16,-14934.739,.13631251E-03,-.54522330E-02,.69302556
1,0,.21905573,.0000000,1,12,-14935.464,-.20049670E-01,-.18949147E-01,.69316454
1,0,.21908367,.69334521E-03,1,3,-14935.411,-.16662840E-01,-.17369568E-01,.69315043
1,0,.21912057,.0000000,1,1,-14935.486,-.43511028E-01,-.23185311E-01,.69312151
1,0,.21909172,.0000000,1,7,-14936.782,-.50000728E-01,-.21527586E-01,.69319767
1,0,.21909873,.0000000,1,4,-14936.092,-.34491270E-01,-.73428751E-02,.69306384
1,0,.21909712,.0000000,1,5,-14936.082,-.32306705E-01,-.65651260E-02,.69309008
1,0,.21909120,.0000000,1,6,-14934.337,-.13123711E-01,-.47758843E-02,.69304108
1,0,.21910039,.54340830E-03,1,1,-14935.264,-.24775269E-01,-.12611521E-01,.69321551
1,0,.21908877,.0000000,1,2,-14937.160,-.35305022E-01,-.82987711E-02,.69325827
1,0,.21911213,.0000000,1,5,-14935.007,-.30322505E-01,-.21992009E-01,.69310953
1,0,.21912449,.0000000,1,2,-14935.398,-.29577375E-02,-.61219709E-02,.69316658
1,0,.21906874,.27700601E-03,1,15,-14935.295,-.71308195E-02,-.13741837E-01,.69306480
1,0,.21898728,.0000000,1,11,-14936.144,-.10736277E-02,-.13855595E-01,.69304567
1,0,.21901767,.0000000,1,5,-14935.862,-.16991031E-01,-.22209579E-01,.69306051
1,0,.21905024,.0000000,1,1,-14936.028,-.38816954E-01,-.31205988E-01,.69307844
1,0,.21903900,.0000000,1,4,-14936.650,-.12883882E-01,-.20465855E-01,.69316523
1,0,.21902120,.0000000,1,2,-14939.109,-.30804122E-01,-.37069876E-01,.69310206
1,0,.21892267,.10652264E-02,1,14,-14935.942,-.18521671E-01,-.23216245E-01,.69306442
1,0,.21896166,.0000000,1,3,-14934.369,-.13588776E-01,-.39527584E-02,.69303210
1,0,.21892199,.0000000,1,6,-14936.598,-.24336690E-01,-.14047237E-01,.69343994
1,0,.21895764,.67499528E-03,1,3,-14935.704,-.31577705E-01,-.16523171E-01,.69326313
1,0,.21899583,.0000000,1,1,-14935.749,-.14178445E-01,-.19377057E-01,.69309495
1,0,.21902857,.0000000,1,6,-14935.591,-.29493069E-02,-.29231854E-02,.69321205
1,0,.21903378,.26681658E-03,1,5,-14935.165,-.26683699E-01,-.17918267E-01,.69318360
1,0,.21907268,.0000000,1,2,-14935.456,-.18322939E-01,-.10138098E-01,.69325492
1,0,.21908179,.0000000,1,1,-14936.385,-.47232790E-01,-.23270023E-01,.69321494
1,0,.21907888,.0000000,1,2,-14937.365,-.47408755E-01,-.32000156E-01,.69330677
1,0,.21910857,.0000000,1,2,-14934.804,-.24218407E-01,-.20304510E-01,.69306989
1,0,.21909050,.0000000,1,2,-14937.371,-.17940568E-01,-.21175922E-01,.69336902
1,0,.21912028,.17208785E-03,1,2,-14936.050,.20200682E-02,-.91292517E-02,.69311759
1,0,.21912154,.0000000,1,6,-14934.738,-.30182147E-01,-.20222948E-01,.69309201
1,0,.21917305,.0000000,1,2,-14934.964,-.15383460E-01,-.14538243E-02,.69305625
1,0,.21908995,.0000000,1,11,-14935.411,-.31886014E-01,-.10582740E-01,.69312278
1,0,.21908247,.0000000,1,2,-14936.637,-.30536691E-01,-.91669646E-02,.69331326
1,0,.21905771,.38896589E-03,1,5,-14937.194,-.41382147E-01,-.28055625E-01,.69337456
1,0,.21904664,.0000000,1,1,-14942.487,-.52855942E-01,-.47344795E-01,.69348194
1,0,.21907766,.0000000,1,2,-14940.151,-.27052667E-01,-.20837353E-01,.69396178
1,0,.21911801,.0000000,1,1,-14936.626,-.14397012E-01,-.11889215E-01,.69342390
1,0,.21910362,.0000000,1,3,-14937.942,-.10318217E-01,-.11677785E-01,.69359624
1,0,.21908866,.84937084E-03,1,6,-14938.885,-.42705296E-01,-.28104612E-01,.69365501
1,0,.21908078,.0000000,1,3,-14939.825,-.57049290E-01,-.20800660E-01,.69347272
1,0,.21909314,.0000000,1,2,-14940.223,-.42895575E-01,-.75948641E-02,.69348075
1,0,.21913347,.0000000,1,1,-14938.827,-.47512626E-01,-.24021554E-01,.69362654
1,0,.21916288,.0000000,1,2,-14938.783,-.41384600E-01,-.26562161E-01,.69366719
1,0,.21915728,.91196945E-03,1,1,-14940.984,-.50139539E-01,-.27622579E-01,.69395498
1,0,.21918078,.0000000,1,4,-14937.994,-.19766214E-01,-.16869920E-01,.69362161
1,0,.21918194,.0000000,1,1,-14939.413,-.10723208E-01,-.13090810E-01,.69381273
1,0,.21921320,.0000000,1,2,-14939.338,-.12504865E-01,-.13678474E-01,.69381485
1,0,.21924227,.0000000,1,2,-14939.237,-.21789375E-01,-.22938122E-01,.69368165
1,0,.21928256,.0000000,1,1,-14938.240,-.19790123E-01,-.18815661E-01,.69361803
1,0,.21933411,.82397573E-03,1,2,-14938.694,.10137126E-01,.10830154E-02,.69356338
1,0,.21936307,.0000000,1,2,-14936.362,.10968670E-01,.66768996E-03,.69317502
1,0,.21941756,.0000000,1,6,-14936.129,.10977843E-02,-.66497596E-02,.69321177
1,0,.21933986,.0000000,1,13,-14935.503,.27147903E-02,-.32347955E-02,.69313483
1,0,.21935869,.57798756E-03,1,3,-14934.234,-.18152682E-01,-.96744328E-02,.69305389
1,0,.21933478,.0000000,1,9,-14935.424,-.20829926E-01,-.82806925E-02,.69322398
1,0,.21932149,.0000000,1,6,-14934.317,-.18109802E-01,-.79842055E-02,.69305530
1,0,.21930224,.0000000,1,2,-14938.163,.17794771E-01,.38085204E-02,.69335865
1,0,.21933114,.0000000,1,2,-14937.534,.99907377E-02,-.50069668E-02,.69326905
1,0,.21936596,.0000000,1,4,-14937.283,.58722960E-02,-.12409390E-01,.69306877
1,0,.21940614,.61825096E-03,1,1,-14936.326,.58710671E-02,-.30036496E-02,.69321639
1,0,.21944631,.0000000,1,1,-14934.947,-.25623593E-01,-.12577068E-01,.69315813
1,0,.21947526,.0000000,1,2,-14934.784,-.43114817E-01,-.24888114E-01,.69300432
1,0,.21943138,.0000000,1,8,-14936.062,-.42602954E-01,-.15311262E-01,.69311947
1,0,.21946463,.28764697E-03,1,2,-14936.011,-.22900013E-01,-.12874763E-01,.69334552
1,0,.21949210,.0000000,1,1,-14936.294,-.40459968E-01,-.15194167E-01,.69320744
1,0,.21950637,.0000000,1,5,-14935.680,.55041304E-02,.86259624E-02,.69304335
1,0,.21953793,.0000000,1,1,-14935.863,-.33383132E-01,-.84731426E-02,.69309960
1,0,.21952574,.28921924E-03,1,9,-14935.469,-.39487694E-01,-.14702696E-01,.69307938
1,0,.21951602,.0000000,1,1,-14938.965,-.37358003E-01,-.29959206E-02,.69321576
1,0,.21953120,.0000000,1,2,-14939.274,-.38049380E-01,-.29720568E-02,.69323777
1,0,.21955277,.54137757E-03,1,5,-14938.323,-.35313907E-01,-.49842570E-02,.69329845
1,0,.21953584,.0000000,1,2,-14940.534,-.33229358E-01,-.13098896E-03,.69345610
1,0,.21958042,.0000000,1,6,-14936.621,-.71218392E-02,-.24271396E-03,.69336022
1,0,.21963290,.37694878E-03,1,3,-14934.815,-.31346265E-01,-.16820318E-01,.69311854
1,0,.21964220,.0000000,1,4,-14934.961,-.45094998E-01,-.23769386E-01,.69301266
1,0,.21965970,.0000000,1,3,-14934.403,-.34526506E-01,-.15861057E-01,.69301160
1,0,.21967241,.0000000,1,2,-14934.779,-.17574007E-01,-.16674864E-01,.69307662
1,0,.21962814,.28143817E-03,1,6,-14935.645,.10349485E-02,.85801245E-02,.69301440
1,0,.21962280,.0000000,1,1,-14937.803,-.42805716E-01,-.10000756E-01,.69320324
1,0,.21966284,.0000000,1,1,-14935.774,-.23203469E-01,-.43408178E-02,.69315967
1,0,.21967137,.0000000,1,1,-14936.726,-.24388985E-01,-.46161337E-02,.69330365
1,0,.21968030,.0000000,1,1,-14937.658,-.62216196E-03,-.46158508E-02,.69351354
1,0,.21970460,.0000000,1,1,-14938.024,.41294392E-02,.24775604E-02,.69352870
1,0,.21970533,.0000000,1,3,-14939.162,-.14469992E-01,-.20045876E-01,.69362916
1,0,.21973830,.73786741E-03,1,2,-14938.352,-.34123440E-01,-.27313086E-01,.69355561
1,0,.21976505,.0000000,1,1,-14938.651,-.31879998E-01,-.29824738E-01,.69348079
1,0,.21980505,.0000000,1,1,-14937.774,-.34075577E-01,-.32367414E-01,.69325376
1,0,.21980604,.0000000,1,1,-14939.205,-.29209558E-01,-.27343480E-01,.69363372
1,0,.21980361,.0000000,1,1,-14940.962,-.59117531E-01,-.45188136E-01,.69343065
1,0,.21979585,.0000000,1,4,-14941.315,-.60264909E-01,-.47348970E-01,.69337881
1,0,.21982113,.10080825E-02,1,4,-14939.284,-.17154411E-01,-.23667316E-01,.69355406
1,0,.21986111,.0000000,1,1,-14937.769,-.76052102E-02,-.11717677E-01,.69352604
1,0,.21989508,.0000000,1,2,-14936.636,-.49985866E-01,-.33748720E-01,.69313322
1,0,.21992927,.0000000,1,3,-14935.158,-.34823156E-01,-.18717770E-01,.69315258
1,0,.21991591,.0000000,1,3,-14936.096,-.37360103E-01,-.31811370E-01,.69305053
1,0,.21993333,.24606261E-03,1,3,-14935.585,-.18085325E-01,-.18937977E-01,.69315645
1,0,.21995264,.0000000,1,2,-14935.860,-.58413270E-02,-.86412158E-02,.69324759
1,0,.21994681,.0000000,1,1,-14938.104,.43061807E-02,-.52781944E-02,.69349034
1,0,.21996580,.0000000,1,3,-14937.642,.90704617E-02,.14047898E-01,.69319125
1,0,.22000574,.0000000,1,1,-14937.193,.49333116E-02,.22092590E-02,.69339165
1,0,.22004567,.0000000,1,1,-14935.951,-.12590924E-01,-.10702409E-01,.69331135
1,0,.22007194,.22589619E-03,1,4,-14934.720,.11665158E-02,-.28328863E-02,.69303367
1,0,.22007738,.0000000,1,3,-14935.236,-.23996892E-01,-.78654170E-02,.69315406
1,0,.22011730,.0000000,1,1,-14934.626,-.65774698E-02,.31849574E-03,.69302926
1,0,.22012714,.0000000,1,1,-14935.511,-.53310062E-02,-.41164148E-02,.69321613
1,0,.22008672,.31853953E-03,1,7,-14935.800,.91893744E-02,.10193965E-01,.69302677
1,0,.22011414,.0000000,1,5,-14935.061,-.16644769E-01,-.13632672E-01,.69316673
1,0,.22013622,.0000000,1,5,-14934.446,-.22950521E-01,-.15127476E-01,.69308240
1,0,.22013093,.27505819E-03,1,3,-14936.023,-.53689383E-02,-.10372512E-01,.69323576
1,0,.22013336,.0000000,1,4,-14936.249,-.11474436E-01,-.14724833E-01,.69327359
1,0,.22011748,.0000000,1,6,-14934.638,-.31793160E-01,-.21324169E-01,.69306274
1,0,.22007049,.0000000,1,11,-14934.677,-.29027440E-01,-.12946805E-01,.69308819
1,0,.22008586,.51570503E-03,1,1,-14935.328,-.18259070E-01,-.10920147E-01,.69323506
1,0,.22011445,.0000000,1,2,-14934.181,-.23349101E-01,-.18469511E-01,.69299879
