SampleLogFunc,intercept,slope,logSigma
-6.2254747,.15671476,2.3008326,-.41863693
-3.6265592,.59290589,2.4223320,-.74191042
-1.2890086,1.1584075,2.0086412,-1.0908206
-2.4306154,1.0932859,1.8605816,-1.1253308
-4.1910342,1.0923557,2.0659153,-1.8025901
-2.1420474,1.1910055,2.0400006,-.83530975
-3.6372587,.78412643,1.9681778,-.72329780
-2.0220000,.71543449,2.2045326,-1.0661678
-4.1192439,1.6256150,1.7683358,-.87641382
-1.5890100,1.0249572,2.0077703,-.90090633
-1.0022322,1.0030004,2.0313101,-1.1503844
-3.5078611,.69659630,2.2673511,-1.4454211
-4.5099697,1.1877310,2.1683725,-.34829818
-1.2685118,.87614166,2.1076612,-1.1033803
-4.5171332,1.3493763,2.1274806,-.79897181
-4.0640933,.80675735,2.0875446,-.35147688
-3.8261156,.59975740,2.4390163,-.68257502
-3.2083065,.63411539,2.2137133,-.63433310
-1.3460843,1.0909862,2.0143739,-.97486093
-1.0553917,.91414773,2.1095527,-1.1800694
-2.8321058,.66219056,2.3416368,-.99729104
-1.7372986,.91599957,2.2070152,-1.1770448
-1.3892252,1.1679787,2.0163785,-1.0776048
-4.3055865,1.1362529,1.9879305,-.27296485
-1.2384945,1.1796563,1.9602201,-1.1462836
-2.9470114,.86384348,2.3132443,-.93570083
-3.5291244,1.3800458,1.7091425,-1.0552916
-5.5351557,1.3301674,1.5941665,-.90924180
-3.7407205,.70366781,2.0912220,-1.2754008
-3.5896261,1.1716508,2.0408611,-.43748231
-3.1876336,.74410623,2.3651340,-.82140959
-2.2401954,.74147109,2.1184298,-.99225281
-1.0188565,1.0933238,2.0025227,-1.1426377
-7.5773504,.14713736E-01,2.6886674,-.73662668
-6.7914826,.71058648,2.4345908,.12868402
-6.1740198,.84013586,2.1315820,.70370159E-01
-1.6510066,.97684617,1.9793083,-1.0211103
-1.7698453,1.1099124,1.8955899,-1.1412155
-4.7580416,.43178262,2.5219028,-.83748782
-5.0960128,.77485778,2.4988698,-.64039804
-4.2516744,.87805053,1.9774633,-.34313710
-1.6736158,1.1792717,2.0103580,-.94173910
-3.5671666,.98378475,2.1769312,-.45130695
-3.2851217,.94580093,2.0776042,-1.7755036
-1.2630670,1.0670134,2.0934138,-1.2732647
-1.3199147,1.0447403,2.0760942,-.99826690
-1.8566687,1.1597337,2.0627407,-.94425896
-1.7258511,1.2326123,1.8795887,-1.2305735
-.96515784,1.0581296,1.9991915,-1.2208742
-2.2538315,.73625430,2.2734568,-.93378948
-3.9830116,.83876319,2.3926084,-.81087098
-2.8188276,1.0934246,2.0427009,-.57981613
-2.0954127,1.0817810,1.9119194,-.85596790
-2.2361681,.84165221,2.2696043,-1.0330978
-2.6013393,1.0163280,2.2196302,-1.0707333
-1.8227406,1.2606585,1.9422677,-1.3150521
-2.9143818,.82295198,2.1802410,-1.6039823
-4.8162292,.59387680,2.3604194,-.25182210
-1.7619264,.94413075,2.1910721,-1.2717462
-2.2345486,.92134616,2.1697748,-1.5400585
-6.1506853,.61634428,2.6474624,-.43957282
-1.0047225,.95692260,2.0534757,-1.2837321
-2.2385050,1.2909535,1.8626361,-.84285723
-1.3473157,1.0868537,1.9397362,-1.1897741
-1.0695074,1.0153640,2.1037585,-1.2783673
-1.7182280,.94536719,2.1768417,-1.3549786
-1.8787588,1.0240155,2.0292853,-.80136970
-1.8388807,1.2353677,1.8872587,-.94676872
-1.4992300,.82035185,2.1426421,-1.0694305
-.90529602,1.0186837,2.0658178,-1.3424533
-.90529602,1.0186837,2.0658178,-1.3424533
-3.2208933,1.1407369,1.7844967,-.92654512
-1.3875752,1.2189018,1.9453658,-1.1957998
-2.0368897,.87235882,2.1776044,-1.5004187
-1.9310182,1.2315719,2.0216310,-1.1828032
-2.2940510,1.1300247,1.8722857,-.84069333
-5.0512386,.24343329,2.4503732,-.54794763
-2.9197951,.88223978,2.0316705,-.60764138
-2.8449420,.97344586,2.2566873,-1.0339308
-2.2763905,.85634077,2.0081183,-1.0202432
-4.4956837,.85711519,2.2864060,-.29128945
-1.2829498,.86737598,2.1592832,-1.1361220
-2.1142289,.77242390,2.2698379,-1.0515792
-1.1374946,.96419867,2.0278528,-1.1877654
-2.2890497,1.0828801,2.1355065,-1.3491628
-.90736193,1.0212740,2.0287671,-1.3130301
-2.1549792,.96679220,2.0900204,-1.6618391
-1.2963960,1.1175130,2.0544282,-1.1017709
-3.0667322,.56476803,2.3280412,-.86202494
-2.8092558,.73633421,2.3153685,-.77189735
-4.1707513,1.3964621,2.0000297,-1.1791395
-5.3863060,.18844406,2.5058398,-.45381007
-1.2621142,.96897782,2.0094596,-1.1959232
-2.1076561,.88888112,2.0528469,-1.4771287
-2.3214619,.73467676,2.2654625,-1.2412460
-2.5188913,.91728994,1.9599514,-1.1920032
-2.2500881,1.2396480,1.8220590,-.98265725
-2.6732158,.90877164,1.9442836,-1.0271595
-2.1940889,1.3130920,1.9123358,-.87265211
-4.2049270,.74454482,2.1298399,-.33288156
-4.0173720,.81582753,2.3720923,-.51905748
-4.7129801,.74823987,1.9388898,-.92593152
-1.7269400,1.2210999,2.0108325,-1.2075052
-1.7658048,1.0152271,2.0939309,-.84574177
-1.7528568,.93344450,2.1461641,-1.5102594
-1.9826424,.99203469,2.0434839,-.77573853
-3.3220367,1.2409936,1.7834528,-.60945744
-6.9919744,.20451139,2.7162013,.36419314E-01
-3.0421672,.88364484,1.9546916,-.72334058
-4.9170514,.51646630,2.3790590,-.25301018
-3.6578002,.97112357,1.8538572,-.64917248
-1.3298742,1.0583708,1.9599839,-1.0956997
-2.0040227,1.3205967,1.9144140,-1.1278013
-1.5702682,.94710294,2.1562785,-.96745938
-1.2283792,.90880779,2.0940188,-1.0672485
-1.0998748,1.0252817,2.0996374,-1.1683630
-2.4182155,1.0402126,1.9431216,-1.4979370
-1.7808111,1.2285523,1.9387409,-1.4017897
-1.2593202,.97983717,2.1034475,-1.0185661
-1.2593202,.97983717,2.1034475,-1.0185661
-2.5327977,1.1059561,2.0080450,-.64265797
-4.8569869,.72034783,2.0492413,-.24876062
-4.0239153,.54202473,2.3198207,-1.2270418
-1.2448691,.94484108,2.0510861,-1.4009684
-6.9672031,1.7226954,1.4940428,-.99184783
-1.1409806,1.1376181,1.9840788,-1.1166045
-6.1178148,1.6670499,1.4080591,-.56984468
-3.3553264,1.4483898,1.8023574,-1.2242629
-1.4687002,.97797208,2.0896444,-.92755321
-2.4771854,1.0706414,2.0747352,-.66591527
-2.1086828,1.1756432,1.8588701,-1.2429031
-2.3226207,1.0407643,1.9167186,-1.3438123
-2.1569091,.95331808,1.9551242,-.94873357
-1.4614003,1.0113978,1.9690294,-1.0965661
-1.6064905,1.2506160,1.9293727,-1.2526796
-2.9522477,.70839943,2.0950543,-1.1107356
-1.5390978,.96156898,2.0301727,-.94325793
-4.0035666,.90741369,2.3639068,-.68301413
-2.1886132,1.0801257,1.9411779,-.76829820
-2.0839011,1.1269116,2.0625116,-.80040118
-6.8095403,-.20682968E-01,2.7794635,-.25631537
-2.3863600,.72558079,2.1273221,-1.1472150
-2.8834573,1.1747856,1.9145050,-1.6144040
-1.7995146,.84158794,2.1734688,-1.4384954
-1.1771110,1.1530019,1.9685552,-1.1263788
-3.8068990,.46280405,2.3961295,-.88184537
-4.9732921,1.4403384,1.8059009,-.19947880
-2.5491723,1.3495993,1.8880672,-.77903952
-3.0813057,1.2590478,2.0200742,-.60718624
-1.2795169,.93674951,2.1568191,-1.1419970
-1.8859459,.94406811,2.1563678,-.84846036
-1.3855072,1.0733589,1.9434913,-1.1313006
-1.9475954,.89427740,2.0721565,-1.5165717
-2.9751704,1.1505612,2.1634694,-1.0143395
-2.5753819,.65779881,2.2805756,-1.1476819
-2.2757318,1.2360859,2.0489011,-.96015810
-2.5378055,1.2691186,1.8528217,-.73824044
-2.0646062,.89442967,2.0590236,-.80377786
-1.3820018,1.1298906,2.0523853,-1.3178458
-1.2398719,1.0424682,1.9695687,-1.1850665
-1.9147238,.85072474,2.2058542,-.89350511
-3.4529550,1.2885013,1.7361970,-1.0939582
-2.5056936,.99773269,2.0064083,-1.6474731
-1.2263173,1.0507772,2.0241190,-1.4952535
-3.2019745,.98157954,1.8711800,-.76470901
-4.9022403,1.1863596,1.6905412,-.98531056
-5.1701882,.89113313,1.9438764,-1.4624505
-2.0466165,1.1230030,2.0410152,-1.5658376
-1.4855031,.98305513,1.9806222,-1.2034732
-8.9039526,-.24074316,2.6565034,.40838474
-3.2874976,1.4935246,1.8328145,-.73167486
-4.1187575,.72491850,2.0346434,-1.1908891
-2.2737472,.69698859,2.2599391,-1.1557514
-2.2478159,1.2164304,2.0639128,-.97066895
-4.5830220,.34101176,2.3512497,-.58743659
-2.9301655,1.3020635,2.0037700,-.69335390
-1.8309220,.82262298,2.1844725,-.90411337
-2.3411334,1.1491791,1.9823636,-.69918184
-4.0314877,.81892097,2.3232559,-.42545430
-4.6845815,1.2426963,2.1500284,-1.1705695
-4.8307798,.78713405,2.4196378,-.33689913
-4.3316034,.65818529,2.1352357,-.35443616
-.93376810,1.0163663,2.0711095,-1.1794682
-3.4780551,1.0971573,2.1967978,-1.2081201
-3.6879151,1.5172300,1.7099901,-.63339395
-.88510480,.99674966,2.0563836,-1.2260258
-1.5149368,1.0868860,2.0517056,-.93247920
-1.5266765,.80748222,2.1604923,-1.2553676
-1.7451236,.88207823,2.2187692,-1.1514787
-2.5961672,.83580009,2.0595640,-.71207252
-3.6688928,.74411346,2.0203583,-.59839418
-2.1866069,1.1898410,2.0034214,-.77189214
-2.5875683,.97849100,2.1969813,-.72604057
-2.3350559,.84783863,2.0112249,-1.0813407
-3.8428355,1.3188411,2.0632526,-.53346497
-3.7761846,1.0161793,2.1441064,-1.6867048
-2.0667432,.91301196,2.1579309,-1.5493977
-1.6883178,.89270832,2.1947455,-.98415124
-1.6378781,1.1561182,1.8937300,-1.2159506
-1.3280957,.91224243,2.0677236,-1.0486670
-2.8910656,1.4000728,1.8209233,-.72482508
-2.3293109,1.0927288,1.9317621,-.73397660
-2.1697389,1.0996068,2.0690719,-.75805772
-1.2797724,1.0177656,2.0368337,-1.5110652
-1.2797724,1.0177656,2.0368337,-1.5110652
-1.2823777,1.0341523,2.0698695,-1.4937963
-2.5877303,.80609182,2.1767204,-1.5426632
-1.6948641,1.0173815,2.0935694,-.86798746
-2.1574781,1.0620449,1.9094503,-1.3160230
-2.6585589,.73371192,2.3236445,-.92354359
-1.4275038,1.0508343,1.9561754,-1.0667226
-1.4607760,1.2030966,1.9394853,-1.3417564
-3.2236221,.56543977,2.2522780,-1.0589418
-2.0851504,.78534905,2.2339813,-.88630379
-1.8890713,.98509742,2.1895618,-1.1558247
-1.8438030,1.0357859,2.0276402,-1.6263520
-3.1595878,.66797686,2.3198177,-.65182429
-1.0985874,1.0442129,2.0727900,-1.4012533
-1.0985874,1.0442129,2.0727900,-1.4012533
-2.0832792,1.2967298,1.9155876,-.89183621
-3.4437216,.83006075,1.9521292,-.98961572
-1.5788241,1.1194639,1.9083393,-1.2007699
-1.5789024,.93804147,2.0099675,-1.0410879
-5.6949491,1.3553936,1.8081596,-1.6171330
-8.3742840,2.4980753,1.1599847,.33150703E-01
-5.2205594,1.6170452,1.6177044,-1.0563778
-1.3821256,.90553089,2.1785483,-1.2071121
-2.3090797,1.1083452,1.8808927,-.83376080
-2.9532759,1.1976995,2.1319854,-.88942052
-1.2855844,.95055037,2.0981598,-1.0021818
-7.4220515,2.1884436,1.6184450,-.10522683
-1.7448164,1.2321033,1.8954209,-.97694612
-1.2100793,1.1412696,2.0234034,-1.3059042
-3.1903261,1.1990834,1.7701132,-1.0350253
-2.8789512,.73027258,2.2936293,-1.3008346
-2.8977769,1.2643071,2.0026809,-1.4179882
-1.2933123,.95115758,2.0196127,-1.1648362
-1.2538540,.98398925,2.1279637,-1.0857989
-1.4027772,1.1867114,1.9916324,-1.0661260
-1.5085640,.98896744,2.1318413,-.97285914
-2.3919674,.66824656,2.2727608,-.97114374
-1.3950527,1.1780252,1.9240603,-1.0895060
-4.7163326,.45938942,2.1888930,-.44758542
-1.3548660,.90109706,2.0697690,-1.3583767
-2.0102510,1.1776323,1.8607018,-.97641474
-1.5211470,1.1900243,1.9208656,-1.0194007
-1.0568536,1.0900386,2.0538049,-1.2220532
-1.7349828,1.2619207,1.9652934,-1.1138690
-1.7195097,.97999164,2.1754266,-1.0316373
-4.9609977,1.6774377,1.6601646,-.33461733
-4.4360380,1.5807919,1.6821837,-.42462327
-2.1256782,1.1718460,2.0812735,-.92421145
-2.8586590,.70685861,2.1177459,-1.1909037
-5.0417673,1.2961573,1.8401116,-1.6513938
-2.2292233,1.0859450,1.8788832,-.93629949
-2.9429950,1.3050673,1.9742173,-.65168330
-3.0351210,.97716900,2.2167992,-1.3785434
-1.8488875,.96372325,1.9980515,-1.4278725
-3.3448371,.94518937,2.0104364,-1.6582179
-2.9096332,.98211979,2.2394727,-.73984818
-2.1306054,1.2333470,2.0258180,-1.2576449
-1.9306178,.84281149,2.0937316,-1.4187840
-1.0615754,1.0057554,2.0209746,-1.3712331
-1.6862097,.97183512,2.1498129,-1.4345274
-2.3754254,1.2642007,2.0134385,-1.2518528
-1.2424754,1.0228545,2.0718054,-1.0092542
-6.1812905,1.3721330,1.7957701,.50129230E-01
-3.1827153,.78122290,1.9994476,-.88916007
-1.3555694,1.1950988,1.9639745,-1.3156703
-2.9399286,1.2884289,1.7678277,-1.1181637
-1.0454922,1.0100358,2.0457225,-1.0923784
-2.7572770,1.0468068,2.0174972,-.58711554
-1.8327172,.86820429,2.1270237,-1.5131704
-3.1805427,1.0894141,1.8883525,-1.4775525
-2.4903497,.73822691,2.1843703,-.75080619
-5.2245225,.24721652,2.5303173,-.42238379
-2.1807316,1.0037945,1.9278342,-1.2307852
-1.0613973,1.0755769,2.0130032,-1.4209389
-1.3745264,.89549055,2.1727601,-1.2951390
-1.7343438,1.0209290,2.1472178,-1.3285280
-1.0680591,1.1097332,2.0206840,-1.3594615
-1.6920393,.88542406,2.0466916,-.99167501
-2.3642384,1.2256068,1.8256113,-1.1988183
-3.9029581,.93521251,2.3309314,-.99238328
-3.7315585,1.5244802,1.6805071,-.91940105
-1.3084303,1.0320290,2.1164769,-1.2969924
-2.1983476,.94522028,2.1061712,-.72455771
-3.4491868,1.3189659,2.0683397,-.97734569
-2.0960462,1.1540664,1.8608757,-.96372072
-2.1082243,.83074938,2.0465126,-1.1704839
-1.6654543,1.0046116,2.0929819,-1.5681652
-3.9306985,.65598132,2.3572605,-.46156596
-1.8408030,1.1484747,2.0132365,-.84623764
-2.6073802,.65048495,2.2135364,-.85853618
-2.3508564,.70725838,2.2719112,-.89554047
-1.2073199,.93234261,2.1221235,-1.0628426
-2.3557358,1.3047915,1.9827466,-.90664248
-.98508125,1.1122786,1.9926979,-1.2737000
-2.0226410,1.2872393,1.8435672,-1.1401270
-3.2892639,1.4948813,1.8642907,-.82456523
-2.0183990,1.2789813,1.9146530,-.88905606
-2.7592991,1.1186604,1.9574884,-.60043162
-1.7654097,1.0144164,2.1435120,-1.3865591
-1.9940393,.83488023,2.0481710,-1.0666421
-1.8426679,1.2492755,1.9925224,-1.0342977
-1.2031838,.90609233,2.1344744,-1.0955494
-1.0025506,1.0397416,2.0499547,-1.4153899
-1.7333364,.76806954,2.1731148,-1.0678633
-2.0392121,1.1798372,1.9554687,-1.5461995
-3.5454874,1.5555189,1.7496799,-.76247896
-6.7784453,.97214301,1.6382621,-.59566664
-5.1933460,1.4141225,2.1083615,-.84831383
-3.0281159,1.2082094,2.1294581,-.87246024
-1.6173371,.84746150,2.1865399,-.98851047
-3.7730737,.91028169,2.2539334,-1.4506931
-1.4057526,1.1028483,2.0777675,-1.3033158
-1.7844917,1.2051373,1.8801214,-1.2759746
-4.1119092,.47889915,2.4718582,-.75519606
-4.3538549,.96634254,1.9534681,-.29549099
-1.6091418,.97406567,2.1744303,-1.1159984
-1.1418816,1.1318472,1.9718148,-1.1215044
-2.9203726,1.2703909,1.7770619,-.76356635
-1.1907597,.94351667,2.0402430,-1.1468883
-2.7627191,.70084096,2.3295592,-.85361309
-1.9566884,1.0064924,2.0092994,-.79780074
-.89691727,.99418810,2.0573829,-1.2107014
-1.3516053,.87633125,2.1779581,-1.2259787
-3.4972887,1.1371610,2.1296855,-.51089843
-4.8297044,.59948790,2.3954043,-1.2888918
-5.6161157,.24342470,2.6246010,-.36598250
-3.6152823,.83507271,2.3617873,-.69028835
-1.3840407,1.1693534,1.9162391,-1.1677214
-3.6125292,1.1331892,2.1610739,-1.3067498
-4.3483752,1.6017664,1.7844577,-.46265697
-1.9979750,1.2695126,1.9336665,-1.3561246
-1.3229815,1.2026001,1.9449505,-1.1607487
-2.8420731,1.4230836,1.8911462,-.83883231
-2.3037236,1.1740868,1.9286926,-.72902276
-2.5106442,1.2768010,1.9339414,-.71998047
-2.1560155,1.2203665,2.0559313,-1.0460546
-3.2483156,.77102949,2.0093408,-.76443826
-1.7462774,1.2503262,1.9631926,-1.0016508
-2.0692137,.73628597,2.2373126,-1.2229528
-1.7517988,1.2091020,1.8709606,-1.1018620
-3.2163785,.89919020,2.1149030,-.49592300
-1.9178022,.76348830,2.2432349,-1.0618416
-3.0674154,1.0514718,2.2309607,-.97839529
-2.9997804,.59544673,2.2085721,-.91596821
-1.4352390,.99092289,2.0109909,-.98276186
-2.3481531,.77750808,2.2049274,-1.4382468
-1.6427731,1.1664548,2.0402901,-.99697561
-1.8632276,1.1561797,1.8869153,-.95586860
-1.1140140,.91775825,2.1150764,-1.1213466
-1.0713032,.91909263,2.1307952,-1.2682636
-6.7708129,.24765818,2.3689472,.64017679E-01
-8.0134748,-.23736607,2.6626721,-.45175905
-2.9775288,.99344857,2.1940391,-.61914713
-1.9926340,.94690898,1.9823902,-.91163601
-1.4403572,1.2202228,1.9199663,-1.1448943
-2.9382324,1.2274020,1.8555977,-.61773806
-4.2043345,1.2722304,1.8494359,-.32534639
-2.9248978,1.4491262,1.8741055,-.97301231
-1.4666913,1.0246537,2.1388174,-1.1819839
-1.4666913,1.0246537,2.1388174,-1.1819839
-4.7709326,1.2371916,2.1176306,-.26638375
-4.6252423,.53952246,2.3009343,-1.3116987
-1.1325754,1.1170306,1.9671703,-1.3407800
-2.5851522,.72676266,2.1181637,-1.2014277
-2.0113868,1.1172070,1.9209741,-.83419444
-1.3296370,1.2054268,1.9610801,-1.2129426
-3.5134929,1.3639081,2.0402705,-.89688077
-1.2173159,1.1136987,1.9455023,-1.1909527
-2.7444875,.83646956,2.0274817,-1.3157299
-1.0795894,1.0459571,2.0708417,-1.3944166
-2.0126379,1.1374178,2.0672642,-1.4359366
-6.6665331,.76858008,2.4108719,-1.3326645
-1.6644948,.85392730,2.1632800,-.93299580
-2.2077091,.70440568,2.1716834,-1.0446096
-2.3074516,1.0763248,2.0889447,-.72356295
-3.4287373,.61822296,2.1984798,-1.2271728
-2.0653718,.93381762,2.0471981,-.78002837
-1.4120605,.98534497,2.0181260,-.98529144
-4.9369786,1.6218518,1.5391610,-.72165416
-1.4047833,.85738074,2.1487001,-1.0408600
-2.0156519,1.3139595,1.9341906,-1.0597918
-2.2108751,1.1918488,2.0674862,-.88771331
-3.5923310,1.2402329,1.9192222,-.43601678
-.94508482,1.0733455,2.0250135,-1.1773997
-1.9363782,1.2176095,2.0300204,-.98005774
-1.7728829,.90976288,2.1118026,-.85061654
-1.6080301,1.2480860,1.9071648,-1.0749915
-1.1821761,1.1410034,2.0104238,-1.3428471
-2.5071859,1.2743844,2.0306844,-1.1292200
-2.4570420,1.1752004,2.0043324,-.68691067
-2.0659890,.84188253,2.0405715,-1.1773558
-1.6574094,1.0209886,1.9467016,-1.2079204
-.98227802,.93961610,2.0803097,-1.2939364
-3.0502872,1.3717320,1.9204241,-1.2967632
-2.4953729,1.2305249,2.0726646,-.94059510
-1.7136586,.95497948,2.1542659,-.91109831
-2.5704142,1.2756960,1.7954376,-.86974756
-3.8930005,.59690682,2.1015581,-.75323176
-2.0110989,1.0010556,2.0240728,-.77443483
-.94928282,1.0758451,2.0029503,-1.3240658
-1.0916566,1.0438879,2.0059422,-1.0981970
-1.6062415,.86951741,2.1522256,-.93897105
-1.6468059,.81876724,2.1714982,-.97940270
-2.1610450,.79174577,2.2298335,-.84509739
-1.4084657,1.2131672,1.9703796,-1.2336000
-1.0967930,.96001031,2.1306675,-1.2531500
-2.0949361,1.2997383,1.8374903,-1.1397805
-1.7459151,1.0111184,2.1409837,-1.4044853
-1.9223430,.95476739,1.9727811,-.97368624
-1.6479344,.99991957,2.1657601,-1.1576838
-2.0175823,1.1797936,2.0573969,-.90628765
-2.8390903,1.2381903,1.8167442,-1.3114256
-1.4789294,.97145852,1.9885474,-1.2081322
-1.9532240,.94848876,2.2116646,-1.0868855
-1.0954923,.94544805,2.0866990,-1.4105817
-2.8180534,.98543346,1.9454934,-.65589614
-1.7969273,1.2722748,1.8809401,-1.0356592
-1.7309366,.95077029,2.1212356,-1.5568712
-2.5798716,.77901919,2.2543355,-.73438685
-6.8947600,1.8384112,1.3624855,-.66731116
-1.7742283,.96370468,2.1019558,-.83732662
-3.4424605,1.4029348,1.9980376,-.79776269
-1.5353518,.86082735,2.1828088,-1.0200692
-4.2246804,1.0853441,2.0568476,-.28882230
-2.6743793,.71625483,2.1430342,-.75735233
-3.8483466,1.3338550,2.0864374,-.65807786
-6.9782642,2.1136087,1.6297786,-.22753019
-4.9818019,1.1021055,2.0372821,-.14351630
-.89209160,1.0190960,2.0450311,-1.2023165
-1.8514438,1.2444149,1.9105861,-1.3711699
-1.6724079,.99498519,2.1513757,-1.3657199
-1.5336654,1.1150347,2.0655191,-.99242050
-6.1197212,.77824172,1.8047532,-.19827202
-2.7304230,.80270388,2.3147400,-1.0499066
-6.6844048,2.0445756,1.3636809,-.44018740
-1.1103776,1.1165858,1.9692764,-1.1464803
-1.3968630,1.0234147,2.1192871,-1.0412092
-2.4408758,.87508043,1.9822108,-1.0020787
-1.9782193,1.0345623,2.1691832,-1.1648017
-3.8671078,1.2566431,1.6973073,-.69923249
-3.8315499,.71950930,2.3384921,-1.3204246
-3.6737744,1.4270416,1.8127726,-.50076765
-5.9711236,1.0286716,1.6654914,-.23357196
-5.8404048,1.4676899,1.9259916,-.45858343E-01
-1.9812244,1.3050827,1.9254153,-1.2077810
-4.5918599,1.6313739,1.5753310,-.68845698
-5.1940475,1.8014083,1.6308804,-.41009770
-4.7574706,.96439228,2.3728856,-.44592541
-4.8398853,.92089517,2.2047300,-.18784049
-2.0713525,1.0948481,1.9937421,-.75683447
-4.1888575,.80027797,2.2799760,-1.5224261
-1.2069251,.92729649,2.0888629,-1.0547724
-1.0084203,.96442925,2.1044748,-1.3519551
-1.9645800,1.1846381,1.9037985,-1.4346616
-2.0204547,1.2174214,2.0458764,-1.0378649
-2.2258455,1.2744935,1.9061168,-.80546294
-1.5563486,.95924658,1.9905362,-1.1137370
-2.4781187,.67093041,2.2283784,-1.1957116
-2.3439914,1.0141113,1.9110122,-.88737122
-3.1570503,.58203362,2.3007202,-.71383072
-1.7128640,.98957608,2.0128578,-.87903488
-2.0307044,.71458427,2.2013076,-1.0715953
-5.0297733,1.0937160,2.3223320,-.39944082
-2.2539519,1.1169210,2.1345872,-.93456150
-3.2922525,1.4501537,1.7104956,-.87892489
-2.5742968,.63050269,2.2691875,-1.0093994
-5.4812364,.54014577,2.5199311,-.20577168
-2.0064879,.92046143,2.2034386,-.89098716
-1.4450013,1.1102356,2.0266176,-1.4948781
-9.2296884,1.1944832,2.5592145,.44015261
-1.6546152,1.0080017,2.0519339,-.86211911
-1.8876331,1.2928673,1.8767995,-1.0209708
-1.1881835,1.1487391,2.0142535,-1.1625013
-.96817829,1.0448478,2.0506752,-1.1457583
-3.7253668,.69012619,2.3660055,-1.2090402
-4.1239903,1.0992968,1.8289488,-.39661389
-1.3322343,1.0279905,2.0139833,-.98393408
-2.5325379,1.2050386,2.0086307,-.69191976
-5.8316234,.28663111,2.6385049,-.70107103
-3.0301105,1.2712795,1.9655393,-1.5084427
-3.9353549,1.4519720,1.8947420,-.46999827
-4.4646369,1.7008021,1.6674498,-.62575675
-5.9538987,1.1719014,1.7038152,-.61152832E-01
-3.9053170,1.2382825,2.1574918,-.96126918
-2.4905383,1.0077635,2.0619468,-.64590750
-2.8634732,.67610080,2.3051848,-.73755404
-5.1854922,.80512524,2.2858883,-.13870098
-2.6367500,.67567428,2.2486424,-.77351301
-3.8016628,.56470666,2.3095720,-.50510930
-.95385926,1.0354191,2.0114771,-1.2127043
-4.8969370,.86684448,2.2776343,-1.5383739
-1.4401553,1.0395744,2.0988561,-1.4413492
-3.5316784,1.0367951,1.8132113,-.83455625
-3.8594443,1.5278535,1.7022285,-.57787746
-2.0638111,1.2547056,1.8438684,-.96509030
-3.7990195,1.1998162,2.0784827,-.43142621
-1.1425285,1.0940767,1.9594865,-1.2306265
-3.8449716,.80125745,2.3923113,-.66855060
-2.9400400,.68286306,2.3145434,-1.2206025
-1.4365080,.83173409,2.1831991,-1.2159787
-1.4214874,1.0179680,2.1330131,-1.0849409
-3.1968526,.85269480,2.0528676,-1.5447299
-1.3086428,.96242532,2.1205712,-1.0157251
-1.2052635,1.1481805,1.9980606,-1.0995977
-5.4771064,1.3397500,2.0925201,-.15049387
-2.7701137,1.4005542,1.8801558,-1.1871696
-2.8213003,1.3228556,1.9891540,-.75028519
-4.5334511,1.6050255,1.6936814,-.40375124
-1.4511100,.87725043,2.1745139,-1.3385604
-1.1215175,.96818777,2.1064201,-1.4116855
-2.6047269,1.2359793,1.7926443,-.96737255
-1.2470636,.93086627,2.1571825,-1.1838664
-3.7919507,.96169107,1.9364745,-.43614275
-2.4507520,.84792784,2.0129642,-.86663052
-2.9180032,1.4134029,1.8443362,-.72662570
-2.0107081,1.1798349,1.9396684,-.80768477
-3.8850623,.45217977,2.2910017,-.81187694
-2.2112377,.84848466,2.2640688,-.99032896
-2.1656786,1.0609777,2.0912655,-.75418650
-2.0964778,.77594211,2.2199812,-1.3510022
-5.6752611,1.3252195,1.5372394,-.36114652
-6.3187071,1.4698181,1.4250501,-.28619935
-1.1794958,.90346175,2.0874929,-1.1245065
-2.2279319,1.0302934,1.9408414,-.79726663
-2.1662937,1.2888355,1.9652875,-1.2632503
-2.2450881,.92132632,2.2427008,-1.0840195
-2.7270653,.83130343,2.0890907,-.64823729
-1.3991677,1.1104860,2.0562301,-1.0223715
-1.5736494,.81884967,2.1117322,-1.1247573
-2.3793591,.80000303,2.2325839,-.76944603
-1.3004958,1.0731826,1.9495700,-1.1997591
-4.7534401,.65129188,2.4945058,-.86375577
-3.2118835,1.1074341,2.1832952,-.66770697
-2.9358134,1.1428226,2.0452733,-.57330088
-4.4391606,1.0456738,2.2996228,-.46514100
-3.3340813,1.4581679,1.9120789,-1.0139893
-6.4289549,1.7281472,1.7469169,.14878469E-01
-4.9321496,.90080500,1.7948992,-.56587116
-4.8930896,1.2361772,2.2430945,-.63877857
-1.7863800,.98665244,1.9771722,-.93190427
-3.3497059,.80077834,2.3538058,-1.0247458
-1.7215679,1.0828700,1.9168619,-1.2623013
-3.8242484,1.3986910,1.6659227,-.68045833
-1.3972860,1.0271392,2.0783950,-.95795835
-3.3328297,1.0403863,2.0267877,-.46233873
-8.4907364,2.0446423,1.2316903,.32988722
-2.5424176,1.3849323,1.8763847,-.85351263
-4.8999528,.64739595,2.2978534,-.20625711
-2.3435627,.73993984,2.1836991,-.79960789
-2.0167351,.85402382,2.0488152,-1.2991058
-2.2106572,1.3485471,1.8436455,-.99473625
-6.7515592,.73283466E-01,2.3164651,-.23780618
-2.5443403,1.0466134,1.9776482,-.65287323
