SampleLogFunc,intercept,slope,logSigma
-7.2748154,.40500034,2.7488042,-.64050218
-4.7313216,1.6374977,1.5948136,-.44845155
-3.8781154,.64881359,2.3383623,-.46001804
-4.5459978,.61195871,2.0886029,-.39687343
-11.410978,3.5340548,.77400138,.59913251
-3.6372594,.90312580,1.8834828,-.83914484
-4.5867411,1.6326454,1.6325208,-.45139804
-2.8231279,1.4337193,1.8081256,-1.0934184
-2.9942484,1.0639654,2.0785654,-.54518952
-3.5590087,.74960096,2.3881787,-.95117324
-2.8735917,.96447945,2.2210065,-1.3572005
-2.4787923,.72499414,2.1734410,-1.3331760
-1.0553763,1.1167947,2.0268653,-1.2101208
-1.0553763,1.1167947,2.0268653,-1.2101208
-3.3617832,.66268836,2.3119178,-.58037811
-2.3569765,1.1917649,2.0515465,-.78333113
-2.9914375,1.3436152,1.7518099,-1.0786494
-4.2422751,1.3829436,1.7061529,-1.2110574
-3.8568424,1.4707946,1.6583078,-.66419744
-1.2295541,1.1402659,1.9962699,-1.0667360
-1.2225757,.94066666,2.1058711,-1.0369057
-4.1790159,.51888157,2.2224466,-1.0882604
-5.4557882,.34802307,2.5294874,-.93277508
-2.2539950,1.1524742,1.8442522,-1.0282657
-3.2085742,.67349640,2.1366784,-1.2136987
-1.1280020,.97218130,2.0640705,-1.0631210
-2.7043843,1.0169703,2.1660026,-.66958597
-1.0479402,.90978207,2.1168642,-1.2295636
-2.8280357,1.1452291,2.1306800,-1.2683757
-1.3191567,.88714078,2.1709536,-1.2610435
-2.0863680,1.0437320,2.1594401,-1.2798268
-3.3794017,.90847397,2.3061982,-.67253506
-4.2494167,.61125564,2.0662751,-.58220831
-2.0070455,.94549136,2.1897579,-1.3722826
-1.3722490,.84419442,2.1683635,-1.1201455
-2.0052595,1.2046162,2.0478648,-1.2266017
-2.0121253,.91585517,2.2289045,-1.0966120
-3.4850007,1.3852986,1.8432431,-1.3970551
-5.4393846,1.1215457,1.6517794,-.71420150
-3.1614902,1.2421366,1.7513394,-.95255934
-3.1068418,1.0095949,1.8635448,-1.0665173
-4.8675955,.28700248,2.4009705,-.52639348
-3.1639130,1.0647050,2.1274100,-.53884935
-7.5686906,-.21325436,2.7570011,.11427156E-01
-1.5299580,1.0176969,1.9803792,-.97926143
-2.6061923,1.3867706,1.8041240,-.86847472
-3.9204912,1.1271199,2.1701990,-1.3298469
-1.6864909,1.2323147,1.9910334,-1.0570605
-2.9183667,1.2443818,1.9570121,-1.5691060
-4.9674889,.83082727,2.4145421,-1.0271700
-4.3229578,.38985897,2.3180928,-.78508300
-2.7758769,.92309818,2.1886724,-.62758469
-1.8291591,.93544044,2.0787053,-.82733153
-3.5568754,.59598658,2.1460799,-.96297022
-2.3236616,1.0580713,1.9373268,-1.4933930
-1.8984446,1.1129218,1.8948518,-1.2683740
-5.1553011,1.0952838,2.0970503,-.12083388
-1.6783944,.95082696,2.0061356,-.96150246
-1.7707922,.98341307,2.1365469,-1.4912168
-4.0056832,.94047271,1.9845948,-.36010314
-2.2746562,.88969449,2.2500346,-.92014715
-1.8370077,1.1229101,2.0757511,-.90404340
-2.2152474,.74331588,2.2247456,-.85026772
-3.3087253,1.4035830,1.9707867,-1.0423505
-4.2776942,.92808188,1.9831991,-.30846827
-4.3922661,.48608910,2.2096895,-.97583539
-4.5991393,.68583029,2.2031374,-1.5648450
-4.3030721,1.3954447,1.9211209,-.34380366
-3.1669397,1.3493001,1.9901432,-1.1895963
-5.2104487,1.4441288,2.1088502,-.69901673
-1.8748339,.91152620,2.1633343,-.85066345
-1.3718185,1.0986225,2.0242086,-1.4987584
-7.5617871,.13537446E-01,2.2569523,-.28148491
-2.9208911,1.3397592,2.0130901,-.93539630
-1.9689015,1.2390713,1.9773753,-1.3750425
-1.5020032,.96878083,2.0916903,-1.5494528
-1.7557233,1.0115486,2.1572716,-.98727637
-4.5877592,1.2660932,1.8953757,-1.7062566
-2.9987512,.79903636,2.1765976,-.57228614
-2.3639527,.96623449,2.0010399,-1.5497760
-4.1788703,1.1755163,1.7048544,-.68716845
-1.4959644,.86587445,2.1829610,-1.3206319
-1.0813577,1.0902496,1.9690461,-1.2263114
-2.8831929,1.3030642,1.7948341,-.71397283
-1.1824483,1.0173096,2.0082503,-1.0726146
-1.0097519,.98785841,2.0474450,-1.3904867
-1.0097519,.98785841,2.0474450,-1.3904867
-1.0097519,.98785841,2.0474450,-1.3904867
-2.5842057,.93263567,2.1579777,-.65201431
-2.2498542,1.0494493,2.0289042,-.70401698
-6.3238549,1.2161261,1.9946477,-1.8538821
-4.1492205,.49689365,2.4776701,-.78330917
-3.3108903,.52325741,2.3357159,-.91374518
-1.3284413,1.0086392,2.0900512,-1.4923674
-1.3095133,1.1242112,1.9387435,-1.3073964
-1.4488611,1.1548309,1.9373651,-1.0125739
-7.3867889,.22720765,2.1048122,.10242643E-01
-3.7654120,1.1651998,2.0900937,-.42634196
-2.6734490,1.1623800,1.8531923,-1.3556896
-1.1835224,.99341545,2.0017552,-1.2113656
-1.9422450,1.2582903,1.8479919,-1.1035467
-1.8092919,1.0921576,1.9287483,-1.4056283
-1.6929586,1.0984972,1.9838670,-.86823701
-1.4461733,.86277005,2.1766886,-1.3204217
-2.1359719,.82988904,2.2209952,-1.3919123
-6.4902653,1.7702728,1.4758840,-.28060109E-01
-1.9980123,1.2825795,1.9739253,-1.1588727
-1.8375527,.84085710,2.0891575,-1.3695907
-1.4792880,.98224240,2.0604507,-.92099333
-2.2225941,.96065369,1.9797743,-.80248808
-3.5495558,.69050867,2.2737277,-.49698274
-1.9591918,1.1591159,2.0692547,-.91594493
-1.9978340,.85054277,2.2387523,-1.2356165
-2.5645864,1.0222186,2.1615090,-.70670205
-1.4426241,.83195635,2.1823323,-1.1257358
-4.4778623,1.1515223,2.2291630,-1.0401553
-3.2087340,.58019346,2.2072744,-.99023433
-2.0046803,1.2861095,1.9198043,-.90910715
-5.6788675,1.7942854,1.4992594,-.27882975
-3.6239888,.77231501,2.2366236,-1.5715911
-7.1237436,.80085237,2.0592116,-1.7475306
-5.6708969,.56290700,2.5653909,-.86201643
-3.2770263,1.1944625,1.9887546,-.49622936
-1.6889837,.88853942,2.1693745,-.92124655
-1.7879944,.98759430,2.0115818,-.85815681
-2.7156368,.93910978,1.9884771,-1.4850706
-.98804963,1.0870215,2.0420769,-1.2150140
-1.1813182,1.1174079,2.0478758,-1.2573897
-1.1718274,.90704049,2.1193087,-1.0975301
-3.8413816,1.3936685,1.6716175,-.63914619
-5.0317398,1.0869421,1.6858909,-.53114550
-2.9424161,1.1162379,1.8166043,-.83425232
-1.7884556,1.2349776,1.9521357,-.92860154
-1.2064726,.91582176,2.1370747,-1.0941597
-2.0571508,1.3153917,1.9266268,-1.1870496
-1.8412819,1.2294116,2.0131734,-1.0264978
-2.3554248,1.1181114,2.1003618,-.76671952
-3.2088094,1.2041369,1.7690463,-.74693038
-2.3476154,1.0081178,1.9138348,-1.1991467
-1.4523045,.99459415,1.9826384,-1.2998510
-1.2907482,.88186697,2.1188414,-1.3774358
-2.8849484,1.3674200,1.8111973,-.70609287
-2.2625472,.79284283,2.0850279,-.86618465
-3.1377681,1.2303053,1.9677853,-1.6136909
-1.1218556,1.0788572,2.0502464,-1.0942012
-2.5108107,.84407929,2.2792727,-.86297159
-2.4961157,.86595266,2.2349598,-.74747235
-3.4012375,.55850974,2.2644920,-.65781205
-5.5926006,.41284512,2.4874016,-1.0889513
-1.6391522,.97635297,2.1592646,-.98116484
-5.0747101,1.5232136,1.7974026,-.20612265
-2.9984919,1.1076597,1.8192022,-1.0584152
-2.5689210,1.0745584,1.8779900,-1.2661960
-1.5614282,1.0908237,2.0180042,-.90022838
-.97262671,1.0803543,2.0463681,-1.2350340
-6.6223705,1.0084288,1.6735985,-.19426192E-01
-1.6697666,.92774265,2.1601754,-.92303491
-2.7000664,.64689642,2.2669868,-.79850503
-1.9516842,1.1085200,2.0418408,-1.5768110
-1.7576889,.78251100,2.2229972,-1.0820299
-2.9732053,.59514409,2.2989170,-.78120561
-1.6689123,.89320739,2.1048744,-.89475033
-2.9195582,.64629624,2.1500685,-.89989490
-3.7258190,.70437817,2.0832888,-1.2451853
-3.4742398,1.0304915,2.0818944,-.43670440
-1.7361650,.80263699,2.1587083,-1.3488360
-4.0932536,.40351991,2.3991146,-.79028368
-7.0556075,.48368544,2.3819752,.19026189
-2.7412903,.78051061,2.1658187,-1.5211207
-2.1490368,1.3342064,1.8966858,-1.1958958
-1.1610952,.89022358,2.0940501,-1.2169863
-1.1352474,1.0977286,2.0530887,-1.1490432
-1.1352474,1.0977286,2.0530887,-1.1490432
-2.5618048,1.1696391,2.1126217,-.83670683
-4.3100759,1.0914580,2.2821155,-.86806206
-2.1260106,.90187863,1.9856104,-1.0480357
-2.0588047,1.2453153,2.0128181,-1.2301651
-3.0564403,1.0385931,1.8860304,-.64428197
-2.3748776,.74999696,2.1319412,-.82126191
-1.7231578,1.1025109,2.0614192,-.88828555
-2.0639051,1.2920679,1.8898673,-.89423924
-1.9232025,1.1403709,2.0231237,-.82112430
-1.4704471,1.0933646,1.9563204,-1.4324396
-3.1050285,1.2250969,1.9161184,-.54242099
-2.2596089,1.0264095,2.0244038,-.70395702
-2.9809204,1.4155702,1.9132971,-1.1060453
-2.8111891,1.3766478,1.8337601,-.72263849
-1.2493777,1.0314348,2.1115933,-1.3000544
-4.5974991,1.1320073,1.8356326,-.26734447
-6.9754120,2.0849786,1.2925079,-.31792967
-7.5689155,.81634476,1.6645036,.77100625E-01
-1.5936036,.87821815,2.1962372,-1.2912110
-5.1263632,.45793649,2.5849148,-.48892149
-7.8737015,1.7209279,1.5668402,-1.1883698
-1.4410543,1.2160730,1.9648100,-1.0981395
-1.1723871,.98312723,2.0107657,-1.2699165
-1.0567602,.96655681,2.0426138,-1.1617601
-2.6106527,.77925570,2.3130659,-.94044815
-4.1002655,.67454969,2.4561273,-.75589391
-4.0602892,.74779029,2.1799058,-.35109137
-1.0628650,1.1182942,2.0034045,-1.1426852
-2.8677814,1.1490636,2.1423982,-.75850269
-4.8533557,.54419807,2.0813030,-.44136433
-4.5355725,.96509239,1.9207681,-.27998693
-5.0670411,1.0914652,1.7055006,-.85729902
-4.1740590,.61952891,2.3424473,-1.3342405
-5.2695879,.26353139,2.5823168,-.59798756
-3.9806629,1.2518801,1.9347622,-.35592011
-3.4336636,.69347532,2.3891595,-.72632419
-3.7315666,.51109725,2.2191755,-.76523488
-5.6181614,1.8919605,1.6484090,-.47915662
-1.5475610,.91994040,2.1773139,-1.0212716
-3.1480835,1.2688724,2.0125215,-.59116544
-1.3114409,1.1366735,1.9288797,-1.1959630
-3.0493266,1.0306347,2.0925328,-.53021510
-3.8345572,.72918786,2.2664696,-.41714482
-1.5888632,1.2228623,1.9406607,-.99965140
-2.4044898,1.2718150,1.8352332,-1.2984575
-3.3861949,.71713639,2.1942320,-1.4929399
-2.8366029,.62306106,2.3150635,-.82939251
-2.3935223,1.1838414,1.8693175,-.76928388
-1.5769045,.87726205,2.0953179,-1.4352208
-2.5738686,1.2362895,2.0200216,-.72834732
-3.2964467,1.3566862,1.7254135,-.72590321
-1.0006386,.99813890,2.1020350,-1.2163356
-2.7206659,.98726784,2.0544461,-1.7367953
-1.3305862,.88880039,2.1153911,-1.4103161
-1.2357732,.85926709,2.1358236,-1.2348677
-1.9839939,1.0246848,1.9995306,-.78977938
-1.5300173,1.1983400,1.9501562,-.99012912
-2.1100891,.77479808,2.1124003,-.92100009
-2.9029466,1.4243866,1.7945124,-1.1381302
-2.6352101,1.2484240,2.0516118,-1.2075277
-.96722469,1.0013223,2.0846849,-1.3606436
-.96722469,1.0013223,2.0846849,-1.3606436
-.96722469,1.0013223,2.0846849,-1.3606436
-2.1832200,.77328880,2.2070455,-.82340361
-2.0002457,1.0490867,2.0709207,-1.6211665
-4.9740435,.92085367,1.7826459,-.68068605
-2.7727897,1.4403228,1.8530099,-.93947006
-2.5823520,.73330914,2.3100353,-.87874065
-4.2484817,.98397295,2.2142210,-.32979346
-5.2729312,.79966745,2.1981622,-1.7786485
-2.9103879,1.1657019,2.1519510,-.92709148
-1.9771273,1.2814503,1.9339864,-.92153647
-2.4952348,1.0217684,2.0676110,-1.7138317
-2.4952348,1.0217684,2.0676110,-1.7138317
-2.4942408,1.3399905,1.8702690,-1.3106756
-2.8022677,.86412460,2.2144726,-1.5259751
-1.0835844,.95820691,2.0393960,-1.2772414
-3.2281233,1.0848057,1.8808030,-1.4412532
-1.4350254,.88377162,2.0773206,-1.3515268
-.89493633,1.0084664,2.0383408,-1.2999687
-1.9729839,1.0979142,1.8882073,-1.1757516
-1.7912832,1.1764584,1.9507869,-.87078876
-2.1935792,1.1557548,2.1087200,-1.0950081
-.86790046,1.0446732,2.0345142,-1.2904484
-3.7498339,1.3406884,1.7453551,-1.2564331
-1.8943070,1.1411820,1.9932400,-.81744503
-3.1693704,.82077452,2.1273840,-1.6252499
-4.5497068,1.2385643,1.6777597,-.94545879
-2.9516385,1.1189518,1.8573219,-1.3508795
-1.3438250,.94217543,2.0569353,-1.0056252
-2.7315193,.68915085,2.1767511,-.74460630
-1.5412485,.98746782,1.9743400,-1.2182631
-4.6331011,1.4435386,1.7479108,-1.3611759
-3.3801704,.52760090,2.3239960,-1.0111647
-1.1275197,1.1336135,2.0125240,-1.1442494
-1.1275197,1.1336135,2.0125240,-1.1442494
-2.2619500,.75879337,2.2012726,-.80556095
-1.8210515,.80403000,2.2006368,-.94008169
-7.8869005,1.8816341,1.1361162,-.60279832E-01
-4.2267933,1.2312817,2.1708629,-1.0104322
-1.7033699,.98134836,2.1063328,-1.5665470
-3.1090587,1.1392811,1.8289331,-.65379077
-1.1391437,1.0436894,2.0971487,-1.2444824
-4.2921655,.62937906,2.3937901,-.40045422
-1.9088761,1.1361738,2.0483824,-.84738722
-2.8856257,.78388334,2.0516180,-1.2457737
-5.6502480,.26631538,2.3881286,-.21552462
-2.1789975,1.1988754,1.9146931,-.77727602
-3.0145451,.75540000,2.2530319,-1.4506853
-2.4450560,1.0102770,2.1434491,-.70444672
-1.3449946,.86799379,2.1565112,-1.0738071
-2.8764922,1.1201852,1.8247524,-.79918304
-2.4866700,1.2064935,1.8900346,-.70935376
-1.6566041,1.1768356,1.9632757,-1.4729497
-1.6271840,.81224848,2.1323906,-1.0229030
-1.8033145,1.2463464,1.9931651,-1.0596062
-4.2795357,.46311836,2.4787965,-.59076460
-2.9271111,1.3990384,1.7738256,-1.1390645
-.98946142,.97458186,2.0637905,-1.1432407
-2.4669670,.95515633,2.2415803,-1.0830946
-1.5190873,1.1700786,2.0190198,-1.3608926
-1.8618177,1.1664122,1.9527498,-.84312575
-1.7250167,1.0773289,2.0077263,-.84802496
-1.3777405,.89499335,2.0559566,-1.2285505
-1.4314700,1.1035144,2.0696152,-1.0295401
-2.4649207,.93421199,2.0515448,-.67157711
-2.2189329,1.0035885,2.1272210,-.74343116
-1.9168980,.93669886,1.9872797,-.96114806
-2.6602480,1.1672061,2.1338914,-.95988500
-7.5026235,1.4732266,1.3082085,-.58367315E-01
-3.0721642,1.4496147,1.8975337,-.98139042
-2.0418138,1.1282008,2.1098587,-.95539168
-1.1890875,.96769006,2.0307189,-1.3644020
-2.5991273,.79488449,2.3091512,-1.0198127
-3.2117182,1.1054263,2.2029165,-.75696853
-1.8904711,.79182097,2.1949062,-.91407801
-1.5881999,1.1450335,2.0692552,-1.1762667
-1.8820298,.93519281,2.0209965,-.87040290
-4.2440853,.71955737,2.4086130,-1.0989960
-2.3208385,1.1787351,2.1018363,-1.0260209
-1.8490463,1.1991386,1.9836362,-.87495304
-2.9527278,1.1455494,2.0623637,-1.5872313
-1.4532888,1.0391137,2.0732081,-.93978761
-2.6699477,.86004236,2.0223133,-.71764611
-2.3171698,1.1718614,2.1050210,-.97375973
-1.9761622,1.2247280,2.0325535,-1.0115918
-2.8487570,1.0929613,1.8421047,-.78343242
-.90898433,.99028336,2.0674390,-1.3481431
-1.6517767,.99770029,1.9592839,-1.1911519
-1.9817803,.95857952,2.0996314,-1.6285320
-.96066626,1.0308537,2.0803739,-1.2677710
-1.6520108,.91184766,2.0365593,-.97012212
-2.3244459,.93089265,2.2422279,-1.1150972
-5.5147082,1.0134118,1.7867235,-.15874382
-2.7510400,1.2400553,1.9201452,-.63148938
-1.8660602,.83201414,2.1353313,-1.4508194
-2.8008706,.97605574,2.0934154,-.57868522
-1.0865666,.91259941,2.0873350,-1.2963582
-1.9362221,1.0568335,1.9617705,-.82913852
-3.5256552,1.0038842,2.0357816,-1.8093387
-4.7721199,.89334930,2.2685660,-1.5254570
-1.7193357,1.2571017,1.9699604,-1.1334625
-2.5355344,.64171715,2.2826843,-1.0065058
-.87816821,1.0419892,2.0482229,-1.2380478
-1.1797062,1.0306989,2.0882915,-1.4106388
-1.7799794,.89911750,2.0646269,-.88428743
-4.7250618,1.0553462,2.2599563,-.30645191
-2.9793349,1.1679098,1.9787501,-.55267790
-4.0221256,1.3893879,1.7709490,-.41479541
-3.0421157,.70882607,2.3542146,-.79834603
-1.6657117,1.0979441,2.0340936,-1.5552890
-4.2030615,1.5687585,1.6477655,-.54725669
-6.6596702,.29994044,2.3936274,.66189172E-01
-6.9678341,.35059820,2.3437949,-1.1972417
-3.2467991,.68587031,2.3663635,-1.0763214
-1.8612236,.82618467,2.0728487,-1.0247924
-3.6765389,1.4601324,1.8618716,-.53528272
-5.7078143,.97580800,2.4466394,-.33297080
-1.3769469,1.2006308,1.9657827,-1.3034957
-1.9906905,.92340392,2.2080467,-.91923959
-2.0557338,.85415666,2.2087339,-1.4115869
-6.6774307,.35039850,2.5237573,-1.1126224
-2.5174141,.96608432,2.1450262,-.66703821
-4.7050495,.41353828,2.5291901,-.76036342
-9.3944204,-.25020154,3.2700668,.19214847
-5.7359061,.22882327,2.6541174,-.40436372
-7.5843351,2.2048593,1.3080355,-.44610506
-2.3353025,.93955771,1.9490912,-1.1253790
-.98053608,1.0283675,2.0156145,-1.1740284
-1.9075235,.94677178,2.1999321,-.97022814
-1.7101134,.98280877,1.9827475,-1.3688999
-3.4958995,.86337169,1.9332691,-1.0527600
-2.5594362,1.3320296,1.9806232,-1.0891835
-1.7417089,.93782103,2.0314833,-.89732375
-3.3584270,.73630697,2.3762172,-.98469233
-1.3928628,1.1143980,1.9912948,-1.4929646
-1.5746502,1.2232237,1.9892802,-1.2142311
-3.0296869,.98420840,2.2403339,-1.2185702
-2.4865872,1.3788962,1.9147692,-.98584419
-2.3190271,1.2543540,1.8207159,-1.1761869
-2.2560474,.75250940,2.1598669,-1.3464870
-3.3742610,1.1301871,2.0446137,-.46959703
-2.1716293,1.2513577,1.8254161,-1.0838635
-4.1205036,.71565883,2.4368707,-.59999212
-3.0432150,.56756765,2.2790388,-.82766427
-1.0276461,.94402770,2.1120471,-1.1660845
-4.4930854,1.6935785,1.6847318,-.55329313
-4.5356174,1.6346270,1.6231367,-.89061670
-3.7482024,.76860787,2.2277620,-.41745679
-2.2068580,.69181486,2.2453775,-1.1133236
-2.3321276,.73342052,2.1158934,-1.0674769
-1.9181492,.94844850,2.1693728,-1.4466423
-1.8902394,1.0875292,1.9572540,-.83339154
-2.2950427,.72931528,2.1526809,-.87359422
-5.1846630,1.4774271,2.0779445,-.42397595
-1.6645848,1.0632053,2.0775728,-.89048143
-1.9439529,1.2519562,1.9454679,-.88761022
-1.3027932,1.0779115,2.0817904,-1.3448140
-1.7742874,.90581105,2.1559946,-1.4985448
-1.4589407,1.2263736,1.9330030,-1.1079123
-1.2184891,1.1491524,1.9504316,-1.1267086
-1.7891579,1.1413055,1.9985207,-1.5493955
-1.4830981,.82409833,2.1904581,-1.1485723
-1.2075900,1.0364686,2.0133736,-1.0317301
-2.6566477,1.3789396,1.9301943,-.86960353
-1.5325632,1.1494508,1.9057861,-1.0947745
-2.1510564,1.2411581,1.9027738,-1.4429864
-2.8381943,1.4225765,1.8172061,-1.1517758
-2.8863372,.97152467,1.9978594,-.58719188
-3.3691385,.98616454,2.1665812,-.48882633
-2.7361587,.75935565,2.2414157,-.67697365
-4.7392600,1.6993132,1.6963488,-.43548661
-.98279787,.97340863,2.0693932,-1.1450542
-6.4489075,1.0985337,2.3899368,-.68241957E-01
-3.5343362,1.1919447,2.1159502,-1.3162096
-1.3705862,.97561429,2.0096497,-1.0467476
-3.0388555,.97274848,1.9067358,-.69305575
-2.2860223,.78796845,2.2187747,-.78835587
-2.1898663,.92149572,2.1260332,-.73414444
-4.9744816,1.4836974,1.9927413,-.31137093
-2.5222444,.94841309,2.0143231,-.67669387
-1.3273166,1.0802805,1.9561548,-1.0701787
-1.3561861,.93808251,2.1514084,-1.3660184
-1.3547648,.97429405,2.1462214,-1.3156262
-1.2902414,1.1674603,1.9618808,-1.3621393
-1.8086598,.84427469,2.0588469,-1.0550206
-1.6210114,.91803286,2.1806419,-.99127229
-2.0241607,.96312920,2.0314402,-.78490551
-1.7694926,.89272397,2.1738787,-.89829891
-2.4488114,.91048711,2.2405400,-.81816779
-3.6380114,.67578984,2.4152429,-.89315863
-7.2927451,.20032400,2.3179110,.14579142
-2.7122682,1.1479752,1.9169655,-.63196893
-3.6814779,.65169266,2.4186690,-.69588058
-5.3237388,.60506931,2.0407236,-1.0053627
-2.5115757,1.0249865,2.0018540,-1.6737619
-.97041177,1.0386327,2.0528081,-1.3951364
-1.1697466,1.1599846,1.9528179,-1.2272383
-3.2778396,.65000018,2.2092419,-.59486442
-2.7559288,.80769871,2.3006895,-.78771671
-2.8693966,1.3679429,1.9529398,-.76842293
-4.6379755,1.4214978,1.6881618,-.32516157
-4.2837509,.49265259,2.1778100,-.82159703
-3.0230408,1.3067846,2.0184028,-.70044407
-1.9765013,1.2287024,1.8463292,-1.0704008
-4.0516379,1.0329325,2.2835942,-1.0264902
-2.8336450,.89225675,1.9955288,-.67092405
-3.0597329,1.1129345,2.0187295,-.52609101
-2.5349699,1.1428559,2.1306040,-.84670263
-2.5234225,.64355857,2.2630602,-1.0809672
-4.1965910,.88708763,1.8558722,-.75629307
-4.0155184,1.1732917,1.8332755,-1.4882986
-1.2793331,1.0367742,1.9680925,-1.2051765
-1.0836890,.95737255,2.0419441,-1.3002327
-3.5742965,1.2992250,2.0861445,-1.0261344
-2.1338468,1.0733264,1.9709665,-1.5989370
-1.2366731,1.0558516,1.9700733,-1.3246836
-2.2699184,1.2378109,2.0419122,-1.1811670
-2.3390324,1.3240237,1.8357135,-.86699578
-2.7349790,.71585624,2.1097172,-.81174457
-1.3899438,.89364304,2.1705300,-1.0732745
-4.7304433,.76554726,2.1379692,-1.6725374
-2.6625335,.80110032,2.2821265,-1.2735678
-1.1145227,.97158212,2.0280426,-1.1647295
-2.2866832,1.2285047,2.0446260,-.88361794
-3.7248578,.64915627,2.2216142,-.46907700
-1.8198327,.75112180,2.1802495,-1.1571851
-2.1259285,.84326633,2.2576346,-.99083062
-2.1259285,.84326633,2.2576346,-.99083062
-1.9536346,1.1613580,2.0006601,-1.5423734
-2.9019102,.91404604,1.9354044,-1.1186442
-4.0852735,.97566233,2.3266412,-.58257325
-2.6856650,1.1755638,1.8266800,-1.2290953
-6.1121103,.78729546,1.9138238,-1.1664365
-6.2203979,.98850603,1.9007276,.56081324E-01
-2.1583951,1.2725169,1.9022343,-.82841539
-1.7013249,1.0342279,1.9409702,-1.0265594
-1.8943851,1.3065835,1.8985981,-1.0483064
-9.6606709,.27882129,1.8899160,.52309110
-6.1093104,1.4329294,2.0888170,-1.0339774
-2.1768658,1.1806625,2.0874079,-.98796951
-1.5289561,1.2418228,1.9451957,-1.2131194
-6.2024846,.88621562E-01,2.5241532,-.19359778
-5.7794806,.28638869,2.4383554,-.15119899
-1.3144496,.94813779,2.0796581,-.99146097
-1.1557060,1.0163388,2.1007472,-1.3766922
-2.5011987,.92927158,2.2054604,-1.4384790
-1.1947991,.90437889,2.0703409,-1.2230228
-2.4783437,1.3188592,1.8638663,-.77259229
-3.7796078,1.5924056,1.7649473,-.73900330
-3.0744296,1.0177391,1.8873702,-.66235957
-4.6513047,1.4106444,1.6313457,-.99932313
-3.9287919,.92958690,2.0253762,-.35952960
-1.4431721,1.1988636,1.9096128,-1.2099802
-1.4810595,1.0454057,2.0796882,-.94165294
-2.8449908,1.3753792,1.9465508,-.78895044
-1.7593731,1.0886760,1.9723980,-.85729294
-1.5727848,1.1358684,1.9156602,-1.3239943
-2.4231138,1.3161795,1.8732901,-1.3486106
-4.9803467,1.0617101,1.8805024,-.17856598
-1.8812712,.80755223,2.1057226,-.95204692
-2.1138488,1.2176696,1.8593827,-1.3049623
-2.2754617,1.3469579,1.8552012,-1.1983176
-2.0822370,.70905406,2.2317514,-1.0251252
-4.2324775,1.3841571,1.9634913,-.37639753
-3.2255719,1.1103089,1.9337839,-.50687258
-1.2598826,1.0843295,2.0753685,-1.3309999
-1.2127446,1.1773582,1.9615538,-1.2644771
-1.8618299,1.0847804,2.0280365,-.81020261
-3.1487004,.56716119,2.2802270,-.75156409
-5.0970039,1.3595744,1.9974627,-.18274739
-1.9064906,.78258847,2.2246971,-.95857699
-4.5830630,1.5701250,1.5899664,-.50362719
-2.1135742,.99327008,2.2013469,-1.1109830
-1.2983241,.92044685,2.1229176,-1.0221351
-3.6663312,.76141834,1.9803842,-.75652237
-1.4541395,1.1870528,1.9168324,-1.2948087
-3.2917837,1.4813776,1.7497825,-1.0510370
-3.6557870,.85777866,2.3635605,-.79461486
-1.8339440,1.0808687,1.9826369,-.82809625
-1.9823890,1.1865320,2.0636105,-.98466068
-1.9765281,1.0527182,1.9922435,-.78731617
-1.3146592,.92403263,2.0807106,-1.4474846
-1.7955936,.76286989,2.1639231,-1.1948011
-.94098766,.96597900,2.0876298,-1.1943464
-2.4199712,1.3773693,1.8860320,-1.1253506
-3.1418198,.57100891,2.2238273,-.89510300
-2.0241525,.75682928,2.1248448,-1.0652873
-2.6417343,1.2878589,1.7805634,-1.0462263
-1.2155785,1.0563057,2.0773771,-1.4055400
-6.8554635,.97012376,1.8918848,.16917671
-5.0252008,.55105784,2.4451129,-1.1741049
-1.2697007,1.1735115,1.9459674,-1.3032017
-2.4892322,.73070085,2.2741334,-1.2650828
-2.2559057,.99580159,2.1444531,-.74906306
-3.0438131,.81604092,2.1626505,-.55511947
-1.7824365,1.0175591,2.0680029,-.82703498
-3.2891710,1.2496746,2.1010556,-1.0960218
-4.5678936,.37450521,2.4807305,-.81990869
-.91628937,1.0400439,2.0657665,-1.2684514
-3.0851915,1.4731133,1.8491403,-1.0114998
-3.7924121,1.0384448,1.8845176,-1.4330298
-3.8999106,.72390732,2.0820450,-.44986595
-2.5834382,.80210080,2.2507846,-.72822676
-2.2266344,.75573089,2.2698562,-1.1943572
-4.3734401,1.0529114,1.7970583,-1.1211038
-11.172712,2.3930548,1.5948468,.85511830
-1.3103023,.91350268,2.0712322,-1.0477273
-1.4043265,1.0181219,2.0837823,-.95595681
-2.4928290,1.0903119,2.1702694,-1.0930939
-1.6930845,1.2158012,1.8774173,-1.1003168
-3.0624485,.85047259,2.3188682,-1.0527319
-7.6062991,.88461786,2.6752586,-.17660182
-3.7192196,.56254517,2.1643202,-.69234691
-3.4514260,.64410972,2.1453977,-1.1807824
-2.8808795,1.3822287,1.9082796,-1.2430657
-1.3879002,.94071891,2.1592966,-1.3292299
-1.8224471,.93385429,2.2017621,-1.0067442
-3.3935283,1.3662224,2.0007033,-.65518679
-3.1224310,1.1023551,1.8180012,-.74987300
-1.1640074,1.0315801,2.1051391,-1.2811085
-2.5051426,.65228438,2.2527486,-1.1265640
-2.6688752,1.2814525,2.0380286,-.86353650
-4.8101455,1.6994185,1.5746082,-.51491634
-2.5931059,.97413290,1.9143280,-1.1278325
