ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,AverageLogX,AverageLogY,LogStandardDeviationX,LogStandardDeviationY,FirsherTrans(rho),cutoffSlope,cutoffIntercept
1,0,.18905859,.44142892E-02,1,13,-1929.1459,.11663956,-.12297429,-.35440959E-01,.29474272E-01,.58065533,1.5013776,-.21000335E-02
1,0,.18905800,.0000000,1,2,-1930.1410,.36411621,-.12970181,.74473401E-01,.54386897E-01,.51087580,1.5012263,-.17131902E-02
1,0,.18903539,.0000000,1,7,-1930.2354,.22600622,-.15057838,.10235177E-01,.52088052E-01,.50684644,1.4987910,-.69466263E-03
1,0,.18905842,.0000000,1,4,-1930.9609,.76119095E-01,-.12322220,-.20416436E-01,.76567347E-01,.60375721,1.4974856,-.40811288E-02
1,0,.18912210,.0000000,1,2,-1926.9440,.10946322,-.22284724E-01,.69044890E-02,.24058334E-01,.62785416,1.4963274,-.29030093E-02
1,0,.18917881,.0000000,1,1,-1926.8279,.11759434,-.39090737E-01,.31309881E-02,.15339067E-02,.60431571,1.4987344,-.23086208E-02
1,0,.18922139,.0000000,1,2,-1927.1715,-.36356482E-01,-.65668415E-01,-.52218858E-01,.13784511E-01,.64496847,1.4955849,-.40814361E-02
1,0,.18921961,.0000000,1,1,-1928.9800,-.14958316,-.89477035E-01,-.74079055E-01,.23437481E-01,.66441241,1.4997371,-.48704136E-02
1,0,.18925736,.0000000,1,3,-1928.1036,-.71365649E-01,-.57600985E-01,-.45689392E-01,.56977807E-01,.70395779,1.5052296,-.46935182E-02
1,0,.18924236,.46028498E-02,1,4,-1930.5513,-.13700495E-01,-.10287973,-.27252519E-01,.60205249E-01,.61007643,1.5047680,-.51569714E-02
1,0,.18924321,.0000000,1,6,-1928.6800,.18633092E-02,-.10846604E-01,-.12858064E-01,.33021355E-01,.65392117,1.5052951,-.47021693E-02
1,0,.18924059,.0000000,1,1,-1930.5660,-.16141978E-01,-.49426158E-01,-.21125454E-01,.35162709E-01,.60983175,1.4984243,-.44251506E-02
1,0,.18929722,.0000000,1,1,-1928.3396,-.33096271E-01,-.55533189E-01,-.11469917E-01,.21081516E-01,.63753392,1.5024380,-.44653560E-02
1,0,.18934866,.0000000,1,7,-1928.5009,.18476866,-.10738118,.46447476E-01,.28673927E-01,.56340403,1.5001073,-.39233800E-02
1,0,.18936078,.0000000,1,8,-1928.5553,.19978269,-.65868356E-01,.65037065E-01,.17578890E-01,.58332622,1.4992934,-.38867318E-02
1,0,.18937627,.0000000,1,5,-1928.8277,.20154324,-.57677784E-01,.47683325E-01,-.32877075E-02,.59496068,1.5028033,-.50502926E-02
1,0,.18924423,.0000000,1,14,-1929.6350,.10776788E-01,-.14828348E-01,.66957106E-02,-.12316929E-01,.64143016,1.5032477,-.49499459E-02
1,0,.18922077,.0000000,1,9,-1927.0918,-.28936789E-03,.24720145E-01,-.92420451E-02,.18754848E-02,.67982730,1.5017984,-.32121010E-02
1,0,.18926755,.91566892E-02,1,8,-1927.1858,-.36115315E-01,-.68748892E-01,-.30385798E-01,.65401095E-02,.63608638,1.4986682,-.38629884E-02
1,0,.18932136,.0000000,1,2,-1927.0858,.55763848E-01,-.49917390E-01,-.17862718E-01,.12946298E-01,.65900433,1.4974080,-.46633095E-02
1,0,.18934673,.0000000,1,1,-1927.6765,.23224747,-.16549638E-01,.57201043E-01,.17760847E-01,.63983523,1.4978939,-.46696752E-02
1,0,.18928961,.0000000,1,17,-1924.7119,.34517100E-01,.14100288E-02,.24555261E-01,.38275684E-01,.72363988,1.4971088,-.23092149E-02
1,0,.18925737,.0000000,1,10,-1924.5828,.10272944,.62473887E-01,.38713714E-01,.42425997E-01,.75561157,1.5007210,.65726130E-04
1,0,.18908934,.0000000,1,26,-1924.7148,-.11047954E-01,.24098521E-02,-.79240340E-02,.19261782E-01,.75900852,1.5018144,-.16236729E-02
1,0,.18910485,.0000000,1,1,-1925.5996,.61965097E-01,.38530355E-01,.45605619E-01,.22674249E-01,.76215678,1.5027075,-.25587289E-02
1,0,.18907418,.0000000,1,5,-1926.4496,-.71996515E-01,.29456245E-01,-.39036534E-01,.48138484E-02,.74952707,1.4971380,-.38135283E-02
1,0,.18898041,.0000000,1,12,-1926.7104,-.97040075E-01,.66317265E-01,-.25123353E-01,.91201446E-02,.76763517,1.5017075,-.19111414E-02
1,0,.18902291,.0000000,1,4,-1924.6107,.22850778E-01,-.28426398E-02,-.10586656E-01,.11412525E-01,.66207281,1.5020566,-.53360558E-03
1,0,.18907905,.0000000,1,1,-1924.4113,.40217107E-01,-.56297779E-01,-.14938183E-01,.10165029E-01,.62144092,1.4994469,-.84229626E-04
1,0,.18894652,.25801819E-02,1,17,-1924.8886,.17032555E-01,-.15752255E-01,-.68514844E-02,.92169916E-02,.67338677,1.4937274,-.23145545E-02
1,0,.18895574,.0000000,1,1,-1926.0207,.42722609E-01,-.66665138E-01,-.30839005E-01,.18317963E-01,.61644090,1.4952029,-.16829304E-02
1,0,.18895475,.0000000,1,3,-1926.6230,.80151746E-02,-.55704162E-01,-.40570965E-01,.36783318E-01,.63128804,1.5012885,-.11270338E-02
1,0,.18899774,.0000000,1,2,-1924.6626,-.17043608E-01,-.47972239E-01,-.40065479E-01,.22447435E-01,.65654560,1.5015116,-.74597048E-03
1,0,.18899227,.0000000,1,4,-1925.0830,-.23726674E-01,-.43570065E-01,-.15031943E-01,.45126392E-01,.69179728,1.5008641,-.23064738E-02
1,0,.18902745,.0000000,1,1,-1925.4422,-.10524049,-.11876675E-01,-.38989409E-01,.22833671E-01,.75471066,1.5000674,-.33221211E-02
1,0,.18902528,.0000000,1,6,-1925.6605,-.13777004,.13435134E-01,-.26724290E-01,.25295480E-01,.82031479,1.5021349,-.14949171E-02
1,0,.18905137,.0000000,1,5,-1925.2505,-.11743929,-.68179354E-01,-.49508095E-01,.47829894E-01,.74154801,1.5016405,-.10624289E-02
1,0,.18903543,.0000000,1,2,-1927.1658,-.50894416E-01,-.11914635,-.42271278E-01,.44747076E-01,.71312739,1.4989226,-.74043301E-03
1,0,.18904311,.0000000,1,2,-1927.9462,-.11695051,-.11975179,-.51292396E-01,.54472058E-01,.72531247,1.4990119,-.25889131E-02
1,0,.18904976,.0000000,1,4,-1928.1071,-.20051267,-.11505510,-.98279120E-01,.33008640E-01,.73657291,1.4967835,-.13232442E-02
1,0,.18894604,.34264119E-02,1,12,-1928.4510,-.10812868,-.67802133E-01,-.72288551E-01,.26630260E-01,.76970253,1.4961115,-.78439040E-03
1,0,.18890758,.0000000,1,9,-1927.1846,-.90328183E-01,-.14286301,-.77402393E-01,.12212918E-01,.64908233,1.4995895,-.56277077E-03
1,0,.18893743,.0000000,1,3,-1925.0891,-.89946264E-02,-.93103460E-01,-.20558275E-01,.31012943E-01,.70592951,1.5016332,.88275246E-04
1,0,.18895614,.0000000,1,4,-1924.3558,.50035537E-01,-.86667653E-01,-.67731331E-02,.27512057E-01,.67428482,1.4967260,-.34977122E-03
1,0,.18897138,.0000000,1,2,-1924.9960,-.13352308,-.24787047E-01,-.60129742E-01,.20128966E-01,.78165341,1.4996260,-.35560056E-03
1,0,.18899383,.0000000,1,8,-1925.4113,-.88385276E-01,.62453426E-02,-.51690237E-01,.23746419E-01,.78623222,1.5012064,-.54328131E-03
1,0,.18876281,.0000000,1,27,-1924.8384,.93074309E-02,.72831837E-01,.98672447E-03,-.16295533E-02,.76606207,1.4999940,-.20616022E-03
1,0,.18878007,.29155560E-02,1,4,-1924.8201,.96084644E-01,.27113353E-01,.40957288E-01,-.12519398E-01,.69934901,1.4995332,-.19228448E-04
1,0,.18877688,.0000000,1,2,-1925.9833,.10036960,.16470005E-01,.22141372E-01,.13045554E-01,.72410847,1.4956917,-.28992666E-02
1,0,.18884033,.0000000,1,3,-1925.0403,.53718843E-01,.31733754E-01,.23608291E-01,.67737644E-02,.74631775,1.4958556,-.18425982E-02
1,0,.18882275,.0000000,1,3,-1928.8290,.12378877,-.24966569E-01,.63283675E-01,.38733539E-02,.73754086,1.5017001,-.32114582E-03
1,0,.18882539,.0000000,1,4,-1929.5311,.21249041,-.45110177E-01,.74589124E-01,.12274177E-01,.70428058,1.5005422,-.10062246E-02
1,0,.18881211,.0000000,1,2,-1931.2239,.11648194,-.63775353E-01,.54706145E-01,-.20974141E-01,.67423095,1.4956466,-.21390725E-02
1,0,.18886776,.0000000,1,1,-1926.5592,.23514578E-01,-.92943436E-01,.26476644E-01,.11037991E-01,.66032198,1.4989497,-.77895991E-03
1,0,.18890183,.0000000,1,5,-1925.8192,.22294708E-01,-.32060773E-01,.28453594E-01,.20556343E-01,.68415220,1.5019127,-.27269906E-02
1,0,.18887292,.0000000,1,3,-1928.1005,-.94446081E-01,-.11617616,-.26418654E-01,.28543778E-01,.65715881,1.4970017,-.36945963E-02
1,0,.18888519,.17097492E-02,1,4,-1928.2525,.45906885E-01,-.90275617E-01,.23776879E-01,.31524936E-01,.69464386,1.5021260,-.40287194E-02
1,0,.18887612,.0000000,1,4,-1929.4115,-.12700815E-01,-.13356775,-.24742449E-01,.46190594E-01,.66643632,1.4977437,-.60609316E-02
1,0,.18885709,.0000000,1,2,-1931.7725,-.96725725E-02,-.14565639,-.65851130E-02,.70858377E-01,.70136816,1.4970077,-.55012530E-02
1,0,.18887311,.0000000,1,6,-1931.2652,-.88139651E-01,-.17416536,-.40140290E-01,.66413609E-01,.66815463,1.4903804,-.65141796E-02
1,0,.18888698,.0000000,1,7,-1930.3725,-.66150816E-01,-.18065851,-.40481361E-01,.65285085E-01,.60638845,1.4929405,-.45518355E-02
1,0,.18893497,.0000000,1,2,-1928.9754,-.24639243E-01,-.12063798,-.29798058E-01,.64088927E-01,.61940504,1.4951819,-.41029450E-02
1,0,.18897758,.0000000,1,2,-1926.9139,-.13106758,-.19120753E-01,-.38097415E-01,.49698919E-01,.73056937,1.4990376,-.28031881E-02
1,0,.18903308,.0000000,1,1,-1926.2588,-.60747794E-03,-.55467018E-01,-.15734167E-02,.36907761E-01,.72612517,1.5014659,-.33296176E-02
1,0,.18899105,.46567081E-02,1,7,-1926.7045,.14152992,-.54425375E-01,.43635741E-01,.55954192E-01,.64668367,1.5011465,-.29334101E-02
1,0,.18903359,.0000000,1,2,-1925.6132,.24718263E-01,-.12375569,-.14975215E-01,.42347193E-01,.60525145,1.5001014,-.95201741E-03
1,0,.18890846,.0000000,1,22,-1925.7505,-.16990606E-01,-.11300163,-.37929226E-02,.46906838E-01,.64667254,1.4976454,-.15076787E-02
1,0,.18895134,.0000000,1,2,-1923.9888,-.50467127E-01,-.89774733E-01,-.24854710E-01,.21868352E-01,.68010069,1.4994902,-.17577673E-03
1,0,.18894631,.0000000,1,3,-1928.3422,-.67814101E-01,-.46153226E-01,-.32952637E-01,-.22252252E-01,.73858526,1.4972048,-.14413102E-02
1,0,.18900167,.0000000,1,1,-1927.3890,.62108504E-01,.15651313E-01,.18710216E-01,-.61217272E-02,.75842553,1.4985141,-.17496136E-02
1,0,.18897501,.0000000,1,9,-1925.1328,.11328960E-01,.56962929E-01,.18356185E-01,.24105243E-01,.79038041,1.4989700,-.16149650E-02
1,0,.18894184,.0000000,1,11,-1924.1423,-.10330617,.11385296E-01,-.31964569E-01,.59231327E-02,.76830685,1.4997830,-.58359924E-03
1,0,.18858991,.24169535E-02,1,37,-1924.1430,-.47762737E-01,.23610544E-02,-.27701401E-01,-.12262101E-01,.71998664,1.5010426,-.24699557E-04
1,0,.18861018,.0000000,1,2,-1924.5355,-.93991972E-01,.37286695E-01,-.41873640E-01,-.20773982E-02,.76767976,1.5017381,-.14950914E-03
1,0,.18865577,.0000000,1,2,-1924.3898,-.85252432E-01,.14940969E-01,-.18398132E-01,.58569696E-02,.78043520,1.4991291,-.58660410E-03
1,0,.18865466,.0000000,1,6,-1924.5863,-.11923863,.49233875E-02,-.43782639E-01,.68717416E-02,.76576882,1.4988893,-.11885482E-02
1,0,.18865013,.0000000,1,6,-1924.4140,-.32983751E-01,-.17420954E-01,-.28723931E-01,.10732894E-01,.71580621,1.4959482,-.19686140E-02
1,0,.18855284,.0000000,1,14,-1925.0580,.89093986E-01,-.27297532E-01,-.14592603E-01,.23267326E-01,.64492734,1.4999528,-.91701607E-04
1,0,.18822629,.0000000,1,40,-1924.4927,.72300711E-01,-.30631403E-01,-.32371482E-02,.37509223E-01,.69074301,1.5016263,-.60412926E-03
1,0,.18815057,.41223951E-02,1,13,-1923.9718,.13537853E-01,-.37350642E-02,-.21599495E-01,.12870020E-01,.68866211,1.5004764,-.58681565E-03
1,0,.18814276,.0000000,1,9,-1924.1891,.23333902E-01,-.22216318E-01,-.75923928E-02,.20705834E-01,.67054753,1.4989447,-.13175020E-02
1,0,.18806229,.0000000,1,12,-1924.9044,-.22421651E-01,-.18582348E-01,-.23602146E-01,.13947809E-01,.73178636,1.4977431,-.22316414E-02
1,0,.18805317,.0000000,1,2,-1926.3269,-.60985932E-01,.84644700E-02,-.34554220E-01,-.11080574E-02,.71851257,1.4986074,-.39171575E-02
1,0,.18803517,.0000000,1,2,-1928.5490,-.83321697E-01,.61242478E-03,-.59681825E-01,-.21815499E-01,.74874877,1.5026472,-.36496886E-02
1,0,.18801237,.0000000,1,3,-1930.0563,-.47578941E-02,-.40571111E-02,-.19635849E-01,-.27550696E-01,.74598131,1.5043649,-.37264220E-02
1,0,.18802413,.0000000,1,1,-1931.0716,.12555094,-.82885282E-02,-.25048481E-01,-.33208657E-01,.64283721,1.5029773,-.28683214E-02
1,0,.18807630,.0000000,1,3,-1930.1850,-.32437113E-01,-.58457203E-01,-.57983071E-01,-.29761332E-01,.62243287,1.4971851,-.41456806E-02
1,0,.18807925,.0000000,1,3,-1932.2191,-.27994161E-01,-.41363349E-01,-.40452981E-01,-.44714502E-01,.62637368,1.5011967,-.50051260E-02
1,0,.18807981,.0000000,1,1,-1933.8470,-.26661433E-01,.40874437E-01,-.91016304E-02,-.51073004E-01,.69236696,1.5010705,-.60666094E-02
1,0,.18805661,.0000000,1,2,-1937.3130,.31486173E-01,.49231301E-02,-.12868804E-01,-.65310206E-01,.62398521,1.4968977,-.74534131E-02
1,0,.18804117,.0000000,1,4,-1938.3373,-.14404862E-01,.37222747E-01,-.26955289E-01,-.61708382E-01,.64913868,1.4953895,-.86439035E-02
1,0,.18809183,.0000000,1,1,-1938.3998,-.36034319E-01,-.86235194E-01,-.34191753E-01,-.47147239E-01,.57781992,1.4874326,-.96726019E-02
1,0,.18810499,.0000000,1,5,-1934.4291,.54046906E-01,-.10843281,.15131463E-01,-.18420141E-01,.56728727,1.4938657,-.76654963E-02
1,0,.18816071,.66866371E-02,1,5,-1932.2774,-.29466959E-01,-.53728667E-01,.29901888E-01,-.47403541E-02,.66794922,1.4973808,-.58503241E-02
1,0,.18819145,.0000000,1,3,-1928.8612,-.91172540E-01,-.35667614E-01,-.19680151E-02,-.12466254E-01,.71618713,1.4992858,-.28530516E-02
1,0,.18795371,.0000000,1,28,-1928.9939,-.87968941E-01,-.11741225,-.10458961E-01,.12138309E-01,.64477327,1.5023238,-.12353207E-02
1,0,.18800830,.0000000,1,1,-1928.6193,-.87495419E-01,-.40118020E-01,-.55098523E-02,-.11854050E-01,.67270589,1.4980990,-.11314442E-02
1,0,.18799733,.0000000,1,1,-1932.3139,-.19269837,-.44360301E-02,-.11865157E-01,-.83023689E-03,.73347411,1.5004645,-.57636820E-03
1,0,.18803927,.0000000,1,2,-1929.0895,-.10013444,-.98118885E-02,-.36302970E-01,-.30305213E-01,.66408366,1.4983712,-.32112014E-03
1,0,.18808205,.0000000,1,2,-1927.5812,-.55341026E-01,.75115604E-01,.14482076E-02,-.10352421E-01,.76387025,1.4985108,-.18554030E-02
1,0,.18812435,.0000000,1,2,-1926.5254,-.53175021E-01,.13176374E-01,.12064232E-01,.36438164E-02,.75934599,1.4983493,-.29585909E-02
1,0,.18798412,.64679755E-02,1,25,-1925.3976,.42739633E-02,.30950544E-01,.31110575E-01,.36810425E-01,.78118285,1.4947470,-.21731290E-02
1,0,.18800959,.0000000,1,4,-1926.0363,.11186497,-.45579427E-01,.51441109E-01,.66339718E-01,.69002106,1.5002420,-.14276170E-02
1,0,.18798605,.0000000,1,4,-1928.3735,.95441312E-01,-.19286691E-01,.41191475E-01,.80971715E-01,.69077099,1.4970864,-.24124044E-02
1,0,.18804934,.0000000,1,3,-1925.3594,.26177745E-01,-.28206298E-01,.95368560E-03,.61767115E-01,.72166731,1.5002711,-.10892696E-02
1,0,.18803196,.0000000,1,3,-1927.4825,-.18896296,.23909486E-01,-.44742772E-01,.57944745E-01,.82172550,1.4978168,-.13211127E-02
1,0,.18807383,.0000000,1,2,-1925.6949,.16145800E-01,.65728046E-02,.36424654E-01,.54307196E-01,.77757354,1.4980126,-.16027593E-02
1,0,.18804713,.0000000,1,8,-1925.7520,-.10657403,.81284372E-02,-.85914054E-02,.57675949E-01,.79597036,1.4992320,-.15908394E-02
1,0,.18810026,.0000000,1,2,-1924.6164,-.16480889,-.11599575E-01,-.49012595E-01,.36912529E-01,.77999388,1.4980742,-.42799340E-03
1,0,.18802286,.0000000,1,12,-1924.4138,-.13471760,.14230330E-02,-.47891603E-01,.10402642E-01,.76312572,1.4968778,-.84090508E-03
1,0,.18798846,.0000000,1,3,-1927.4121,-.16770809,.35053891E-01,-.52172367E-01,-.50944570E-02,.82330364,1.4954894,-.16992130E-02
1,0,.18795477,.22916839E-02,1,8,-1926.8114,-.19800776,.23693529E-01,-.73377172E-01,.10737850E-01,.83470553,1.5016156,-.51621167E-03
1,0,.18798746,.0000000,1,1,-1927.2016,-.22466804,-.39386779E-01,-.79954812E-01,.38813683E-01,.80886364,1.5019685,-.12663112E-02
1,0,.18804175,.0000000,1,1,-1925.5422,-.13675380,.27093765E-01,-.55813289E-01,.36059002E-01,.78940286,1.5013627,-.85922107E-03
1,0,.18809602,.0000000,1,1,-1925.4813,-.73440054E-01,-.17609320E-01,-.21304321E-01,.50250962E-01,.71694441,1.4978160,-.17436490E-02
1,0,.18808670,.0000000,1,6,-1925.5292,.34124032E-03,.23861435E-02,-.14121218E-01,.54489210E-01,.71130990,1.4963650,-.74500056E-03
1,0,.18811855,.0000000,1,4,-1925.4489,.10001977E-01,-.31924885E-03,-.13932894E-01,.16451663E-01,.69201835,1.4929278,-.31092003E-02
1,0,.18809398,.0000000,1,3,-1927.0756,.15449793E-01,-.46113039E-01,-.38713890E-01,-.26016195E-01,.64159259,1.4976640,-.14902036E-02
1,0,.18808574,.11468901E-02,1,11,-1926.1430,-.10650879,-.42572250E-01,-.56453694E-01,.80699391E-02,.74563893,1.4963740,-.26714338E-02
1,0,.18807140,.0000000,1,2,-1927.9670,-.15193834E-01,-.33107795E-01,-.54713268E-01,-.23015768E-01,.68304636,1.4976156,-.24662788E-02
1,0,.18807516,.0000000,1,8,-1925.5431,-.39781540E-01,-.47465179E-01,-.43010816E-01,-.13560752E-02,.67864722,1.4961867,-.25062630E-02
1,0,.18804600,.0000000,1,4,-1928.3680,-.14489097,-.51488542E-01,-.70695315E-01,-.17906384E-01,.70983699,1.4927013,-.39643173E-02
1,0,.18797211,.0000000,1,8,-1931.4816,-.16180931,-.13596208,-.11708657,.33478937E-02,.62503163,1.4941089,-.35824825E-02
1,0,.18801369,.0000000,1,2,-1930.3624,-.10421125,-.78472342E-02,-.76212482E-01,-.40596161E-01,.68951960,1.4978919,-.35555084E-02
1,0,.18806780,.0000000,1,1,-1929.9961,-.21588319,-.99887392E-02,-.11181420,-.35682442E-02,.75738065,1.4950302,-.46428813E-02
1,0,.18810994,.0000000,1,2,-1927.9436,-.12857171,.13789059E-01,-.78446151E-01,-.89777458E-02,.73878276,1.4979465,-.35844116E-02
1,0,.18810168,.0000000,1,7,-1927.3758,.90465103E-01,.49888618E-01,.15895561E-01,-.16821805E-01,.71370388,1.4982034,-.31787055E-02
1,0,.18815575,.0000000,1,1,-1926.2183,.62359702E-01,-.31486945E-02,.19044126E-01,.48957835E-01,.71053216,1.4966258,-.35636479E-02
1,0,.18818377,.0000000,1,2,-1926.4450,.38728790E-01,.42885884E-01,.14499503E-01,.27619939E-01,.71890448,1.4975754,-.36653667E-02
1,0,.18817720,.0000000,1,1,-1928.8579,-.13725545,.49478983E-01,-.53475963E-01,.26008112E-01,.76478930,1.4972911,-.43568866E-02
1,0,.18821604,.0000000,1,4,-1926.6891,.32819000E-01,.44114399E-01,.10945614E-01,.15722179E-01,.70562960,1.4986411,-.35539976E-02
1,0,.18824501,.0000000,1,3,-1925.8169,.62804929E-01,.55940203E-01,.10627312E-01,.13007691E-01,.76033420,1.5031178,-.20143901E-02
1,0,.18830501,.0000000,1,6,-1925.9816,-.24435440E-01,.58224206E-01,.48002067E-03,.18542671E-01,.78639001,1.4981718,-.30880685E-02
1,0,.18830064,.27962615E-02,1,5,-1926.4496,-.54034741E-01,.79161612E-01,-.23081460E-02,.16567253E-01,.80166810,1.4993345,-.25784514E-02
1,0,.18833109,.0000000,1,1,-1926.8862,.70404216E-01,.47286158E-01,.51791714E-01,.15117744E-01,.78299174,1.5011894,-.25466222E-02
1,0,.18838303,.0000000,1,2,-1926.9272,.11300625E-01,.34796533E-01,-.75700779E-02,.10633487E-01,.77631390,1.4981314,-.30481888E-02
1,0,.18839487,.0000000,1,6,-1926.6657,.85619623E-02,.54270231E-01,-.22381511E-01,-.59698695E-02,.75463095,1.5020522,-.20337245E-02
1,0,.18843628,.0000000,1,2,-1926.4941,.52044646E-01,-.77901305E-02,-.23061415E-01,.76136842E-02,.65586349,1.4990930,-.24038668E-02
1,0,.18847821,.0000000,1,2,-1926.0148,-.54627817E-01,-.83483957E-02,-.35927469E-01,.22752984E-01,.69425162,1.4960850,-.31648221E-02
1,0,.18846843,.0000000,1,1,-1929.2001,.10500215,-.50139070E-01,-.12173385E-01,.37384832E-01,.67559832,1.4929546,-.43883432E-02
1,0,.18851503,.0000000,1,1,-1929.3167,.23019910,-.83043388E-01,.25966916E-01,.31015424E-01,.61875912,1.4958049,-.42546442E-02
1,0,.18854886,.0000000,1,4,-1927.7659,-.23835838E-01,-.61330671E-01,-.18259555E-01,.29006308E-01,.73054438,1.4940057,-.51015653E-02
1,0,.18840179,.15442699E-02,1,15,-1929.5079,-.98016355E-01,-.46532379E-01,-.44973485E-01,.35369706E-01,.78635279,1.4919798,-.51674883E-02
1,0,.18834462,.0000000,1,10,-1929.4306,.63269661E-01,.24398062E-01,.90052247E-02,.57578230E-01,.78917312,1.4949287,-.19139879E-02
1,0,.18837849,.0000000,1,5,-1927.0824,.36015712E-01,.11688318E-01,.25117687E-01,.69746201E-01,.77665266,1.4976342,-.18567980E-02
1,0,.18840509,.0000000,1,2,-1927.3653,.22204204,.63405978E-01,.10196646,.43703549E-01,.74576261,1.4984738,-.23814903E-02
1,0,.18845965,.0000000,1,2,-1926.5606,.17247337,.32061949E-02,.56577378E-01,.35846148E-01,.71870472,1.4984100,-.26374095E-02
1,0,.18846327,.0000000,1,1,-1927.9749,.14854125,-.80148922E-01,.31035997E-01,.51798697E-01,.68514118,1.4985031,-.23110751E-02
1,0,.18848083,.0000000,1,4,-1926.6895,.43291978E-01,-.10172363,-.91321868E-02,.62605356E-01,.66110786,1.4974878,-.23451569E-02
1,0,.18845288,.0000000,1,8,-1924.4577,.66805861E-01,-.65266655E-01,.10244209E-01,.57371356E-01,.66151764,1.4978140,-.28692931E-03
1,0,.18832463,.31161536E-02,1,17,-1924.2914,.98866632E-01,-.62572441E-01,-.71009645E-02,.21932427E-01,.62754958,1.4973365,-.17470988E-03
1,0,.18830780,.0000000,1,2,-1926.3947,-.92883158E-01,-.72740814E-01,-.86826622E-01,.27818436E-01,.66157974,1.4988148,-.29742993E-03
1,0,.18824574,.0000000,1,6,-1928.0934,-.87584123E-01,-.13546190,-.51473555E-01,.67771118E-01,.66465081,1.4982581,-.27699583E-02
1,0,.18827702,.0000000,1,4,-1926.3748,-.89030547E-01,-.62731764E-01,-.31688167E-02,.63245872E-01,.76276472,1.4998235,-.13705929E-02
1,0,.18833065,.0000000,1,1,-1925.5751,.66309809E-01,.24636997E-01,.65860932E-01,.40594131E-01,.73582430,1.4962253,-.10436919E-02
1,0,.18834212,.0000000,1,2,-1926.1725,.92150614E-01,-.51221848E-01,.54231392E-01,.31012774E-01,.67235133,1.4924101,-.25870456E-02
1,0,.18835553,.0000000,1,5,-1924.4714,-.14944614E-01,-.18512741E-01,.21019729E-01,.46350018E-01,.74905495,1.4960881,-.10991450E-02
1,0,.18836044,.0000000,1,2,-1925.2675,.11684338,-.37126344E-01,.39151256E-01,.24287590E-01,.70055151,1.4984448,-.15839500E-02
1,0,.18841404,.0000000,1,1,-1924.8738,-.46986592E-01,-.37331457E-01,-.43756212E-02,.38633249E-01,.76582295,1.4981222,-.85692226E-03
1,0,.18843620,.11352479E-02,1,7,-1923.9171,-.60007719E-01,-.36440290E-01,-.41192616E-02,.28980217E-01,.74451456,1.5008815,-.52468256E-03
1,0,.18830309,.0000000,1,19,-1925.2313,-.80659934E-01,-.74447693E-01,-.34929322E-01,.19740410E-01,.73940409,1.4980882,-.31849186E-03
1,0,.18832226,.0000000,1,5,-1925.2132,-.86198936E-01,-.41905812E-01,-.37495982E-01,.15027026E-01,.76142122,1.4980115,-.82994891E-03
1,0,.18837574,.0000000,1,1,-1924.2971,-.94208656E-01,-.11458699E-01,-.23684098E-01,.32976948E-01,.76554159,1.4995328,-.14972505E-02
1,0,.18838762,.0000000,1,1,-1925.2948,-.13962724,-.10588751E-01,-.55861115E-01,.29628025E-01,.77223513,1.4935516,-.21505487E-02
1,0,.18833433,.0000000,1,12,-1924.4564,-.27644748E-01,-.53747988E-02,-.11243415E-01,.71385348E-02,.70215714,1.4951033,-.17839068E-02
1,0,.18836380,.0000000,1,2,-1924.6495,-.10801242,.29658327E-02,-.99756977E-02,.35068515E-01,.75117393,1.4984598,-.33561261E-03
1,0,.18839829,.0000000,1,1,-1924.9888,.12780363E-01,-.38519377E-01,.13973385E-01,.37849718E-01,.67888256,1.5032372,-.19832891E-02
1,0,.18842018,.0000000,1,2,-1925.3321,.82951938E-01,-.68822200E-01,.12102131E-01,.32350761E-01,.67391923,1.5020345,-.21913453E-02
1,0,.18845912,.0000000,1,3,-1925.2340,.77763297E-02,-.54999504E-01,.16033092E-02,.32143542E-01,.72240209,1.4983778,-.19982537E-02
1,0,.18852282,.26197674E-02,1,6,-1925.2965,.22597980E-01,-.55481860E-01,.10665265E-02,.17187922E-01,.70524946,1.4959388,-.22505500E-02
1,0,.18852616,.0000000,1,3,-1925.7804,.25415147,.44688377E-02,.68648253E-01,.24420464E-01,.67760335,1.4974525,-.13106559E-02
1,0,.18852075,.0000000,1,1,-1928.0225,.19772723,.45321907E-01,.39313494E-01,.74524101E-02,.71170753,1.4959467,-.29244607E-02
1,0,.18854725,.0000000,1,4,-1927.8079,.25994758,.40069472E-01,.85108626E-01,-.76073174E-02,.69147048,1.5001299,-.25203469E-02
1,0,.18857024,.0000000,1,6,-1926.7123,.14448265,.12269151,.56199659E-01,.13998859E-01,.78365123,1.5002410,-.54081496E-03
1,0,.18854974,.0000000,1,9,-1927.6000,.21261892,.91186240E-01,.67368338E-01,.21842394E-01,.74080559,1.4996132,-.26295353E-02
1,0,.18851305,.0000000,1,8,-1927.9926,.22222910,.87729215E-01,.86208602E-01,.40950336E-01,.71944575,1.4952501,-.25165661E-02
1,0,.18848405,.0000000,1,7,-1928.8131,.31681121,.11033010,.10368719,.40645799E-01,.72416346,1.4982356,-.17010829E-02
1,0,.18826507,.10769106E-01,1,19,-1930.6757,.38261032,.14806179,.13447132,.48986845E-01,.71619745,1.5005650,-.76605642E-03
