SampleLogFunc,AverageLogX,AverageLogY,LogStandardDeviationX,LogStandardDeviationY,FirsherTrans(rho),cutoffSlope,cutoffIntercept
-1927.9281,.18389693,-.55396785E-01,.25630034E-01,-.16138589E-01,.58998573,1.5017042,-.27724592E-02
-1924.3826,.10443667,.22393765E-01,.15061521E-01,-.17115633E-02,.70927256,1.4978019,-.15189195E-03
-1923.1288,.90645886E-02,-.28399918E-03,-.34751283E-02,.55063119E-02,.70825673,1.4986146,-.10105194E-03
-1923.4514,.11339733E-01,-.14664246E-01,-.41176345E-02,.12489552E-01,.68280577,1.4992100,-.47944579E-03
-1927.2147,.49181144E-01,-.21056925E-01,.12350012E-01,-.29869871E-01,.70201292,1.5018348,-.24535430E-03
-1928.2034,.22019639,.26169227E-01,.57398144E-01,-.26577647E-01,.64355763,1.5013032,-.22758526E-02
-1928.4684,.12596587,.43640756E-01,.94347486E-01,.31561962E-01,.76288994,1.5020795,-.33656142E-02
-1932.6185,.22992601,.68893557E-01,.10957219,.15120491E-02,.70717479,1.4972954,-.82542690E-02
-1932.7074,-.32323422E-01,-.17595557E-01,.24738415E-01,.78189505E-01,.73772873,1.4911291,-.97979693E-02
-1930.5621,.15044628,-.50334940E-01,.84845995E-01,.46054312E-01,.64139834,1.5049541,-.55112814E-02
-1931.2982,.13146034,-.37184969E-01,.68993535E-01,.24352938E-01,.62704818,1.4933262,-.74752064E-02
-1926.9245,.93364830E-01,-.15037776,.15327226E-01,.68991157E-01,.64609488,1.5015735,-.88358079E-04
-1927.6535,.10810576,-.62418679E-02,.82381125E-01,.51803984E-01,.72525692,1.4982527,-.27723561E-02
-1928.6876,.46861652E-01,-.78771307E-02,.16705154E-02,.52690746E-01,.75805321,1.4929643,-.37873276E-02
-1927.4614,.73046135E-01,-.12833274,-.26880463E-01,.11491383E-01,.61654616,1.4990882,-.22019139E-02
-1924.8651,-.86448055E-02,.25205256E-01,-.13664584E-01,.23730871E-01,.75421350,1.4963876,-.19020612E-02
-1923.9333,-.72582741E-01,.19343383E-01,-.21028858E-01,.22807346E-01,.77521431,1.4986554,-.86442965E-03
-1923.9333,-.72582741E-01,.19343383E-01,-.21028858E-01,.22807346E-01,.77521431,1.4986554,-.86442965E-03
-1924.8779,.73131654E-01,.29416866E-01,.18664572E-01,-.14842437E-01,.69077450,1.4969262,-.30090948E-03
-1923.8650,.85121069E-01,.37434116E-01,.23591903E-01,.80438960E-02,.71825193,1.4967718,-.37617083E-03
-1925.0969,.16839737,-.71598586E-01,.20776101E-01,.18485296E-01,.58875767,1.4984941,-.46850881E-03
-1931.2236,.14505922,.46444580E-01,-.65461511E-02,-.38186597E-01,.65791494,1.5036197,-.25088827E-02
-1927.6212,.33142886,.26963584E-01,.13688887,.14076442E-01,.65359519,1.5001276,-.54236861E-03
-1931.1332,.14471501,.17982922E-01,.10920160,.12411260E-01,.69710088,1.4977760,-.34711784E-02
-1927.5957,.29112080,.57404247E-01,.13058061,.98484426E-02,.71376701,1.4973420,-.21623693E-03
-1925.0500,.20363296,.39781239E-01,.54627571E-01,.57335115E-02,.69357874,1.5006541,-.71546503E-03
-1925.1971,-.53460097E-01,-.51464687E-01,-.33020487E-01,.16032152E-01,.71799501,1.5012031,-.24435423E-02
-1927.1971,-.40367985E-01,-.10089419,-.42536969E-01,.33568673E-01,.66257393,1.5015857,-.43838276E-02
-1925.9966,.34152332E-01,-.27140289E-01,.39320501E-01,.42857863E-01,.70027951,1.4964940,-.28336483E-02
-1927.5329,-.36612482E-01,-.50476680E-02,-.23817979E-01,.66259519E-02,.75530738,1.5049249,-.51881280E-02
-1927.0341,.26454747,.58850246E-01,.89626870E-01,.31914191E-01,.67179822,1.5006893,-.16672106E-02
-1928.1463,.23712057E-01,-.19733396,-.31303318E-01,.58500095E-01,.56654732,1.5019742,-.97802809E-03
-1929.2593,.24566574,-.16798633,.71286411E-01,.48084757E-01,.52872258,1.5004996,-.19505518E-02
-1928.1658,.22569411,-.17141680E-01,.74258542E-01,.50236523E-01,.62335736,1.4953031,-.27427979E-02
-1924.4335,-.37917802E-01,.15702329E-01,.90689950E-02,.78526754E-02,.75432242,1.4975123,-.95493067E-03
-1924.9059,.43254267E-01,-.39896127E-02,.11176126E-01,.64205487E-02,.65661011,1.4964781,-.77988542E-03
-1926.2077,-.90624595E-01,-.14011804,-.66736838E-01,.34165305E-01,.64054325,1.4955325,-.10488324E-02
-1925.5169,.13870542,-.15427308E-01,.31334506E-01,.17269928E-01,.66393930,1.4953615,-.29613385E-02
-1923.9846,-.38471223E-01,-.93021765E-01,-.26246723E-01,.18514568E-01,.65893417,1.4965234,-.25907747E-03
-1923.9846,-.38471223E-01,-.93021765E-01,-.26246723E-01,.18514568E-01,.65893417,1.4965234,-.25907747E-03
-1923.9846,-.38471223E-01,-.93021765E-01,-.26246723E-01,.18514568E-01,.65893417,1.4965234,-.25907747E-03
-1925.6117,-.10918903,-.63670592E-01,-.61266484E-01,.46545424E-02,.70857785,1.4968104,-.20414413E-02
-1932.8307,-.10859265,-.10822459,-.73739431E-01,-.35538533E-02,.63286368,1.4843712,-.10510054E-01
-1928.2578,-.33168581E-01,.16813285E-01,-.17633292E-01,-.19902598E-01,.71409448,1.5018305,-.52472748E-02
-1928.5520,-.41203357E-01,-.24642133E-01,.30416097E-01,.29693483E-01,.78520793,1.4952331,-.33864977E-02
-1925.0279,-.10082467,.22381578E-01,-.26259489E-01,.58607466E-02,.75663299,1.4969058,-.16267228E-02
-1927.7534,.55292836E-01,-.11644161,-.38819729E-01,.28231362E-01,.57768892,1.4969595,-.21165364E-02
-1926.2629,.73677084E-01,-.62585200E-01,.25943746E-01,.15315065E-01,.66276593,1.5034822,-.34696992E-02
-1931.0817,-.12971227E-01,.22955665E-01,.39657961E-02,-.34645571E-01,.68065119,1.5040678,-.48293022E-02
-1926.8536,-.64863405E-01,.19067561E-01,-.20559082E-01,.50039300E-01,.78594766,1.4974596,-.36669753E-02
-1924.5077,.25209750E-01,-.61815675E-01,.68819547E-02,.31916357E-01,.68371904,1.4990596,-.19390609E-02
-1926.7986,-.14236588,-.58804984E-02,-.39333178E-01,.59688190E-01,.83528807,1.5010181,-.19885966E-03
-1927.9372,-.64004664E-01,-.89959473E-01,.31394513E-02,.32238539E-01,.72501674,1.4983068,-.31925526E-02
-1926.3547,.16660440E-01,.31335586E-01,.34083244E-01,.16431040E-01,.71256542,1.5015170,-.24842256E-02
-1924.1319,.11960234E-01,-.22989018E-01,.27878085E-01,.29630526E-01,.69911571,1.5004885,-.51847891E-03
-1924.5448,-.15609116,-.14282262E-01,-.36012206E-01,.36646100E-01,.77700238,1.4970523,-.44794807E-03
-1924.5436,-.15989814,.37507516E-02,-.41863884E-01,.20094522E-01,.76868586,1.4996447,-.13198377E-04
-1927.5694,-.75722933E-01,.54975914E-01,.21900211E-01,.60685923E-02,.80466725,1.4983487,-.19637542E-02
-1924.5735,.72852700E-01,.57590952E-01,.49522458E-01,.30281869E-01,.78287436,1.5004043,-.28976976E-03
-1925.2959,.24699365E-01,.40617896E-01,.21328588E-01,.10603118E-01,.77992902,1.5009425,-.14358232E-02
-1927.6292,.54295358E-01,-.17008079E-01,.58107343E-01,.65409473E-01,.71509414,1.4952832,-.28681503E-02
-1926.5804,.31017460E-02,-.95573800E-02,.37967757E-01,.56333776E-01,.79413485,1.5010650,-.89291823E-03
-1926.6457,-.56721703E-01,.40869045E-01,.23149981E-01,.46549879E-01,.83923043,1.4982419,-.14243269E-02
-1925.7556,.12455796,-.75936003E-02,.25416250E-01,.16304182E-01,.71194688,1.4997935,-.18794119E-02
-1928.2582,.44155558E-01,-.15046713,-.34848648E-02,.47247787E-02,.63526990,1.5007706,-.45531791E-03
-1925.6750,.95662607E-01,-.55286643E-01,.37405665E-02,.10472219E-01,.67474889,1.4940134,-.19464552E-02
-1930.4185,.15413138,-.13580751,.35459358E-01,.41434408E-01,.58344582,1.4980613,-.72707780E-02
-1924.2768,.50970618E-01,-.22113951E-02,.20060385E-01,.12565894E-01,.68896729,1.4964803,-.16207524E-02
-1926.2248,-.98711688E-01,-.10126878,-.23801616E-01,.51758946E-01,.74074818,1.4995380,-.56875305E-03
-1930.1089,.71292190E-01,-.75425843E-01,.48921279E-01,.99557354E-02,.61031496,1.4991855,-.37379969E-02
-1924.2492,.11128412,-.68626972E-01,.10188049E-01,.20030267E-01,.64906173,1.4985199,-.72207820E-03
-1925.9645,-.20407615E-01,-.16411321E-01,-.27625452E-01,-.70075888E-02,.66375988,1.4971418,-.21989172E-02
-1931.5622,.10917070,-.11839672,.15407943E-01,.22978425E-01,.54265578,1.4974325,-.62220042E-02
-1928.7036,.13801500E-01,-.23101723E-02,-.15418976E-02,.17767134E-01,.71143337,1.5072812,-.87077513E-02
-1926.9922,-.18093812,-.27953865E-01,-.74068689E-01,.12255322E-01,.75709918,1.5035336,-.35722897E-02
-1927.4714,.66219376E-01,.19780966E-01,.75409367E-02,.26214781E-01,.76467618,1.4945233,-.26764694E-02
-1929.9769,-.13341718E-02,-.11912216,-.67882543E-01,.13102570E-01,.58156299,1.5032580,-.34958967E-02
-1925.2509,.62850565E-01,-.21252794E-01,-.48091599E-02,.38644423E-01,.69127499,1.5013732,-.17761153E-02
-1931.2222,-.26325711,-.32076303E-01,-.14562666,-.65770595E-02,.75575356,1.5014919,-.13252210E-02
-1924.8473,-.44955332E-01,-.81524563E-01,-.34204602E-01,.10307188E-01,.67551350,1.4975692,-.15074106E-02
-1923.8642,.42880443E-01,-.13349024E-01,.20986557E-01,.27205192E-01,.66976440,1.5010741,-.12145369E-04
-1923.8642,.42880443E-01,-.13349024E-01,.20986557E-01,.27205192E-01,.66976440,1.5010741,-.12145369E-04
-1923.8642,.42880443E-01,-.13349024E-01,.20986557E-01,.27205192E-01,.66976440,1.5010741,-.12145369E-04
-1923.7571,-.31097400E-01,-.51213486E-01,-.43631147E-02,.34215748E-01,.69366776,1.5004880,-.68078684E-03
-1926.2250,-.49468567E-01,-.45194966E-01,-.26080255E-02,.70811573E-01,.71048255,1.5012841,-.12160536E-02
-1925.0164,.73119268E-01,-.14108693E-01,-.11750121E-01,.18590016E-01,.65230727,1.4996580,-.69351615E-03
-1929.2763,.20442622,-.11432226,.27642886E-01,.22595769E-01,.51030623,1.4960422,-.97911021E-03
-1927.3433,.48229864E-01,-.14121097,-.29866498E-02,.17682248E-01,.61350603,1.4964630,-.29740574E-02
-1925.7022,.70305952E-01,-.72232897E-01,.33009064E-01,.14921480E-01,.68049862,1.4969116,-.12021597E-02
-1928.0372,.12283983,.62419434E-01,.19420877E-01,.27566641E-02,.75872465,1.4999499,-.20606058E-02
-1926.1450,.20159657,-.27150592E-01,.85672068E-01,.34377953E-01,.63941607,1.4978577,-.12827454E-02
-1925.2741,-.13913490E-01,-.41425637E-01,.77416078E-02,.28724413E-01,.68669988,1.4966421,-.27129536E-02
-1930.8383,-.13083066,-.41518755E-01,-.40134873E-01,.85333656E-01,.72069168,1.4935114,-.38331405E-02
-1925.6826,.49793911E-01,.20694821E-01,.38722457E-01,.36447301E-01,.75791230,1.5010610,-.29821396E-02
-1924.5251,-.79994199E-02,-.67075826E-01,-.46364620E-01,.50185243E-02,.64767539,1.4974000,-.22946457E-03
-1925.6184,.46244303E-01,-.12547884E-01,-.79170611E-02,.55621490E-03,.71249462,1.4937771,-.20676928E-02
-1925.4686,-.59659498E-01,.29727422E-01,.15827089E-01,.26489648E-01,.77897360,1.4951846,-.19854154E-02
-1923.5568,.12513119E-01,-.45568349E-01,-.17450711E-02,.44147116E-01,.68073024,1.4964736,-.29367667E-03
-1923.5568,.12513119E-01,-.45568349E-01,-.17450711E-02,.44147116E-01,.68073024,1.4964736,-.29367667E-03
-1925.1486,-.16073207,-.20034749E-01,-.74299427E-01,.29118115E-02,.76216410,1.5016612,-.45205929E-03
-1927.5227,.31381107E-01,-.15999533E-01,.20014147E-01,-.12254280E-01,.66280627,1.4998796,-.32530672E-02
-1927.8407,.15841244,-.11967580,-.15055143E-03,.43840533E-01,.60033578,1.4950268,-.26581953E-02
-1927.4813,-.50734934E-01,-.47971143E-01,-.35733563E-01,.46102448E-01,.71053717,1.4956976,-.55395063E-02
-1927.1809,-.16478342,-.50076031E-01,-.68956042E-01,.66622726E-02,.70657243,1.4905360,-.36632323E-02
-1927.8883,.34530608E-01,.38232322E-01,.19082103E-01,-.37796249E-01,.69068976,1.5013385,-.10360376E-03
-1925.5903,.28947714E-01,-.48337193E-01,-.28169279E-01,.43553564E-01,.64607246,1.4975819,-.42187250E-03
-1925.4412,-.84669867E-01,-.53778118E-01,-.51432147E-01,.37911034E-01,.72182927,1.4957712,-.24144429E-02
-1927.1225,.62093150E-01,-.19356257E-02,.68495616E-01,.50374830E-01,.74628116,1.5017232,-.25363846E-02
-1929.8021,-.47279180E-01,-.90279528E-01,-.66338054E-01,.42833671E-02,.69174920,1.4906428,-.50091990E-02
-1929.3345,.29246088,-.30485129E-01,.10144868,.25608581E-01,.63564216,1.4879318,-.55611912E-02
-1929.6843,.19150122,-.15477387,.25803010E-01,.36647394E-01,.54404346,1.4993412,-.51193041E-02
-1929.8203,-.34913866E-01,.32281157E-01,-.13796316E-01,.15711959E-01,.67212623,1.4949136,-.35301538E-02
-1929.0437,-.73415742E-01,-.45670293E-01,-.44397807E-01,.18601478E-01,.62806494,1.5026524,-.28432024E-02
-1930.1868,-.11027756,-.30021228E-01,-.63646277E-02,.24840240E-01,.71029753,1.4983882,-.72392533E-02
-1925.8296,.11356077,-.99927369E-01,-.79511526E-02,.80410404E-02,.58373465,1.5021082,-.86789092E-03
-1925.6849,.11282922,-.98415100E-01,.73050755E-02,-.65043956E-02,.61000334,1.4964634,-.59762593E-03
-1929.0902,.98263247E-01,-.13230431,.33969346E-01,.79462393E-01,.60194812,1.4977722,-.23420354E-02
-1931.6216,.82804082E-01,.18816884E-01,.96235997E-01,.57820537E-02,.76367786,1.4952929,-.18379082E-02
-1929.1142,-.20324880,-.59040615E-01,-.58316274E-01,.43087332E-01,.70124088,1.4986949,-.12644619E-02
-1927.1988,-.19385431,-.16302878E-01,-.74791301E-01,.25542061E-01,.72382262,1.4971508,-.81814166E-03
-1927.0144,.16357139,-.13498916,.34329279E-01,.29784878E-01,.60347108,1.4982640,-.24348309E-02
-1927.7485,-.16925006E-01,.45520076E-01,-.47543597E-01,.55008360E-02,.74516875,1.4936823,-.21225331E-02
-1928.9959,-.22100529E-01,-.15415799,-.24831196E-01,.14104146E-01,.62629213,1.4979848,-.37609618E-02
-1923.5061,.98519715E-02,.62829342E-02,.91837536E-02,.32731482E-01,.71108376,1.5006674,-.38936966E-03
-1923.5194,.68024277E-01,-.13188815E-01,.59341365E-02,.26709737E-02,.67213146,1.5013152,-.20525264E-03
-1924.4724,-.93879773E-01,.33329612E-01,-.33047563E-01,.13632620E-01,.75998188,1.4988077,-.83176862E-03
-1926.3574,-.12578309,.81660889E-01,-.37591630E-01,.77525979E-02,.80569957,1.5010120,-.53893768E-04
-1924.1853,-.12074789,-.30511298E-01,-.32081448E-01,.23319817E-01,.75900824,1.4989695,-.80814163E-03
-1924.2433,-.61900157E-01,-.37586433E-01,-.26492531E-01,.11371631E-01,.70375060,1.4948055,-.16934155E-02
-1923.9238,.73128838E-01,.15952226E-01,.17440340E-02,.85648382E-02,.70638431,1.5009495,-.28698449E-03
-1924.4199,.97319602E-01,.40046722E-01,.37496617E-01,.22962335E-01,.69631623,1.5011914,-.51942972E-03
-1924.5158,.63340485E-01,.60282996E-01,.19838553E-01,.27722672E-01,.73556086,1.5020291,-.58159223E-03
-1924.7739,.12351891,.18213837E-01,.31915784E-01,.31978937E-01,.71349282,1.5000361,-.14027455E-02
-1927.2045,-.16005748,-.53470806E-01,-.34167018E-01,.95185157E-02,.71554265,1.4974114,-.17571809E-02
-1924.8440,-.18873328E-01,.28045633E-01,-.47259128E-02,-.63631828E-02,.74251333,1.4992825,-.13660166E-02
-1927.0244,-.10190095,-.11960999,-.38428388E-01,.48155795E-01,.69794796,1.4993397,-.26996345E-02
-1924.4852,.22923048E-01,-.49888105E-01,-.18426672E-01,.47516585E-01,.66898815,1.4982334,-.35575679E-03
-1924.4852,.22923048E-01,-.49888105E-01,-.18426672E-01,.47516585E-01,.66898815,1.4982334,-.35575679E-03
-1924.9451,-.25890997E-01,-.56360574E-02,-.37547610E-02,.32265165E-01,.77685790,1.4994535,-.12267301E-02
-1927.8462,.34642641,.10000732,.11155672,.21229632E-01,.71020866,1.4962591,-.12663544E-02
-1926.1824,.10830167,-.48123709E-01,-.13999467E-01,.29834179E-02,.64826772,1.4961999,-.14335809E-02
-1925.2770,.48366635E-01,-.68896775E-01,-.29448023E-01,.26528970E-01,.63379938,1.4985747,-.99372932E-03
-1925.4343,.96027608E-01,.38991622E-02,.42829594E-01,.43562063E-01,.68967943,1.5027297,-.21812641E-02
-1931.4815,-.19557867,-.14642773,-.71400680E-01,.52616207E-01,.75059978,1.5011580,-.33226077E-02
-1925.4818,.98330642E-01,-.86189879E-01,.10891180E-01,.34570066E-01,.59365999,1.5007818,-.71600647E-03
-1926.9591,.22409212,-.61374707E-02,.94964509E-01,.48785663E-01,.69769468,1.4966657,-.21919294E-02
-1927.9710,.59156361E-01,-.47647785E-01,.14290266E-01,.36758765E-01,.61933786,1.5044579,-.35542434E-02
-1923.5114,-.51855881E-01,-.37094936E-01,-.16937899E-01,.32620308E-01,.69794058,1.5011576,-.27871931E-03
-1924.1417,.32756781E-01,-.27516692E-01,-.76575193E-02,.87676423E-02,.66478552,1.5017701,-.11955242E-02
-1926.0470,-.40510763E-01,.56862539E-02,-.29034655E-01,.24300124E-01,.67825575,1.4965901,-.10656304E-02
-1930.2372,.85441065E-01,-.13737835E-01,.90351660E-01,.48416982E-02,.72647363,1.4989863,-.49081885E-03
-1927.0769,-.29853813E-01,-.14512722E-01,.42670674E-01,.41343675E-01,.78604143,1.5016795,-.13445710E-02
-1926.8247,-.13964897,-.89842377E-01,-.39098551E-01,.59986424E-01,.75480996,1.5000628,-.15144787E-02
-1925.8863,-.70712944E-01,.37782813E-02,.90935029E-02,.69441500E-01,.79033698,1.4997569,-.84207872E-03
-1926.9044,-.18423424,-.40075463E-01,-.48027899E-01,.52250234E-01,.76454835,1.5014693,-.22469580E-02
-1926.6419,-.18822561E-01,-.39787127E-01,-.33913988E-02,.49208444E-01,.75048699,1.4995340,-.34901380E-02
-1926.0018,.19237479,.21364496E-01,.53284447E-01,.74707641E-02,.69410204,1.4990917,-.22962921E-02
-1925.5370,-.59671946E-01,-.25208055E-02,-.43906116E-01,-.16581467E-02,.70967491,1.4964481,-.25130297E-02
-1925.9065,.14340104E-01,-.38142373E-01,-.30449920E-01,-.19840956E-01,.66554423,1.4965510,-.12274679E-02
-1926.4822,-.18213515E-01,-.23135086E-01,-.25617348E-01,-.54412183E-03,.74856149,1.5006791,-.14082445E-02
-1926.4156,.14273708,-.32874665E-01,.16807620E-01,.11362739E-01,.70097902,1.4969728,-.26952612E-03
-1927.1709,-.18149684E-01,-.13624105,-.39294870E-01,.28305750E-01,.66275529,1.4996366,-.19404352E-02
-1927.1707,-.73962497E-01,.11042158E-01,-.37635383E-01,.15755122E-01,.74778172,1.5020261,-.57857150E-02
-1926.6435,-.70707345E-03,.49886350E-01,.30448185E-01,.24751828E-01,.72124170,1.4975833,-.13153045E-02
-1924.3333,-.11117318,-.24939804E-01,-.42131374E-01,.27475223E-01,.77423782,1.4982009,-.57725991E-03
-1926.5374,-.96026720E-01,.67327628E-01,-.91298805E-02,.15147460E-01,.79705977,1.4965118,-.21664036E-02
-1926.9765,.80904107E-01,-.36489620E-01,.32121999E-01,.51610722E-01,.68524505,1.4942484,-.46401144E-02
-1924.3238,.98778659E-01,.39593410E-01,.24723598E-01,.18402586E-01,.71690915,1.5019414,-.10146954E-02
-1924.7306,-.54575234E-02,-.30163760E-01,-.13863251E-01,.48078877E-01,.73402311,1.4994336,-.10421111E-02
-1923.6979,.61895421E-01,.19198893E-01,.11958051E-01,.75545588E-02,.72054255,1.5000169,-.49379857E-03
-1924.7866,.48983931E-01,.34947943E-01,-.11227129E-02,.15442020E-02,.72312731,1.4959612,-.11556997E-02
-1924.9481,.10794290,-.91247387E-01,-.43149904E-02,.16483932E-01,.63034315,1.4968935,-.74524509E-03
-1925.2810,-.20317934E-01,-.83838245E-02,-.39109669E-01,.76012859E-03,.72031437,1.5022178,-.15773911E-02
-1925.3121,-.12805841,-.13486525E-01,-.64379745E-01,.19635453E-01,.76937684,1.5026332,-.13883256E-02
-1928.4552,.64637298E-01,-.19107629,.59187884E-02,.47001672E-01,.60799642,1.4958736,-.21968652E-02
-1925.8211,.23277465,-.48695787E-01,.84830921E-01,.24108223E-01,.64005010,1.4960540,-.12539247E-02
-1928.6897,.23159264,.25102711E-01,.83642638E-01,.33100937E-02,.63564048,1.4924920,-.36270992E-02
-1929.5188,-.14649301,-.41629366E-01,-.26108735E-01,.22497467E-01,.70214257,1.4918020,-.52369509E-02
-1927.0567,.10662918,-.23924371E-01,.62142590E-01,.45262494E-01,.69554399,1.5030883,-.38829713E-02
-1928.2530,-.26779668E-01,.75238754E-01,.11124306E-01,.27666271E-01,.75398683,1.4917868,-.37832080E-02
-1926.1260,.14308405,-.89626978E-01,.49914070E-01,.56800566E-01,.62419108,1.4984803,-.14353092E-02
-1924.0044,-.48080043E-01,-.49265052E-01,-.41140560E-01,.65977178E-02,.70538487,1.4972909,-.45686423E-03
-1925.3765,-.96088996E-01,-.97092023E-01,-.48741860E-01,.27779334E-01,.69234594,1.4952103,-.19666784E-02
-1925.0469,.31683143E-01,.20464720E-01,.19588194E-01,-.18845541E-01,.70741661,1.5014673,.11714318E-03
-1923.7446,.74051704E-01,-.43852907E-01,-.17724939E-02,.90751033E-02,.64395944,1.4974086,-.31215541E-03
-1926.5313,-.10555282,-.11816213,-.59284031E-01,.12463293E-01,.62638911,1.4984922,-.25538174E-03
-1923.8707,.10389443,-.20425621E-01,.40158325E-01,.42657936E-01,.67304803,1.4982688,-.21148145E-03
-1923.8707,.10389443,-.20425621E-01,.40158325E-01,.42657936E-01,.67304803,1.4982688,-.21148145E-03
-1923.8707,.10389443,-.20425621E-01,.40158325E-01,.42657936E-01,.67304803,1.4982688,-.21148145E-03
-1925.6846,-.11637796E-01,.16186035E-01,.27795588E-02,.50809078E-01,.70348197,1.4998025,-.22364857E-03
-1924.5097,.68609031E-01,-.23064299E-01,.17409552E-01,.37485401E-01,.71628337,1.5010132,-.13984440E-02
-1927.9839,-.22821988E-01,-.17405267E-02,.30938153E-01,.31596637E-01,.79760353,1.5020867,-.34317350E-02
-1926.1654,.82796636E-01,-.31734819E-01,.61632359E-01,.14280748E-01,.69899886,1.5007440,-.82495717E-03
-1925.9425,-.15995524,.19060048E-01,-.56065494E-01,.52669529E-03,.80078868,1.4985560,-.12070845E-02
-1925.5028,-.85169568E-01,-.84893389E-01,-.16091216E-01,.23755930E-01,.72548227,1.4972958,-.70435458E-03
-1926.4788,-.79831536E-01,-.17039615E-01,-.10511590E-01,.69061455E-01,.73725321,1.4991554,-.14431733E-02
-1928.2122,.13090069,.33598444E-01,.10128563E-01,.50685102E-03,.67268078,1.4944907,-.39714645E-02
-1927.7026,.74536808E-01,-.76850813E-01,.34061951E-01,.60456269E-01,.64687251,1.4971868,-.38720887E-02
-1926.2454,-.15309902E-01,-.98155892E-03,-.12179440E-01,.46341815E-01,.72337380,1.5023735,-.36690230E-02
-1927.7385,-.19365436,.32952214E-01,-.53898806E-01,.60712314E-01,.82166925,1.5014126,-.22523197E-03
-1928.6848,-.10541236,-.11005594,-.51547989E-01,.58056481E-01,.68111187,1.4992111,-.50428499E-02
-1928.2400,.14929615,-.21885990E-01,.45058830E-01,.51636753E-01,.67340640,1.4941184,-.54899554E-02
-1929.3076,-.14756189,-.11643735,-.53338922E-01,.23809194E-01,.67380365,1.4908780,-.56494793E-02
-1928.3195,.20165949,-.61331208E-01,.35337356E-01,.23740127E-01,.62579986,1.4898283,-.54859707E-02
-1925.6153,-.55370407E-01,-.38932789E-02,-.51303638E-01,.21376212E-02,.74030504,1.4961683,-.15998142E-02
-1925.3874,-.32911339E-01,-.40715278E-02,-.13287865E-02,.61745690E-01,.72385010,1.5021337,-.70932385E-03
-1925.6701,-.59925684E-01,.43244220E-02,-.16443971E-01,.49773958E-01,.73834233,1.5001928,-.23716871E-02
-1926.9798,-.59637338E-01,.15432472E-01,-.17850735E-01,-.34003910E-01,.72866900,1.4980711,-.33758731E-03
-1926.6546,.38286603E-01,.61114886E-01,.23548421E-01,.66543952E-01,.77853667,1.5010725,-.65894194E-03
-1925.5650,.17402974,.27820597E-01,.56148228E-01,-.31584645E-02,.69839417,1.4970498,-.13279283E-02
-1935.6643,.15770595,-.10457955,.27323337E-01,.21646980E-01,.70082263,1.4952994,-.46414692E-02
-1926.0141,.35437580,.19363889E-01,.10608170,.40568394E-01,.66594187,1.5001258,-.41355597E-04
-1927.2973,.32952853,.23984365E-01,.10774942,.55659654E-01,.69653603,1.4990741,-.61345279E-03
-1927.4835,.16208830,.35558156E-01,.70152404E-01,.72338174E-01,.74865149,1.4982171,-.12490723E-02
-1927.7982,.24006193,.89535595E-01,.10246455,.36077599E-01,.75384423,1.4957738,-.24443624E-02
-1927.0465,.31312658,.71666494E-01,.11651663,.47706994E-01,.70951560,1.5010350,-.96528885E-03
-1925.3572,.12801984,-.84953464E-01,.39388925E-01,.29547817E-01,.63738503,1.4992341,-.18197515E-02
-1925.8945,.23021230,.42357302E-01,.78388920E-01,.16917210E-01,.71413849,1.5006739,-.14727764E-02
-1932.3478,.41004227,-.41840688E-01,.12422754,.71533888E-01,.60009909,1.4907433,-.46712164E-02
-1924.8913,.22432107,-.91324612E-01,.39825932E-01,.25271470E-01,.60452118,1.5016114,-.14045731E-03
-1924.8913,.22432107,-.91324612E-01,.39825932E-01,.25271470E-01,.60452118,1.5016114,-.14045731E-03
-1925.1666,.19589083E-01,-.64332594E-01,-.44004550E-01,.61187014E-02,.65252655,1.5001321,-.48584569E-03
-1925.5866,-.51876236E-01,-.47465852E-01,-.16128477E-01,.54363721E-01,.77109167,1.4982746,-.30779133E-03
-1925.1244,.51261056E-01,.21291152E-01,.32113119E-01,.21442343E-01,.69272637,1.4966762,-.14667399E-02
-1925.7042,.22478293E-01,-.42581160E-01,.12136839E-01,.74289333E-01,.71169307,1.5020443,-.62347490E-03
-1925.9236,-.10393890,.41135025E-01,.17682954E-01,.44186720E-01,.81629683,1.4991558,-.20397485E-03
-1924.4767,-.50486552E-01,.74861118E-02,-.18150501E-02,.30639706E-01,.77180432,1.4982432,-.18036194E-02
-1924.0502,.81923331E-01,.27629195E-01,.58649461E-01,.23962319E-01,.73602355,1.5013613,-.59358789E-04
-1924.8741,.12531757,-.23730457E-01,.15710413E-01,.34680732E-01,.66517868,1.4958496,-.12016075E-02
-1925.8485,.65860193E-01,.45976221E-01,.22805103E-01,-.12219120E-02,.75094152,1.4989875,-.21179809E-02
-1925.1064,.11176211,.17136717E-01,.38979094E-01,.13681901E-01,.73138399,1.5021035,-.16038096E-02
-1924.5346,-.49227777E-01,.22794310E-01,-.55627531E-02,.34052085E-01,.73866683,1.4950871,-.11199992E-02
-1927.8693,.17770847,-.18391188E-01,.61858448E-01,.97713195E-02,.62028480,1.4970499,-.38873304E-02
-1924.5854,.45384650E-01,.46235686E-01,.11987192E-01,.38214674E-01,.75052585,1.4959461,-.55737723E-03
-1924.5854,.45384650E-01,.46235686E-01,.11987192E-01,.38214674E-01,.75052585,1.4959461,-.55737723E-03
-1925.7283,.10909966,.41561799E-01,.17273995E-01,.12751135E-01,.70382130,1.4966809,-.20294950E-02
