ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4
2,0,1.0000000,.0000000,1,1,-15907.326,-16.482979,21.488478,-20.847889,22.738103
2,0,1.0000000,.0000000,1,1,-15419.976,-15.655906,20.978559,-20.655553,22.832095
2,0,.60000000,.0000000,2,3,-15260.437,-14.617988,18.595701,-22.051250,23.780729
2,0,.44444444,.0000000,3,4,-14690.145,-13.603031,17.738833,-21.237983,24.852237
2,0,.41666667,.0000000,4,3,-14403.753,-14.076449,16.003146,-21.661388,24.778994
2,0,.40000000,.0000000,5,3,-14066.029,-14.229468,16.211844,-20.650919,24.761062
2,0,.43750000,.84430098,6,1,-13654.149,-14.073982,16.553074,-20.558782,23.504904
2,0,.47058824,.0000000,7,1,-11983.052,-12.146330,12.468300,-19.797299,24.825778
2,0,.50000000,.0000000,8,1,-11825.717,-12.329511,12.039092,-19.667056,24.752522
2,0,.52631579,.0000000,9,1,-11749.894,-11.534126,11.974239,-19.926873,24.884306
2,0,.46078314,.0000000,10,5,-11583.438,-10.808398,11.659722,-19.938612,25.210348
2,0,.48235181,.0000000,11,1,-11549.718,-10.562520,11.367932,-20.292382,25.127302
2,0,.48365908,.0000000,12,2,-11234.458,-10.948806,8.8442398,-20.482014,25.887588
2,0,.50209983,.0000000,13,1,-11111.496,-10.567233,8.6075058,-20.510944,25.971511
2,0,.51926880,.0000000,14,1,-10393.078,-9.2083826,5.2139939,-21.116342,26.965820
2,0,.51802565,.0000000,15,2,-10083.063,-8.7863904,3.4813179,-21.361107,27.473056
2,0,.53308735,.71869904,16,1,-10037.987,-8.6303479,2.9909804,-21.536711,27.650228
2,0,.54723622,.0000000,17,1,-7580.1373,-3.6090821,-8.1207177,-22.232072,30.764121
2,0,.56055280,.0000000,18,1,-7540.0966,-3.9771525,-8.6743028,-22.328939,30.668890
2,0,.57310844,.0000000,19,1,-6975.8964,-3.2954570,-9.9715950,-21.694499,30.636550
2,0,.56915663,.0000000,20,2,-5803.6725,-1.4009598,-14.222962,-20.674419,31.156938
2,0,.56561014,.0000000,21,2,-5095.0040,.89354209,-19.692388,-20.299762,33.258954
2,0,.54901894,.0000000,22,3,-4826.2716,.79013289,-18.802107,-19.606502,32.051866
2,0,.55950687,.0000000,23,1,-4247.5487,2.3746537,-26.038306,-20.257240,33.115101
2,0,.56951807,.0000000,24,1,-3640.7418,3.7715365,-31.510996,-18.985663,33.582292
2,0,.52117591,.70859844,25,6,-3638.1248,6.2962396,-36.993834,-19.279342,35.617687
2,0,.52036145,.0000000,25,2,-3635.5101,2.7108550,-31.481702,-19.005120,33.080746
2,0,.51015991,.0000000,26,3,-3443.7299,7.4865011,-44.258037,-17.303022,35.101843
2,0,.40927881,.0000000,28,16,-3328.9672,3.6844427,-35.478492,-17.317970,33.961067
2,0,.41748327,.0000000,29,1,-3089.8012,3.2552889,-31.308341,-15.637082,32.545224
2,0,.40866836,.0000000,30,4,-3077.2356,6.5814226,-40.058353,-15.113592,33.721689
2,0,.33746100,.63350620,31,19,-2748.5091,5.2291289,-33.010852,-13.560913,32.076773
2,0,.32095918,.0000000,32,8,-2610.3933,6.6209524,-34.847938,-11.968177,31.551121
2,0,.21973417,.0000000,33,52,-2583.9574,6.7461810,-31.762398,-12.283082,31.539017
2,0,.22049557,.0000000,34,4,-2559.5518,7.1424246,-29.995667,-12.429827,31.188907
2,0,.20964416,.60240247,35,13,-2330.1930,5.4581602,-24.654434,-11.128615,29.062338
2,0,.20474473,.0000000,36,9,-2231.9281,5.8768660,-27.465743,-10.157302,29.230247
2,0,.19926071,.0000000,37,10,-2090.7177,5.3047564,-24.185254,-9.6870175,27.690148
2,0,.20343123,.0000000,38,1,-1658.9775,7.8810990,-22.751728,-5.2286651,24.978367
2,0,.19259036,.59087247,39,16,-1649.0812,5.6392217,-16.752931,-6.8604909,23.987716
2,0,.19008702,.0000000,40,8,-1622.1065,2.8302267,-11.426956,-5.7935529,22.256638
2,0,.19381933,.0000000,41,1,-1494.3213,.18680774E-01,.83780764,-1.9377532,17.189208
2,0,.19572180,.0000000,42,3,-807.99235,5.2372544,-8.8841696,2.3994896,17.566612
2,0,.18909355,.0000000,43,13,-743.29947,2.7115051,2.3022970,3.0109394,14.666682
2,0,.18023518,.48897561,44,17,-347.28594,4.6107696,5.5116747,8.7272692,11.460678
2,0,.18350118,.0000000,45,1,-161.31562,5.1936654,18.362102,18.629376,3.6405413
2,0,.17030345,.0000000,46,26,-127.62646,1.7114549,24.960144,18.420524,2.3090662
2,0,.16310564,.0000000,47,14,-128.86543,1.6494905,24.882956,18.191388,2.1857283
2,0,.13729851,.50607573,47,62,-117.64776,2.1855431,17.335277,15.300381,5.2249086
