ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4
3,0,.76955286E-01,.0000000,1,13,-834.45875,24.603852,16.330298,-10.038548,-9.5834787
3,0,.14288705,.0000000,1,1,-822.89408,24.250184,15.714437,-9.7312190,-9.0360296
3,0,.20002791,.0000000,2,1,-804.13473,23.932608,16.030225,-9.4476589,-8.1366361
3,0,.21054835,.24083084,3,4,-759.05508,23.393412,15.893999,-7.6632200,-7.2883211
3,0,.25002094,.0000000,4,1,-715.90283,22.678877,17.525343,-7.2263549,-8.2298145
3,0,.27274631,.0000000,5,2,-672.12627,21.431033,18.489309,-6.6254820,-7.5168078
3,0,.29168411,.0000000,6,2,-667.34489,20.539462,17.796027,-6.9645004,-6.9325913
3,0,.30772187,.0000000,7,2,-608.46907,19.357024,17.763613,-6.2743599,-8.5752528
3,0,.32145603,.0000000,8,2,-596.41215,18.590258,18.826717,-5.8822264,-7.9240740
3,0,.34485409,.0000000,9,1,-562.05986,18.524527,19.167637,-4.5804587,-7.6462675
3,0,.36669229,.0000000,10,1,-549.78743,18.830085,18.720160,-3.6587205,-6.8786628
3,0,.38712157,.0000000,11,1,-535.58492,18.803711,19.743715,-3.2074566,-8.2341731
3,0,.40627402,.84353693,12,1,-518.86856,18.567067,19.934901,-2.3355596,-6.9382438
3,0,.37839917,.0000000,13,5,-466.25150,17.871513,21.044511,-.87632831E-02,-6.9481666
3,0,.39475708,.0000000,14,1,-346.27552,13.995820,23.132211,3.0575532,-7.7318840
3,0,.40001923,.0000000,15,2,-310.88508,12.804268,23.287697,4.2386848,-7.5361714
3,0,.37779487,.0000000,16,5,-251.86774,9.9323932,25.508268,7.5924698,-6.0421523
3,0,.39132107,.0000000,17,1,-210.84694,5.9644898,27.980582,11.696586,-5.2051306
3,0,.39584963,.64223481,18,2,-191.86244,6.8422065,27.551326,12.372437,-4.6914446
3,0,.40817923,.0000000,19,1,-166.72820,2.3153504,29.833996,17.561325,-3.2715029
3,0,.42001565,.0000000,20,1,-164.72761,-.38286025E-02,31.260118,22.110066,-1.1970636
3,0,.42309197,.0000000,20,2,-164.11645,3.2468052,28.516929,16.581982,-2.2520153
3,0,.43397703,.0000000,20,1,-150.67229,4.9434555,26.875532,15.666161,-1.6683315
3,0,.42862071,.0000000,23,3,-147.41996,4.8003854,25.569156,14.913135,-1.0632998
3,0,.43149352,.0000000,24,2,-138.44980,-.40435344,28.976589,21.708254,.40300472
3,0,.43377708,.0000000,25,2,-127.54218,-1.7739584,28.527499,23.215508,1.3930807
3,0,.44305942,.0000000,26,1,-115.92711,-3.0984100,29.052411,25.074863,.82107158
3,0,.41617249,.63373253,27,5,-116.74636,-2.8586632,29.354398,26.367759,1.3886392
3,0,.42488634,.0000000,27,1,-115.98342,-3.5207804,27.772462,29.927244,4.6319028
3,0,.43334389,.0000000,27,1,-85.988858,-1.0981590,25.849407,25.433786,3.2000624
3,0,.37619330,.0000000,30,13,-81.063825,-3.5142774,25.664060,27.414659,3.7892500
3,0,.31160928,.65232341,31,20,-69.247168,-2.7658378,23.847042,26.151855,4.4750911
3,0,.30348166,.0000000,32,6,-66.506537,-2.3633632,23.260591,25.263473,4.9182355
3,0,.29886194,.0000000,32,5,-58.298188,-1.3991042,21.702097,22.467420,4.3464820
3,0,.24045112,.0000000,34,29,-59.139698,-2.5265996,21.479482,23.986658,5.7129287
3,0,.21130794,.37638330,34,24,-59.182108,-2.2446037,22.159331,23.511735,4.8265831
3,0,.17243394,.0000000,34,43,-58.319532,-2.9213846,17.786072,23.212408,7.7169076
3,0,.16841788,.0000000,34,11,-53.820526,-5.2402894,19.156781,25.587598,7.8759910
3,0,.15636359,.0000000,38,24,-52.996623,-4.2416861,22.837913,25.244152,4.2949831
3,0,.15250774,.0000000,38,7,-55.032378,-3.3360261,23.495831,22.751443,2.3809539
3,0,.15341547,.39249933,38,7,-54.587640,-7.3123456,18.409134,27.326199,8.7328153
3,0,.14386793,.0000000,38,25,-45.486251,-5.0152434,15.438945,22.575470,7.7380886
3,0,.13793099,.0000000,42,20,-44.678250,-2.4749809,17.835177,21.458176,5.1815007
3,0,.11758625,.0000000,42,67,-40.252328,-6.0667273,17.843633,22.968958,6.3172999
3,0,.11932617,.0000000,44,3,-31.414983,-4.7451949,18.559229,21.068841,3.9306897
3,0,.10963934,.49812194,45,42,-23.711759,-7.3309372,15.978111,23.073452,5.7849221
3,0,.98972169E-01,.0000000,46,55,-18.060654,-7.7611628,16.637346,22.455440,4.4572074
3,0,.83572252E-01,.0000000,47,102,-16.494562,-7.0911328,18.434992,22.011219,2.6570178
3,0,.83161395E-01,.0000000,47,15,-14.356752,-5.9188246,15.972916,18.535071,1.5534655
3,0,.83580357E-01,.0000000,47,2,-15.241853,-6.0338551,14.295574,18.366487,1.9392981
3,0,.82611626E-01,.51968480,47,19,-8.1361156,-6.8236713,15.552479,18.365261,.77925012E-01
3,0,.83037685E-01,.0000000,51,9,-5.4288735,-8.2980936,14.447211,18.129504,-.43385747
3,0,.80291783E-01,.0000000,51,34,-3.1656728,-9.8124689,15.573615,20.746219,.14407338
3,0,.75253456E-01,.0000000,52,57,-2.9648567,-9.7606492,14.748941,20.348948,.79435047
3,0,.67584416E-01,.33270362,52,84,-5.0030789,-9.8991614,16.212488,20.942809,.83969892
3,0,.65368344E-01,.0000000,52,30,-8.0072650,-7.7535289,15.856851,18.208360,-.12682845
3,0,.63949381E-01,.0000000,52,37,-5.5499769,-10.267551,16.895229,20.888398,-.44249365
3,0,.64006529E-01,.0000000,52,1,-7.7299913,-9.8401701,17.649134,21.656548,-.94202034
3,0,.64129804E-01,.13001477,52,14,-6.3627706,-10.625946,16.734667,21.253981,.11128946
3,0,.63965004E-01,.0000000,52,12,-6.8899471,-8.1360098,15.323279,18.018378,-.30683554
3,0,.64224572E-01,.0000000,52,12,-3.8745784,-10.742463,14.185452,19.492096,-.91531909
3,0,.61167293E-01,.0000000,52,51,-4.8846985,-11.306499,13.611985,19.010380,-1.1981218
3,0,.61015489E-01,.0000000,52,10,-5.6504324,-11.935799,13.007160,19.681749,.36089134
3,0,.55338085E-01,.95080997E-01,52,138,-5.5014778,-8.0351302,15.462408,20.124461,1.4069692
3,0,.52870749E-01,.0000000,52,55,-7.9860587,-7.5669123,16.917140,21.365803,1.6196257
3,0,.52969902E-01,.0000000,52,11,-8.3473252,-8.7148411,13.555844,16.815210,-1.6007234
3,0,.53553999E-01,.0000000,52,6,-8.1042047,-7.0242342,15.713927,17.718723,-1.0900387
3,0,.53500433E-01,.11571136,52,22,-7.4476044,-8.5973823,17.551191,22.019107,1.2291238
3,0,.51981449E-01,.0000000,52,55,-5.1567316,-9.9176626,16.701004,20.866712,-1.0215162
3,0,.47867881E-01,.0000000,52,134,-3.5323889,-9.9979609,14.988106,21.066759,.92588065
3,0,.46452872E-01,.0000000,52,45,-6.2054356,-8.1542430,16.721451,20.644994,1.1833425
3,0,.46833434E-01,.0000000,52,10,-4.6245455,-8.5299099,16.171713,18.958198,-.74231936
3,0,.46508795E-01,.10599913,52,38,-4.3246223,-8.4562405,16.262720,19.178101,-.96237486
3,0,.45605598E-01,.0000000,52,39,-5.4120244,-10.417214,16.505397,21.170887,.32462557
3,0,.46145253E-01,.0000000,52,4,-4.7110977,-11.345508,13.136067,20.082995,.94578463
3,0,.46344642E-01,.0000000,52,45,-4.9673405,-11.689073,13.126823,19.682026,-.20719249
3,0,.45034189E-01,.42016156E-01,52,86,-4.5737650,-11.734218,13.996464,20.975226,.96622774
3,0,.44733749E-01,.0000000,52,37,-3.9444968,-10.586117,13.362850,19.421620,.43848206
3,0,.44682505E-01,.0000000,52,10,-5.0987145,-10.503446,13.957884,20.647308,1.9305799
3,0,.45068437E-01,.0000000,52,13,-5.0247598,-9.8826555,14.425598,20.761774,2.0668098
