NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
1000,505,.50154043,.50154043,.10099983,.10099983,1.8989968
2000,990,.49748458,.49342872,.22000074E-01,.12299991,1.1194234
3000,1502,.50260640,.51285004,.43999910E-01,.16699982,.94484983
4000,2023,.50323453,.50511892,.21000147E-01,.18799996,.74131276
5000,2530,.50402532,.50718849,.23999929E-01,.21199989,.62594435
6000,3058,.50570360,.51409501,.23000002E-01,.23499990,.53347589
7000,3588,.50929904,.53087164,.22000074E-01,.25699997,.45927642
8000,4116,.50995442,.51454210,.22000074E-01,.27900004,.39884263
9000,4630,.50995185,.50993130,.23999929E-01,.30299997,.35142761
10000,5140,.50953379,.50577122,.23000002E-01,.32599998,.30824122
11000,5669,.50998527,.51450008,.26999950E-01,.35299993,.26968472
12000,6188,.51146207,.52770684,.23000002E-01,.37599993,.23162762
13000,6722,.51383656,.54233041,.19999981E-01,.39599991,.19311034
14000,7249,.51430496,.52039421,.26000023E-01,.42199993,.16014924
15000,7771,.51502394,.52508961,.23000002E-01,.44499993,.12764185
16000,8299,.51512479,.51663754,.23999929E-01,.46899986,.96128301E-01
17000,8835,.51584236,.52732358,.29000044E-01,.49799991,.65667220E-01
18000,9349,.51546546,.50905814,.32000065E-01,.52999997,.36905549E-01
19000,9850,.51492795,.50525280,.22000074E-01,.55200005,.84060921E-02
19286,10000,.51490600,.51344765,.69999695E-02,.55900002,.0000000
