NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
1000,505,.50154043,.50154043,.23999929E-01,.23999929E-01,.45124620
2000,990,.49748458,.49342872,.13999939E-01,.37999868E-01,.34583719
3000,1502,.50260640,.51285004,.16000032E-01,.53999901E-01,.30552008
4000,2023,.50323453,.50511892,.13999939E-01,.67999840E-01,.26813382
5000,2530,.50402532,.50718849,.31000137E-01,.98999977E-01,.29230428
6000,3058,.50570360,.51409501,.13999939E-01,.11299992,.25652237
7000,3588,.50929904,.53087164,.15000105E-01,.12800002,.22874474
8000,4116,.50995442,.51454210,.14999866E-01,.14299989,.20442452
9000,4630,.50995185,.50993130,.16999960E-01,.15999985,.18557218
10000,5140,.50953379,.50577122,.13999939E-01,.17399979,.16452120
11000,5669,.50998527,.51450008,.15000105E-01,.18899989,.14439205
12000,6188,.51146207,.52770684,.16000032E-01,.20499992,.12628631
13000,6722,.51383656,.54233041,.14999866E-01,.21999979,.10728344
14000,7249,.51430496,.52039421,.14000177E-01,.23399997,.88803133E-01
15000,7771,.51502394,.52508961,.14999866E-01,.24899983,.71422035E-01
16000,8299,.51512479,.51663754,.15000105E-01,.26399994,.54110603E-01
17000,8835,.51584236,.52732358,.14999866E-01,.27899981,.36789448E-01
18000,9349,.51546546,.50905814,.16000032E-01,.29499984,.20541758E-01
19000,9850,.51492795,.50525280,.15000105E-01,.30999994,.47208113E-02
19286,10000,.51490600,.51344765,.39999485E-02,.31399989,.0000000
