NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
1000,505,.50154043,.50154043,.88000059E-01,.88000059E-01,.78328766
2000,990,.49748458,.49342872,.88000059E-01,.17600012,.71288937
3000,1502,.50260640,.51285004,.72000027E-01,.24800014,.57756625
4000,2023,.50323453,.50511892,.80999851E-01,.32900000,.48414878
5000,2530,.50402532,.50718849,.78000069E-01,.40700006,.39734789
6000,3058,.50570360,.51409501,.71000099E-01,.47800016,.30355668
7000,3588,.50929904,.53087164,.73999882E-01,.55200005,.21723079
8000,4116,.50995442,.51454210,.67000151E-01,.61900020,.13294368
9000,4630,.50995185,.50993130,.77999830E-01,.69700003,.55699786E-01
9713,5000,.51004752,.51125513,.61000109E-01,.75800014,.0000000
