NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
1000,505,.50154043,.50154043,.43999910E-01,.43999910E-01,.39164277
2000,990,.49748458,.49342872,.38000107E-01,.82000017E-01,.33214148
3000,1502,.50260640,.51285004,.39000034E-01,.12100005,.28179639
4000,2023,.50323453,.50511892,.39999962E-01,.16100001,.23692390
5000,2530,.50402532,.50718849,.42000055E-01,.20300007,.19818584
6000,3058,.50570360,.51409501,.42999983E-01,.24600005,.15622371
7000,3588,.50929904,.53087164,.43999910E-01,.28999996,.11412485
8000,4116,.50995442,.51454210,.41000128E-01,.33100009,.71089426E-01
9000,4630,.50995185,.50993130,.41999817E-01,.37299991,.29807768E-01
9713,5000,.51004752,.51125513,.26000023E-01,.39899993,.0000000
