NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
1000,582,.57877527,.57877527,.12199998,.12199998,.92610981
2000,1111,.54555220,.51232913,.48000097E-01,.17000008,.59507677
3000,1668,.54670897,.54902252,.46999931E-01,.21700001,.43347963
4000,2196,.54004624,.52005805,.40999889E-01,.25799990,.32943156
5000,2694,.53583085,.51896929,.59000015E-01,.31699991,.27134439
6000,3221,.53173527,.51125735,.50000191E-01,.36700010,.20269891
7000,3741,.52956190,.51652169,.44999838E-01,.41199994,.13865489
8000,4244,.52644666,.50463995,.54000139E-01,.46600008,.83010382E-01
9000,4771,.52524095,.51559531,.11099982,.57699990,.27695028E-01
9471,5000,.52396472,.49957820,.20000219E-01,.59700012,.0000000
