NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
1000,582,.57877527,.57877527,.14199996,.14199996,1.0779310
2000,1111,.54555220,.51232913,.50999880E-01,.19299984,.67558630
3000,1668,.54670897,.54902252,.38000107E-01,.23099995,.46144594
4000,2196,.54004624,.52005805,.29999971E-01,.26099992,.33326219
5000,2694,.53583085,.51896929,.49000025E-01,.30999994,.26535259
6000,3221,.53173527,.51125735,.43999910E-01,.35399985,.19551870
7000,3741,.52956190,.51652169,.44000149E-01,.39800000,.13394333
8000,4244,.52644666,.50463995,.46000004E-01,.44400001,.79091424E-01
9000,4771,.52524095,.51559531,.38999796E-01,.48299980,.23183181E-01
9471,5000,.52396472,.49957820,.18000126E-01,.50099993,.0000000
